Player,Team,Season,Appearances,SeasonAtTeam
Kenwyne Jones,Stoke City,2013,26,3
Michael Owen,Stoke City,2013,8,1
Mamady Sidibe,Stoke City,2013,0,5
Jonathan Walters,Stoke City,2013,38,3
Peter Crouch,Stoke City,2013,34,2
Cameron Jerome,Stoke City,2013,26,2
Diego Arismendi,Stoke City,2013,0,4
Michael Tonge,Stoke City,2013,0,5
Danny Higginbotham,Stoke City,2013,0,5
Jordan Pickford,Sunderland,2013,0,2
Keiren Westwood,Sunderland,2013,0,2
Simon Mignolet,Sunderland,2013,38,3
Phil Bardsley,Sunderland,2013,18,6
Danny Rose,Sunderland,2013,0,0
Wes Brown,Sunderland,2013,0,2
Matthew Kilgallon,Sunderland,2013,6,4
John O'Shea,Sunderland,2013,34,2
Titus Bramble,Sunderland,2013,16,3
Carlos Cuellar,Sunderland,2013,26,1
Liam Marrs,Sunderland,2013,0,1
David Ferguson,Sunderland,2013,0,1
Scott Harrison,Sunderland,2013,0,1
Louis Laing,Sunderland,2013,0,3
John Egan,Sunderland,2013,0,2
Alfred N'Diaye,Sunderland,2013,16,1
Sebastian Larsson,Sunderland,2013,38,2
Craig Gardner,Sunderland,2013,33,2
Adam Johnson,Sunderland,2013,0,1
Jack Colback,Sunderland,2013,35,5
David Vaughan,Sunderland,2013,24,2
James McClean,Sunderland,2013,36,2
Ahmed El Mohamady,Sunderland,2013,2,2
Stéphane Sessegnon,Sunderland,2013,35,3
Jordan Laidler,Sunderland,2013,0,1
Lee Cattermole,Sunderland,2013,10,4
Billy Knott,Sunderland,2013,1,3
Adam Reed,Sunderland,2013,0,4
Adam Mitchell,Sunderland,2013,1,1
Danny Graham,Sunderland,2013,18,1
Steven Fletcher,Sunderland,2013,28,1
Connor Wickham,Sunderland,2013,12,2
Mikael Mandron,Sunderland,2013,2,1
Dong-Won Ji,Sunderland,2013,0,2
Ryan Noble,Sunderland,2013,0,4
Craig Lynch,Sunderland,2013,0,3
Roarie Deacon,Sunderland,2013,0,2
Louis Saha,Sunderland,2013,11,1
James McFadden,Sunderland,2013,3,1
Fraizer Campbell,Sunderland,2013,12,4
Blair Adams,Sunderland,2013,0,3
David Meyler,Sunderland,2013,3,5
Ben Wilson,Sunderland,2013,0,2
Kieran Richardson,Sunderland,2013,1,6
Michel Vorm,Swansea City,2013,26,2
David Cornell,Swansea City,2013,0,2
Gerhard Tremmel,Swansea City,2013,14,2
Neil Taylor,Swansea City,2013,6,2
Chico Flores,Swansea City,2013,26,1
Alan Tate,Swansea City,2013,3,2
Ashley Williams,Swansea City,2013,37,2
Garry Monk,Swansea City,2013,11,2
Dwight Tiendalli,Swansea City,2013,14,1
Angel Rangel,Swansea City,2013,33,2
Darnel Situ,Swansea City,2013,0,2
Kyle Bartley,Swansea City,2013,2,2
Curtis Obeng,Swansea City,2013,0,2
Ben Davies,Swansea City,2013,37,2
Daniel Alfei,Swansea City,2013,0,2
Scott Tancock,Swansea City,2013,0,1
Leon Britton,Swansea City,2013,33,2
Pablo Hernández,Swansea City,2013,30,1
Nathan Dyer,Swansea City,2013,37,2
Roland Lamah,Swansea City,2013,5,0
Wayne Routledge,Swansea City,2013,36,2
Ki Sung-yueng,Swansea City,2013,29,1
Jonathan de Guzmán,Swansea City,2013,0,0
Kemy Agustien,Swansea City,2013,18,2
Mark Gower,Swansea City,2013,1,2
Jazz Richards,Swansea City,2013,0,2
Lee Lucas,Swansea City,2013,0,2
Henry Jones,Swansea City,2013,0,1
Gwion Edwards,Swansea City,2013,0,2
Kurtis March,Swansea City,2013,0,2
Michu,Swansea City,2013,35,1
Etey Shechter,Swansea City,2013,18,0
Leroy Lita,Swansea City,2013,0,2
Luke Moore,Swansea City,2013,17,2
James Loveridge,Swansea City,2013,0,1
Rory Donnelly,Swansea City,2013,0,2
Danny Graham,Swansea City,2013,18,2
Jamie Proctor,Swansea City,2013,0,1
Stephen Dobbie,Swansea City,2013,0,2
Federico Bessone,Swansea City,2013,0,2
Andrea Orlandi,Swansea City,2013,0,2
Scott Sinclair,Swansea City,2013,1,2
Brad Friedel,Tottenham Hotspur,2013,11,2
Hugo Lloris,Tottenham Hotspur,2013,27,1
Jordan Archer,Tottenham Hotspur,2013,0,1
Kyle Walker,Tottenham Hotspur,2013,36,4
Danny Rose,Tottenham Hotspur,2013,0,6
Younes Kaboul,Tottenham Hotspur,2013,1,5
Jan Vertonghen,Tottenham Hotspur,2013,34,1
William Gallas,Tottenham Hotspur,2013,19,3
Kyle Naughton,Tottenham Hotspur,2013,14,4
Michael Dawson,Tottenham Hotspur,2013,27,9
Benoit Assou-Ekotto,Tottenham Hotspur,2013,15,7
Steven Caulker,Tottenham Hotspur,2013,18,4
Ezekiel Fryers,Tottenham Hotspur,2013,0,1
Bongani Khumalo,Tottenham Hotspur,2013,0,3
Adam Smith,Tottenham Hotspur,2013,0,6
Ryan Fredericks,Tottenham Hotspur,2013,0,4
Kevin Stewart,Tottenham Hotspur,2013,0,2
Jack Barthram,Tottenham Hotspur,2013,0,2
Scott Parker,Tottenham Hotspur,2013,21,2
Tom Huddlestone,Tottenham Hotspur,2013,20,8
Aaron Lennon,Tottenham Hotspur,2013,34,8
Gareth Bale,Tottenham Hotspur,2013,33,6
Lewis Holtby,Tottenham Hotspur,2013,11,1
David Bentley,Tottenham Hotspur,2013,0,5
Andros Townsend,Tottenham Hotspur,2013,5,5
Mousa Dembélé,Tottenham Hotspur,2013,2,1
Gylfi Sigurdsson,Tottenham Hotspur,2013,33,1
Iago Falque,Tottenham Hotspur,2013,1,2
Tom Carroll,Tottenham Hotspur,2013,7,3
Jake Livermore,Tottenham Hotspur,2013,11,7
Sandro,Tottenham Hotspur,2013,22,3
Ryan Mason,Tottenham Hotspur,2013,0,5
John Bostock,Tottenham Hotspur,2013,0,5
Simon Dawkins,Tottenham Hotspur,2013,0,6
Cristian Ceballos,Tottenham Hotspur,2013,0,2
Jake Nicholson,Tottenham Hotspur,2013,0,3
Massimo Luongo,Tottenham Hotspur,2013,0,2
Dean Parrett,Tottenham Hotspur,2013,0,5
Clint Dempsey,Tottenham Hotspur,2013,0,1
Emmanuel Adebayor,Tottenham Hotspur,2013,0,1
Jermain Defoe,Tottenham Hotspur,2013,34,10
Harry Kane,Tottenham Hotspur,2013,1,4
Shaquile Coulthirst,Tottenham Hotspur,2013,0,1
Jonathan Obika,Tottenham Hotspur,2013,0,5
Cameron Lancaster,Tottenham Hotspur,2013,0,3
Jermaine Jenas,Tottenham Hotspur,2013,1,8
Heurelho Gomes,Tottenham Hotspur,2013,0,5
Carlo Cudicini,Tottenham Hotspur,2013,0,5
Giovani dos Santos,Tottenham Hotspur,2013,0,5
Rafael van der Vaart,Tottenham Hotspur,2013,2,3
David Button,Tottenham Hotspur,2013,0,6
Luka Modric,Tottenham Hotspur,2013,0,5
Sebastien Bassong,Tottenham Hotspur,2013,0,4
Souleymane Coulibaly,Tottenham Hotspur,2013,0,2
Alex Pritchard,Tottenham Hotspur,2013,0,2
Ben Foster,West Bromwich Albion,2013,30,1
Boaz Myhill,West Bromwich Albion,2013,8,3
Luke Daniels,West Bromwich Albion,2013,0,6
Steven Reid,West Bromwich Albion,2013,11,3
Jonas Olsson,West Bromwich Albion,2013,36,4
Goran Popov,West Bromwich Albion,2013,12,0
Liam Ridgewell,West Bromwich Albion,2013,30,2
Gonzalo Jara,West Bromwich Albion,2013,1,3
Gareth McAuley,West Bromwich Albion,2013,36,2
Craig Dawson,West Bromwich Albion,2013,1,3
James Hurst,West Bromwich Albion,2013,0,3
Billy Jones,West Bromwich Albion,2013,27,2
Gabriel Tamas,West Bromwich Albion,2013,11,3
Liam O'Neil,West Bromwich Albion,2013,0,2
Cameron Gayle,West Bromwich Albion,2013,0,2
Donervon Daniels,West Bromwich Albion,2013,0,1
Claudio Yacob,West Bromwich Albion,2013,30,1
James Morrison,West Bromwich Albion,2013,35,4
Chris Brunt,West Bromwich Albion,2013,31,4
Jerome Thomas,West Bromwich Albion,2013,10,3
George Thorne,West Bromwich Albion,2013,5,3
Scott Allan,West Bromwich Albion,2013,0,2
Graham Dorrans,West Bromwich Albion,2013,26,4
Youssouf Mulumbu,West Bromwich Albion,2013,28,3
Zoltán Gera,West Bromwich Albion,2013,16,5
Kemar Roofe,West Bromwich Albion,2013,0,3
Romaine Sawyers,West Bromwich Albion,2013,0,4
Kayleden Brown,West Bromwich Albion,2013,0,3
Isaiah Brown,West Bromwich Albion,2013,1,1
Markus Rosenberg,West Bromwich Albion,2013,24,1
Shane Long,West Bromwich Albion,2013,34,2
Romelu Lukaku,West Bromwich Albion,2013,0,0
Peter Odemwingie,West Bromwich Albion,2013,25,3
Marc-Antoine Fortuné,West Bromwich Albion,2013,21,3
Adil Nabi,West Bromwich Albion,2013,0,1
Saido Berahino,West Bromwich Albion,2013,0,3
Yassine El Ghanassy,West Bromwich Albion,2013,0,1
Sam Mantom,West Bromwich Albion,2013,0,3
Chris Wood,West Bromwich Albion,2013,0,4
Bradley Garmston,West Bromwich Albion,2013,0,1
Vit Nemrava,West Ham United,2013,0,0
Jussi Jääskeläinen,West Ham United,2013,38,1
Stephen Henderson,West Ham United,2013,0,1
Raphael Spiegel,West Ham United,2013,0,1
Jordan Spence,West Ham United,2013,4,4
Winston Reid,West Ham United,2013,36,2
George McCartney,West Ham United,2013,12,4
James Tomkins,West Ham United,2013,26,5
Joey O'Brien,West Ham United,2013,33,1
Emanuel Pogatetz,West Ham United,2013,6,0
James Collins,West Ham United,2013,29,6
Guy Demel,West Ham United,2013,31,1
Dan Potts,West Ham United,2013,2,1
Leo Chambers,West Ham United,2013,0,1
Callum Driver,West Ham United,2013,0,1
Declan Hunt,West Ham United,2013,0,1
Kevin Nolan,West Ham United,2013,35,1
Matthew Jarvis,West Ham United,2013,32,1
Jack Collison,West Ham United,2013,17,5
Matthew Taylor,West Ham United,2013,28,1
Ravel Morrison,West Ham United,2013,0,1
Mark Noble,West Ham United,2013,28,7
Alou Diarra,West Ham United,2013,3,1
Mohamed Diamé,West Ham United,2013,33,1
Joe Cole,West Ham United,2013,6,6
Gary O'Neil,West Ham United,2013,24,2
George Moncur,West Ham United,2013,0,1
Sebastian Lletget,West Ham United,2013,0,1
Blair Turgott,West Ham United,2013,0,1
Matthias Fanimo,West Ham United,2013,0,1
Andy Carroll,West Ham United,2013,2,0
Carlton Cole,West Ham United,2013,27,6
Modibo Maiga,West Ham United,2013,17,1
Ricardo Vaz Te,West Ham United,2013,24,1
Marouane Chamakh,West Ham United,2013,0,0
Wellington Paulista,West Ham United,2013,0,0
Elliot Lee,West Ham United,2013,0,1
Dylan Tombides,West Ham United,2013,0,2
Sean Maguire,West Ham United,2013,0,1
Paul McCallum,West Ham United,2013,0,2
Robert Hall,West Ham United,2013,1,1
Yossi Benayoun,West Ham United,2013,0,3
Dominic Vose,West Ham United,2013,0,2
Nicky Maynard,West Ham United,2013,0,1
Sam Baldock,West Ham United,2013,0,1
Joel Robles,Wigan Athletic,2013,9,0
Mike Pollitt,Wigan Athletic,2013,0,8
Lee Nicholls,Wigan Athletic,2013,0,4
Ali Al Habsi,Wigan Athletic,2013,29,2
Antolin Alcaraz,Wigan Athletic,2013,10,3
Gary Caldwell,Wigan Athletic,2013,25,3
Emmerson Boyce,Wigan Athletic,2013,36,7
Iván Ramis,Wigan Athletic,2013,16,1
Ronnie Stam,Wigan Athletic,2013,17,3
Piscu,Wigan Athletic,2013,5,3
Roman Golobart,Wigan Athletic,2013,3,4
Jordan Mustoe,Wigan Athletic,2013,0,4
Rob Kiernan,Wigan Athletic,2013,0,2
Maynor Figueroa,Wigan Athletic,2013,33,5
Paul Scharner,Wigan Athletic,2013,14,5
Adam Buxton,Wigan Athletic,2013,0,3
Eduard Campabadal,Wigan Athletic,2013,1,1
Callum Morris,Wigan Athletic,2013,0,3
James McCarthy,Wigan Athletic,2013,38,4
David Jones,Wigan Athletic,2013,13,2
Albert Crusat,Wigan Athletic,2013,0,2
Ben Watson,Wigan Athletic,2013,12,5
Shaun Maloney,Wigan Athletic,2013,36,2
Jordi Gómez,Wigan Athletic,2013,32,5
James McArthur,Wigan Athletic,2013,34,3
Roger Espinoza,Wigan Athletic,2013,12,1
Fraser Fyvie,Wigan Athletic,2013,1,1
Jean Beausejour,Wigan Athletic,2013,34,2
Daniel Redmond,Wigan Athletic,2013,0,3
Nouha Dicko,Wigan Athletic,2013,0,2
Ryo Miyaichi,Wigan Athletic,2013,0,0
Ryan Watson,Wigan Athletic,2013,0,2
Arouna Koné,Wigan Athletic,2013,34,1
Franco Di Santo,Wigan Athletic,2013,35,3
Ángelo Henríquez,Wigan Athletic,2013,0,0
Callum McManaman,Wigan Athletic,2013,20,5
Mauro Boselli,Wigan Athletic,2013,7,3
Filip Orsula,Wigan Athletic,2013,0,1
Victor Moses,Wigan Athletic,2013,1,4
Conor Sammon,Wigan Athletic,2013,0,3
Adam Dawson,Wigan Athletic,2013,0,2
