Player,Team,Season,Appearances,SeasonAtTeam
Danijel Subotic,Portsmouth,2009,0,2
Khaleem Hyland,Portsmouth,2009,0,1
Richard Duffy,Portsmouth,2009,0,6
Jermain Defoe,Portsmouth,2009,19,2
Lass Diarra,Portsmouth,2009,12,2
Ben Sahar,Portsmouth,2009,0,1
Nick Jordan,Portsmouth,2009,0,3
Jean-Francois Christophe,Portsmouth,2009,0,2
Steve Simonsen,Stoke City,2009,5,1
Thomas Sørensen,Stoke City,2009,36,1
Danzelle St Louis-Hamilton,Stoke City,2009,0,1
Dominic Matteo,Stoke City,2009,0,1
Andy Griffin,Stoke City,2009,20,1
Danny Higginbotham,Stoke City,2009,1,1
Leon Cort,Stoke City,2009,11,1
Ibrahima Sonko,Stoke City,2009,14,1
Ryan Shawcross,Stoke City,2009,29,1
Andrew Davies,Stoke City,2009,2,1
Stephen Kelly,Stoke City,2009,6,0
Abdoulaye Faye,Stoke City,2009,36,1
Andy Wilkinson,Stoke City,2009,22,1
Ryan Shotton,Stoke City,2009,0,1
Carl Dickinson,Stoke City,2009,5,1
Seyi Olofinjana,Stoke City,2009,18,1
Glenn Whelan,Stoke City,2009,26,1
Liam Lawrence,Stoke City,2009,20,1
Tom Soares,Stoke City,2009,7,1
Danny Pugh,Stoke City,2009,17,1
Salif Diao,Stoke City,2009,20,1
Richard Cresswell,Stoke City,2009,30,1
Amdy Faye,Stoke City,2009,21,1
Michael Tonge,Stoke City,2009,10,1
Rory Delap,Stoke City,2009,34,1
Matthew Etherington,Stoke City,2009,13,1
Jimmy Phillips,Stoke City,2009,0,1
Nathaniel Wedderburn,Stoke City,2009,0,1
James Beattie,Stoke City,2009,16,1
Ricardo Fuller,Stoke City,2009,34,1
Mamady Sidibe,Stoke City,2009,22,1
Dave Kitson,Stoke City,2009,16,1
Paul Gallagher,Stoke City,2009,0,2
Henri Camara,Stoke City,2009,17,0
Vincent Pericard,Stoke City,2009,4,1
Demar Phillips,Stoke City,2009,0,1
Lewis Buxton,Stoke City,2009,0,1
Ritchie de Laet,Stoke City,2009,0,1
Gabriel Zakuani,Stoke City,2009,0,1
Jon Parkin,Stoke City,2009,0,1
Anthony Pulis,Stoke City,2009,0,1
Craig Gordon,Sunderland,2009,12,2
Trevor Carson,Sunderland,2009,0,3
Marton Fülöp,Sunderland,2009,26,2
Nick Colgan,Sunderland,2009,0,1
Jean-Yves Mvoto,Sunderland,2009,0,2
Nyron Nosworthy,Sunderland,2009,16,3
Phil Bardsley,Sunderland,2009,28,2
Tal Ben Haim,Sunderland,2009,9,0
Danny Collins,Sunderland,2009,35,3
Calum Davenport,Sunderland,2009,7,0
George McCartney,Sunderland,2009,16,6
Russell Anderson,Sunderland,2009,0,2
Anton Ferdinand,Sunderland,2009,0,1
Peter Hartley,Sunderland,2009,0,2
Paul McShane,Sunderland,2009,3,2
Michael Liddle,Sunderland,2009,0,1
Michael Kay,Sunderland,2009,0,2
Teemu Tainio,Sunderland,2009,21,1
Jamie Chandler,Sunderland,2009,0,1
Dean Whitehead,Sunderland,2009,34,3
Carlos Edwards,Sunderland,2009,22,2
Steed Malbranque,Sunderland,2009,36,1
Jordan Henderson,Sunderland,2009,1,1
Kieran Richardson,Sunderland,2009,32,2
Jack Colback,Sunderland,2009,0,1
David Meyler,Sunderland,2009,0,1
Grant Leadbitter,Sunderland,2009,23,3
Dwight Yorke,Sunderland,2009,7,2
Andy Reid,Sunderland,2009,32,2
Nathan Luscombe,Sunderland,2009,0,1
Djibril Cissé,Sunderland,2009,35,0
Daryl Murphy,Sunderland,2009,23,3
Michael Chopra,Sunderland,2009,6,2
Kenwyne Jones,Sunderland,2009,29,2
David Healy,Sunderland,2009,0,1
Roy O'Donovan,Sunderland,2009,0,2
Martyn Waghorn,Sunderland,2009,1,2
Jordan Cook,Sunderland,2009,0,1
David Connolly,Sunderland,2009,0,2
David Dowson,Sunderland,2009,0,2
Anthony Stokes,Sunderland,2009,2,2
Rade Prica,Sunderland,2009,0,2
Darren Ward,Sunderland,2009,0,2
El Hadji Diouf,Sunderland,2009,14,1
Pascal Chimbonda,Sunderland,2009,13,1
Liam Miller,Sunderland,2009,3,2
Ross Wallace,Sunderland,2009,0,2
Gavin Donoghue,Sunderland,2009,0,2
Graham Kavanagh,Sunderland,2009,0,2
Danny Higginbotham,Sunderland,2009,1,2
Dickson Etuhu,Sunderland,2009,0,2
Ben Alnwick,Tottenham Hotspur,2009,0,3
Lee Butcher,Tottenham Hotspur,2009,0,1
Heurelho Gomes,Tottenham Hotspur,2009,34,1
Carlo Cudicini,Tottenham Hotspur,2009,2,1
David Button,Tottenham Hotspur,2009,0,2
Oscar Jansson,Tottenham Hotspur,2009,0,3
Yuri,Tottenham Hotspur,2009,0,1
Alan Hutton,Tottenham Hotspur,2009,8,2
Danny Rose,Tottenham Hotspur,2009,0,2
Gilberto,Tottenham Hotspur,2009,1,2
Chris Gunter,Tottenham Hotspur,2009,3,2
Michael Dawson,Tottenham Hotspur,2009,16,5
Pascal Chimbonda,Tottenham Hotspur,2009,13,3
Vedran Corluka,Tottenham Hotspur,2009,3,1
Ledley King,Tottenham Hotspur,2009,24,11
Dorian Dervite,Tottenham Hotspur,2009,0,3
Benoit Assou-Ekotto,Tottenham Hotspur,2009,29,3
Ricardo Rocha,Tottenham Hotspur,2009,0,3
Troy Archibald-Henville,Tottenham Hotspur,2009,0,2
Jonathan Woodgate,Tottenham Hotspur,2009,34,2
Adam Smith,Tottenham Hotspur,2009,0,2
Calum Butcher,Tottenham Hotspur,2009,0,1
Kyle Fraser-Allen,Tottenham Hotspur,2009,0,1
Adel Taarabt,Tottenham Hotspur,2009,1,2
Didier Zokora,Tottenham Hotspur,2009,29,3
Tom Huddlestone,Tottenham Hotspur,2009,22,4
Aaron Lennon,Tottenham Hotspur,2009,35,4
Gareth Bale,Tottenham Hotspur,2009,16,2
Wilson Palacios,Tottenham Hotspur,2009,21,1
Luka Modric,Tottenham Hotspur,2009,34,1
David Bentley,Tottenham Hotspur,2009,25,1
Andros Townsend,Tottenham Hotspur,2009,0,1
Jermaine Jenas,Tottenham Hotspur,2009,32,4
Jamie O'Hara,Tottenham Hotspur,2009,15,4
Kevin-Prince Boateng,Tottenham Hotspur,2009,1,2
Jake Livermore,Tottenham Hotspur,2009,0,3
Ryan Mason,Tottenham Hotspur,2009,0,1
John Bostock,Tottenham Hotspur,2009,0,1
Simon Dawkins,Tottenham Hotspur,2009,0,2
Dean Parrett,Tottenham Hotspur,2009,0,1
Roman Pavlyuchenko,Tottenham Hotspur,2009,28,1
Darren Bent,Tottenham Hotspur,2009,33,2
Robbie Keane,Tottenham Hotspur,2009,19,7
Giovani dos Santos,Tottenham Hotspur,2009,6,1
Jermain Defoe,Tottenham Hotspur,2009,19,6
Fraizer Campbell,Tottenham Hotspur,2009,1,0
Paul-José M'Poku,Tottenham Hotspur,2009,0,1
Tomas Pekhart,Tottenham Hotspur,2009,0,3
Jonathan Obika,Tottenham Hotspur,2009,0,1
Danny Hutchins,Tottenham Hotspur,2009,0,1
Hossam Ghaly,Tottenham Hotspur,2009,0,4
César,Tottenham Hotspur,2009,0,1
Charlie Daniels,Tottenham Hotspur,2009,0,3
Paul Stalteri,Tottenham Hotspur,2009,0,4
Andy Barcham,Tottenham Hotspur,2009,0,3
Dimitar Berbatov,Tottenham Hotspur,2009,1,3
Lee Young-Pyo,Tottenham Hotspur,2009,0,4
Scott Carson,West Bromwich Albion,2009,35,1
Luke Daniels,West Bromwich Albion,2009,0,3
Ryan Allsop,West Bromwich Albion,2009,0,1
Dean Kiely,West Bromwich Albion,2009,3,1
Carl Hoefkens,West Bromwich Albion,2009,10,1
Paul Robinson,West Bromwich Albion,2009,35,4
Jonas Olsson,West Bromwich Albion,2009,28,1
Marek Cech,West Bromwich Albion,2009,8,1
Neil Clement,West Bromwich Albion,2009,0,4
Pelé,West Bromwich Albion,2009,3,1
Gianni Zuiverloon,West Bromwich Albion,2009,33,1
Abdoulaye Méité,West Bromwich Albion,2009,18,1
Shelton Martis,West Bromwich Albion,2009,7,1
Leon Barnett,West Bromwich Albion,2009,11,1
Jared Hodgkiss,West Bromwich Albion,2009,0,2
Ryan Donk,West Bromwich Albion,2009,16,0
Paul Downing,West Bromwich Albion,2009,0,1
Joss Labadie,West Bromwich Albion,2009,0,1
James Morrison,West Bromwich Albion,2009,30,1
Robert Koren,West Bromwich Albion,2009,35,1
Jonathan Greening,West Bromwich Albion,2009,34,3
Chris Brunt,West Bromwich Albion,2009,34,1
Kim Do-Heon,West Bromwich Albion,2009,16,1
Graham Dorrans,West Bromwich Albion,2009,8,1
Filipe Teixeira,West Bromwich Albion,2009,10,1
Juan Carlos Menseguéz,West Bromwich Albion,2009,7,0
Borja Valero,West Bromwich Albion,2009,30,1
David Worrall,West Bromwich Albion,2009,0,1
Youssouf Mulumbu,West Bromwich Albion,2009,6,0
Romaine Sawyers,West Bromwich Albion,2009,0,1
Ishmael Miller,West Bromwich Albion,2009,15,1
Craig Beattie,West Bromwich Albion,2009,7,1
Luke Moore,West Bromwich Albion,2009,21,1
Jay Simpson,West Bromwich Albion,2009,0,0
Marc-Antoine Fortuné,West Bromwich Albion,2009,17,0
Michael Nardiello,West Bromwich Albion,2009,0,1
Chris Wood,West Bromwich Albion,2009,2,1
Roman Bednar,West Bromwich Albion,2009,25,1
Ibrahim Sissoko,West Bromwich Albion,2009,0,1
Sherjill MacDonald,West Bromwich Albion,2009,5,4
Bartosz Slusarski,West Bromwich Albion,2009,0,1
Michal Danek,West Bromwich Albion,2009,0,1
Robert Green,West Ham United,2009,38,3
Jan Lastuvka,West Ham United,2009,0,0
Peter Kurucz,West Ham United,2009,0,0
Marek Stech,West Ham United,2009,0,3
Jordan Spence,West Ham United,2009,0,1
Radoslav Kovac,West Ham United,2009,9,0
Hérita Ilunga,West Ham United,2009,35,0
Lucas Neill,West Ham United,2009,34,3
Danny Gabbidon,West Ham United,2009,0,4
James Tomkins,West Ham United,2009,12,2
Matt Upson,West Ham United,2009,37,3
Jonathan Spector,West Ham United,2009,9,3
Julien Faubert,West Ham United,2009,20,2
James Collins,West Ham United,2009,18,4
Calum Davenport,West Ham United,2009,7,3
Bondz N'Gala,West Ham United,2009,0,1
Daniel Emmanuel,West Ham United,2009,0,2
Walter Lopez,West Ham United,2009,5,1
Kieron Dyer,West Ham United,2009,7,2
Scott Parker,West Ham United,2009,28,2
Jack Collison,West Ham United,2009,20,2
Luis Boa Morte,West Ham United,2009,27,3
Mark Noble,West Ham United,2009,29,4
Valon Behrami,West Ham United,2009,24,1
Tony Stokes,West Ham United,2009,0,4
Junior Stanislas,West Ham United,2009,9,1
Nigel Quashie,West Ham United,2009,0,3
Lee Bowyer,West Ham United,2009,6,4
Josh Payne,West Ham United,2009,2,1
Bálint Bajner,West Ham United,2009,0,0
Dean Ashton,West Ham United,2009,4,4
Carlton Cole,West Ham United,2009,27,3
Savio Nsereko,West Ham United,2009,10,1
Freddie Sears,West Ham United,2009,17,2
Diego Tristán,West Ham United,2009,14,1
Zavon Hines,West Ham United,2009,0,1
Jack Jeffery,West Ham United,2009,0,1
Hayden Mullins,West Ham United,2009,17,4
Craig Bellamy,West Ham United,2009,16,2
Kyel Reid,West Ham United,2009,0,4
Matthew Etherington,West Ham United,2009,13,4
Joe Widdowson,West Ham United,2009,0,1
Jimmy Walker,West Ham United,2009,0,4
George McCartney,West Ham United,2009,16,3
Anton Ferdinand,West Ham United,2009,0,5
Chris Kirkland,Wigan Athletic,2009,32,3
Mike Pollitt,Wigan Athletic,2009,3,4
Richard Kingson,Wigan Athletic,2009,4,1
Dariusz Adamczuk,Wigan Athletic,2009,0,0
Erik Edman,Wigan Athletic,2009,2,2
Paul Scharner,Wigan Athletic,2009,29,4
Emmerson Boyce,Wigan Athletic,2009,27,3
Titus Bramble,Wigan Athletic,2009,35,2
Mario Melchiot,Wigan Athletic,2009,34,2
Maynor Figueroa,Wigan Athletic,2009,19,1
Cho Won-Hee,Wigan Athletic,2009,1,1
Craig Mahon,Wigan Athletic,2009,0,1
Lee Cattermole,Wigan Athletic,2009,33,1
Ben Watson,Wigan Athletic,2009,10,1
Charles N'Zogbia,Wigan Athletic,2009,18,1
Michael Brown,Wigan Athletic,2009,25,2
Antonio Valencia,Wigan Athletic,2009,31,2
Jason Koumas,Wigan Athletic,2009,16,2
Tomasz Cywka,Wigan Athletic,2009,0,3
Olivier Kapo,Wigan Athletic,2009,19,1
Daniel de Ridder,Wigan Athletic,2009,18,1
Tomasz Kupisz,Wigan Athletic,2009,0,3
Jonathon Routledge,Wigan Athletic,2009,1,1
Joe Holt,Wigan Athletic,2009,0,1
Antoine Sibierski,Wigan Athletic,2009,3,2
Mido,Wigan Athletic,2009,13,0
Amr Zaki,Wigan Athletic,2009,29,0
Callum McManaman,Wigan Athletic,2009,1,1
Hugo Rodallega,Wigan Athletic,2009,15,1
Rachid Bouaouzan,Wigan Athletic,2009,0,2
Marlon King,Wigan Athletic,2009,0,2
Ryan Taylor,Wigan Athletic,2009,12,4
Henri Camara,Wigan Athletic,2009,17,4
Wilson Palacios,Wigan Athletic,2009,21,2
Emile Heskey,Wigan Athletic,2009,20,3
Kevin Kilbane,Wigan Athletic,2009,10,3
Luke Ashworth,Wigan Athletic,2009,0,2
Lewis Montrose,Wigan Athletic,2009,0,3
Carlo Nash,Wigan Athletic,2009,0,2
