Player,Team,Season,Appearances,SeasonAtTeam
Kerimoglou Tugay,Blackburn Rovers,2009,29,8
Brett Emerton,Blackburn Rovers,2009,20,6
David Dunn,Blackburn Rovers,2009,15,7
Vince Grella,Blackburn Rovers,2009,17,1
Morten Gamst Pedersen,Blackburn Rovers,2009,33,5
Johann Vogel,Blackburn Rovers,2009,1,2
Aaron Mokoena,Blackburn Rovers,2009,18,5
Steven Reid,Blackburn Rovers,2009,4,6
Keith Andrews,Blackburn Rovers,2009,33,1
Keith Treacy,Blackburn Rovers,2009,12,3
Alan Judge,Blackburn Rovers,2009,0,1
Bryan Hodge,Blackburn Rovers,2009,0,3
Marcus Marshall,Blackburn Rovers,2009,0,1
Alex Marrow,Blackburn Rovers,2009,0,1
Andy Haworth,Blackburn Rovers,2009,0,1
El Hadji Diouf,Blackburn Rovers,2009,14,1
Roque Santa Cruz,Blackburn Rovers,2009,20,2
Benni McCarthy,Blackburn Rovers,2009,28,3
Paul Gallagher,Blackburn Rovers,2009,0,7
Aaron Doran,Blackburn Rovers,2009,3,1
Matt Derbyshire,Blackburn Rovers,2009,17,6
Nick Blackman,Blackburn Rovers,2009,0,1
Maceo Rigters,Blackburn Rovers,2009,0,2
Jason Roberts,Blackburn Rovers,2009,26,3
Julio Santa Cruz,Blackburn Rovers,2009,0,1
Tony Kane,Blackburn Rovers,2009,0,3
Rostyn Griffiths,Blackburn Rovers,2009,0,2
Eddie Nolan,Blackburn Rovers,2009,0,3
Sergio Peter,Blackburn Rovers,2009,0,4
Gunnar Nielsen,Blackburn Rovers,2009,0,2
Robbie Fowler,Blackburn Rovers,2009,3,1
Adam Bogdan,Bolton Wanderers,2009,0,2
Jussi Jääskeläinen,Bolton Wanderers,2009,38,9
Ali Al Habsi,Bolton Wanderers,2009,0,4
Grétar Steinsson,Bolton Wanderers,2009,37,2
Nicky Hunt,Bolton Wanderers,2009,0,8
Jlloyd Samuel,Bolton Wanderers,2009,38,2
Gary Cahill,Bolton Wanderers,2009,33,2
Danny Shittu,Bolton Wanderers,2009,10,1
Chris Basham,Bolton Wanderers,2009,11,1
Andy O'Brien,Bolton Wanderers,2009,34,2
Gavin McCann,Bolton Wanderers,2009,33,2
Fabrice Muamba,Bolton Wanderers,2009,38,1
Matthew Taylor,Bolton Wanderers,2009,34,2
Ricardo Gardner,Bolton Wanderers,2009,29,8
Mark Davies,Bolton Wanderers,2009,10,1
Tamir Cohen,Bolton Wanderers,2009,4,2
Joey O'Brien,Bolton Wanderers,2009,7,5
Robert Sissons,Bolton Wanderers,2009,0,4
Johan Elmander,Bolton Wanderers,2009,30,1
Kevin Davies,Bolton Wanderers,2009,38,6
Mustapha Riga,Bolton Wanderers,2009,17,1
Ricardo Vaz Te,Bolton Wanderers,2009,2,6
Ariza Makukula,Bolton Wanderers,2009,6,0
James Sinclair,Bolton Wanderers,2009,0,4
Zoltán Harsányi,Bolton Wanderers,2009,0,2
Tope Obadeyi,Bolton Wanderers,2009,3,1
Jaroslaw Fojut,Bolton Wanderers,2009,0,4
Kevin Nolan,Bolton Wanderers,2009,20,8
Ian Walker,Bolton Wanderers,2009,0,4
Heidar Helguson,Bolton Wanderers,2009,1,2
Nathan Woolfe,Bolton Wanderers,2009,0,2
Blerim Dzemaili,Bolton Wanderers,2009,0,2
Petr Cech,Chelsea,2009,35,5
Rhys Taylor,Chelsea,2009,0,2
Henrique Hilario,Chelsea,2009,1,3
Shaun Cummings,Chelsea,2009,0,2
Carl Magnay,Chelsea,2009,0,2
Branislav Ivanovic,Chelsea,2009,16,2
Ashley Cole,Chelsea,2009,34,3
Ricardo Carvalho,Chelsea,2009,12,5
José Bosingwa,Chelsea,2009,34,1
Paulo Ferreira,Chelsea,2009,7,5
John Terry,Chelsea,2009,35,12
Sam Hutchinson,Chelsea,2009,0,3
Alex,Chelsea,2009,24,5
Ryan Bertrand,Chelsea,2009,0,4
Juliano Belletti,Chelsea,2009,20,2
Patrick van Aanholt,Chelsea,2009,0,2
Michael Mancienne,Chelsea,2009,4,4
Slobodan Rajkovic,Chelsea,2009,0,4
Jack Cork,Chelsea,2009,0,4
James Simmonds,Chelsea,2009,0,3
Thomas Taiwo,Chelsea,2009,0,1
Fabio Ferreira,Chelsea,2009,0,1
Sergio Tejera,Chelsea,2009,0,1
Michael Essien,Chelsea,2009,11,4
Frank Lampard,Chelsea,2009,37,8
Joe Cole,Chelsea,2009,14,6
John Obi Mikel,Chelsea,2009,34,3
Michael Ballack,Chelsea,2009,29,3
Florent Malouda,Chelsea,2009,31,2
Scott Sinclair,Chelsea,2009,2,4
Ricardo Quaresma,Chelsea,2009,4,0
Deco,Chelsea,2009,24,1
Mineiro,Chelsea,2009,1,1
Gaël Kakuta,Chelsea,2009,0,1
Liam Bridcutt,Chelsea,2009,0,2
Miroslav Stoch,Chelsea,2009,4,1
Jimmy Smith,Chelsea,2009,0,4
Gökhan Töre,Chelsea,2009,0,1
Lee Sawyer,Chelsea,2009,0,3
Jacob Mellis,Chelsea,2009,0,2
Michael Woods,Chelsea,2009,0,3
Andriy Shevchenko,Chelsea,2009,0,3
Franco Di Santo,Chelsea,2009,8,2
Didier Drogba,Chelsea,2009,0,5
Salomon Kalou,Chelsea,2009,27,3
Ben Sahar,Chelsea,2009,0,3
Nicolas Anelka,Chelsea,2009,37,2
Danny Philliskirk,Chelsea,2009,0,2
Carlo Cudicini,Chelsea,2009,2,10
Wayne Bridge,Chelsea,2009,6,6
Shaun Wright-Phillips,Chelsea,2009,1,4
Carlo Nash,Everton,2009,0,1
Iain Turner,Everton,2009,0,7
Tim Howard,Everton,2009,38,3
John Ruddy,Everton,2009,0,4
Tony Hibbert,Everton,2009,17,9
Leighton Baines,Everton,2009,31,2
Joleon Lescott,Everton,2009,36,3
Phil Jagielka,Everton,2009,34,2
Lars Jacobsen,Everton,2009,5,1
Nuno Valente,Everton,2009,2,4
Seamus Coleman,Everton,2009,0,1
Shane Duffy,Everton,2009,0,1
John Irving,Everton,2009,0,2
Joseph Yobo,Everton,2009,27,7
Tom McCready,Everton,2009,0,1
Andy van der Meyde,Everton,2009,2,4
Jack Rodwell,Everton,2009,19,2
Segundo Castillo,Everton,2009,9,0
Mikel Arteta,Everton,2009,26,4
Tim Cahill,Everton,2009,30,5
Phil Neville,Everton,2009,37,4
Dan Gosling,Everton,2009,11,2
Steven Pienaar,Everton,2009,28,1
Leon Osman,Everton,2009,34,9
Marouane Fellaini,Everton,2009,30,1
John Kissock,Everton,2009,0,2
James Wallace,Everton,2009,0,1
Louis Saha,Everton,2009,0,1
Jô,Everton,2009,9,0
James Vaughan,Everton,2009,13,5
Yakubu,Everton,2009,14,2
Lukas Jutkiewicz,Everton,2009,1,2
Victor Anichebe,Everton,2009,17,4
Kieran Agard,Everton,2009,0,1
Jose Baxter,Everton,2009,3,1
Lee Molyneux,Everton,2009,0,2
Scott Spencer,Everton,2009,0,3
Mark Schwarzer,Fulham,2009,38,1
David Stockdale,Fulham,2009,0,1
Pascal Zuberbühler,Fulham,2009,0,1
Elliot Omozusi,Fulham,2009,0,3
Moritz Volz,Fulham,2009,0,6
Paul Konchesky,Fulham,2009,36,2
John Pantsil,Fulham,2009,37,1
Brede Hangeland,Fulham,2009,37,2
Chris Baird,Fulham,2009,10,2
Matthew Briggs,Fulham,2009,0,3
Aaron Hughes,Fulham,2009,38,2
Fredrik Stoor,Fulham,2009,2,1
Chris Smalling,Fulham,2009,1,1
Adrian Leijer,Fulham,2009,0,2
Adam Watts,Fulham,2009,0,3
Toni Kallio,Fulham,2009,3,2
Joe Anderson,Fulham,2009,0,1
Hameur Bouazza,Fulham,2009,0,2
Seol Ki-Hyeon,Fulham,2009,4,2
Zoltán Gera,Fulham,2009,32,1
Danny Murphy,Fulham,2009,38,2
Andranik Teymourian,Fulham,2009,1,1
Olivier Dacourt,Fulham,2009,9,0
Julian Gray,Fulham,2009,0,1
Dickson Etuhu,Fulham,2009,0,1
Robert Milsom,Fulham,2009,1,4
Simon Davies,Fulham,2009,33,3
Wayne Brown,Fulham,2009,1,2
Richard Peniket,Fulham,2009,0,1
Stefan Payne,Fulham,2009,0,1
Giles Barnes,Fulham,2009,0,0
Andrew Johnson,Fulham,2009,31,1
Erik Nevland,Fulham,2009,21,2
Diomansy Kamara,Fulham,2009,12,2
Collins John,Fulham,2009,0,6
Eddie Johnson,Fulham,2009,0,2
Clint Dempsey,Fulham,2009,35,3
Bobby Zamora,Fulham,2009,35,1
Danny Hoesen,Fulham,2009,0,1
Leon Andreasen,Fulham,2009,6,2
Jimmy Bullard,Fulham,2009,18,3
TJ Moncur,Fulham,2009,0,2
Antti Niemi,Fulham,2009,0,4
Gabriel Zakuani,Fulham,2009,0,3
Alexei Smertin,Fulham,2009,0,3
Steven Davis,Fulham,2009,0,2
David Healy,Fulham,2009,0,2
Matt Duke,Hull City,2009,10,1
Boaz Myhill,Hull City,2009,28,1
Mark Oxley,Hull City,2009,0,1
Tony Warner,Hull City,2009,0,1
Thomas Woodhead,Hull City,2009,0,1
Andy Dawson,Hull City,2009,25,1
Anthony Gardner,Hull City,2009,1,1
Michael Turner,Hull City,2009,38,1
Liam Cooper,Hull City,2009,0,1
Sam Ricketts,Hull City,2009,29,1
Kamil Zayatte,Hull City,2009,18,1
Matt Plummer,Hull City,2009,0,1
Joe Lamplough,Hull City,2009,0,1
Steve Gardner,Hull City,2009,0,1
Bryan Hughes,Hull City,2009,6,1
Nathan Doyle,Hull City,2009,3,1
Ian Ashbee,Hull City,2009,31,1
Geovanni,Hull City,2009,34,1
Craig Fagan,Hull City,2009,22,1
Ryan France,Hull City,2009,2,1
Bernard Mendy,Hull City,2009,28,1
Péter Halmosi,Hull City,2009,18,1
Nick Barmby,Hull City,2009,21,1
Will Atkinson,Hull City,2009,0,1
John Welsh,Hull City,2009,0,1
George Boateng,Hull City,2009,23,1
Jamie Devitt,Hull City,2009,0,1
Kevin Kilbane,Hull City,2009,10,1
Dean Marney,Hull City,2009,31,1
Jimmy Bullard,Hull City,2009,18,1
Richard Garcia,Hull City,2009,23,1
James Bennett,Hull City,2009,0,1
Dean Windass,Hull City,2009,5,1
Caleb Folan,Hull City,2009,15,1
Michael Bridges,Hull City,2009,0,1
Daniel Cousin,Hull City,2009,27,1
Nicky Featherstone,Hull City,2009,0,1
Manucho,Hull City,2009,1,0
Bill Law,Hull City,2009,0,1
Ryan Kendall,Hull City,2009,0,1
Yann Ekra,Hull City,2009,0,1
Wayne Brown,Hull City,2009,1,1
Nick McNamara,Hull City,2009,0,1
Stelios Giannakopoulos,Hull City,2009,2,1
Marlon King,Hull City,2009,0,1
Paul McShane,Hull City,2009,3,1
Hakan Duyan,Liverpool,2009,0,1
Diego Cavalieri,Liverpool,2009,0,1
José Reina,Liverpool,2009,38,4
Charles Itandje,Liverpool,2009,0,2
Nikolay Mihaylov,Liverpool,2009,0,2
Martin Hansen,Liverpool,2009,0,2
Péter Gulácsi,Liverpool,2009,0,1
David Martin,Liverpool,2009,0,4
Ronald Huth,Liverpool,2009,0,3
Emiliano Insúa,Liverpool,2009,10,2
Sami Hyypiä,Liverpool,2009,16,10
Daniel Agger,Liverpool,2009,18,4
Fábio Aurélio,Liverpool,2009,24,3
Álvaro Arbeloa,Liverpool,2009,29,3
Jamie Carragher,Liverpool,2009,38,15
Philipp Degen,Liverpool,2009,0,1
Stephen Darby,Liverpool,2009,0,3
Martin Kelly,Liverpool,2009,0,1
Steven Irwin,Liverpool,2009,0,1
Martin Skrtel,Liverpool,2009,21,2
Andrea Dossena,Liverpool,2009,16,1
Robbie Threlfall,Liverpool,2009,0,2
Mikel San José,Liverpool,2009,0,2
Jack Hobbs,Liverpool,2009,0,4
Alexander Kacaniklic,Liverpool,2009,0,2
Nabil El Zhar,Liverpool,2009,15,3
Sean Highdale,Liverpool,2009,0,2
Gary Mackay-Steven,Liverpool,2009,0,2
Adam Hammill,Liverpool,2009,0,3
Ryan Crowther,Liverpool,2009,0,2
Ray Putterill,Liverpool,2009,0,2
Damien Plessis,Liverpool,2009,1,2
Steven Gerrard,Liverpool,2009,31,11
Albert Riera,Liverpool,2009,28,1
Xabi Alonso,Liverpool,2009,33,5
Yossi Benayoun,Liverpool,2009,32,2
Dirk Kuyt,Liverpool,2009,38,3
Ryan Babel,Liverpool,2009,27,2
Javier Mascherano,Liverpool,2009,27,3
Jay Spearing,Liverpool,2009,0,1
Lucas Leiva,Liverpool,2009,25,3
Ryan Flynn,Liverpool,2009,0,2
Victor Pálsson,Liverpool,2009,0,1
David Amoo,Liverpool,2009,0,2
Gerardo Bruna,Liverpool,2009,0,2
Andras Simon,Liverpool,2009,0,2
Craig Lindfield,Liverpool,2009,0,3
Zsolt Poloskei,Liverpool,2009,0,0
Fernando Torres,Liverpool,2009,24,2
Andrey Voronin,Liverpool,2009,0,2
Dani Pacheco,Liverpool,2009,0,2
David N'Gog,Liverpool,2009,14,1
Krisztián Németh,Liverpool,2009,0,2
Nathan Eccleston,Liverpool,2009,0,1
Robbie Keane,Liverpool,2009,19,1
Vincent Weijl,Liverpool,2009,0,1
Jermaine Pennant,Liverpool,2009,3,3
Marvin Pourie,Liverpool,2009,0,2
Astrit Ajdarevic,Liverpool,2009,0,3
Steve Finnan,Liverpool,2009,0,6
Joe Hart,Manchester City,2009,23,3
Shay Given,Manchester City,2009,22,1
Richard Martin,Manchester City,2009,0,2
Kasper Schmeichel,Manchester City,2009,1,6
Gunnar Nielsen,Manchester City,2009,0,1
Clayton McDonald,Manchester City,2009,0,1
Micah Richards,Manchester City,2009,34,4
Wayne Bridge,Manchester City,2009,6,1
Michael Ball,Manchester City,2009,8,3
Vincent Kompany,Manchester City,2009,34,1
Pablo Zabaleta,Manchester City,2009,29,1
Javier Garrido,Manchester City,2009,13,2
Danny Mills,Manchester City,2009,0,5
Richard Dunne,Manchester City,2009,31,8
Nedum Onuoha,Manchester City,2009,23,5
Tal Ben Haim,Manchester City,2009,9,1
Shaleum Logan,Manchester City,2009,1,2
Gláuber,Manchester City,2009,1,1
Javan Vidal,Manchester City,2009,0,1
Ryan McGivern,Manchester City,2009,0,2
Paul Marshall,Manchester City,2009,0,1
Stephen Ireland,Manchester City,2009,35,4
Shaun Wright-Phillips,Manchester City,2009,1,5
Elano,Manchester City,2009,28,2
Martin Petrov,Manchester City,2009,9,2
Gelson Fernandes,Manchester City,2009,17,2
Dietmar Hamann,Manchester City,2009,9,3
Kelvin Etuhu,Manchester City,2009,4,3
Adam Clayton,Manchester City,2009,0,1
Nigel de Jong,Manchester City,2009,16,1
Vladimir Weiss,Manchester City,2009,1,1
Michael Johnson,Manchester City,2009,3,3
Valeri Bojinov,Manchester City,2009,8,2
Robinho,Manchester City,2009,31,1
Darius Vassell,Manchester City,2009,8,4
Felipe Caicedo,Manchester City,2009,17,2
Ched Evans,Manchester City,2009,16,2
Benjani,Manchester City,2009,8,2
Jô,Manchester City,2009,9,1
Daniel Sturridge,Manchester City,2009,16,3
Craig Bellamy,Manchester City,2009,16,1
Sam Williamson,Manchester City,2009,0,2
Nery Castillo,Manchester City,2009,0,1
Suree Sukha,Manchester City,2009,0,2
Teerasil Dangda,Manchester City,2009,0,2
Vedran Corluka,Manchester City,2009,3,2
Rolando Bianchi,Manchester City,2009,0,2
Edwin van der Sar,Manchester United,2009,33,4
Ben Foster,Manchester United,2009,2,4
Tomasz Kuszczak,Manchester United,2009,4,2
Ron-Robert Zieler,Manchester United,2009,0,1
Tom Heaton,Manchester United,2009,0,4
Ben Amos,Manchester United,2009,0,1
Gary Neville,Manchester United,2009,16,17
Rafael,Manchester United,2009,16,1
Patrice Evra,Manchester United,2009,28,4
Rio Ferdinand,Manchester United,2009,24,7
Wes Brown,Manchester United,2009,8,13
Jonny Evans,Manchester United,2009,17,3
Nemanja Vidic,Manchester United,2009,34,4
Fabio,Manchester United,2009,0,1
John O'Shea,Manchester United,2009,30,10
Danny Simpson,Manchester United,2009,0,3
Ritchie de Laet,Manchester United,2009,0,1
Corry Evans,Manchester United,2009,0,1
David Gray,Manchester United,2009,0,3
Craig Cathcart,Manchester United,2009,0,3
James Chester,Manchester United,2009,0,4
Richard Eckersley,Manchester United,2009,2,4
Owen Hargreaves,Manchester United,2009,2,2
Cristiano Ronaldo,Manchester United,2009,33,6
Anderson,Manchester United,2009,17,2
Ryan Giggs,Manchester United,2009,28,17
Park Ji-Sung,Manchester United,2009,25,4
Zoran Tosic,Manchester United,2009,2,1
Michael Carrick,Manchester United,2009,28,3
Nani,Manchester United,2009,13,2
Paul Scholes,Manchester United,2009,21,17
Tom Cleverley,Manchester United,2009,0,2
Darren Fletcher,Manchester United,2009,26,9
Darron Gibson,Manchester United,2009,3,4
Lee Martin,Manchester United,2009,1,4
Sam Hewson,Manchester United,2009,0,4
Rodrigo Possebon,Manchester United,2009,3,2
Matty James,Manchester United,2009,0,1
Daniel Drinkwater,Manchester United,2009,0,1
Febian Brandy,Manchester United,2009,0,2
Dimitar Berbatov,Manchester United,2009,1,1
Wayne Rooney,Manchester United,2009,30,5
Danny Welbeck,Manchester United,2009,3,2
Manucho,Manchester United,2009,1,2
Federico Macheda,Manchester United,2009,4,2
Fraizer Campbell,Manchester United,2009,1,4
Carlos Tévez,Manchester United,2009,29,2
Gary Woods,Manchester United,2009,0,1
Adem Ljajic,Manchester United,2009,0,1
Louis Saha,Manchester United,2009,0,6
Dong Fangzhuo,Manchester United,2009,0,6
Mikaël Silvestre,Manchester United,2009,0,10
Davide Petrucci,Manchester United,2009,0,1
Sam Filler,Middlesbrough,2009,0,2
Brad Jones,Middlesbrough,2009,16,9
Jason Steele,Middlesbrough,2009,0,2
Ross Turnbull,Middlesbrough,2009,22,7
Justin Hoyte,Middlesbrough,2009,0,1
Joe Bennett,Middlesbrough,2009,1,1
Matthew Bates,Middlesbrough,2009,17,6
Rhys Williams,Middlesbrough,2009,0,1
Chris Riggott,Middlesbrough,2009,17,7
David Wheater,Middlesbrough,2009,32,5
Emanuel Pogatetz,Middlesbrough,2009,27,4
Robert Huth,Middlesbrough,2009,24,3
Seb Hines,Middlesbrough,2009,1,3
Jonathan Grounds,Middlesbrough,2009,2,2
Andrew Taylor,Middlesbrough,2009,26,5
John Johnson,Middlesbrough,2009,1,1
Tony McMahon,Middlesbrough,2009,13,5
Josh Walker,Middlesbrough,2009,6,4
Didier Digard,Middlesbrough,2009,23,1
Mohamed Shawky,Middlesbrough,2009,13,2
Gary O'Neil,Middlesbrough,2009,29,2
Adam Johnson,Middlesbrough,2009,26,5
Stewart Downing,Middlesbrough,2009,37,8
Julio Arca,Middlesbrough,2009,18,3
Jonathan Franks,Middlesbrough,2009,1,1
Nathan Porritt,Middlesbrough,2009,0,1
Mido,Middlesbrough,2009,13,2
Jérémie Aliadière,Middlesbrough,2009,29,2
Marvin Emnes,Middlesbrough,2009,15,1
Afonso Alves,Middlesbrough,2009,31,2
Marlon King,Middlesbrough,2009,0,0
Tuncay Sanli,Middlesbrough,2009,33,2
Tom Craddock,Middlesbrough,2009,0,4
Tim Krul,Newcastle United,2009,0,3
Fraser Forster,Newcastle United,2009,0,3
Steve Harper,Newcastle United,2009,16,16
Fabricio Coloccini,Newcastle United,2009,34,1
José Enrique,Newcastle United,2009,26,2
Claudio Caçapa,Newcastle United,2009,6,2
Sebastien Bassong,Newcastle United,2009,30,1
Ryan Taylor,Newcastle United,2009,12,1
Habib Beye,Newcastle United,2009,23,2
Steven Taylor,Newcastle United,2009,27,7
David Edgar,Newcastle United,2009,11,3
Ben Tozer,Newcastle United,2009,0,2
Tamás Kádár,Newcastle United,2009,0,2
Kevin Nolan,Newcastle United,2009,20,1
Joey Barton,Newcastle United,2009,9,2
Danny Guthrie,Newcastle United,2009,24,1
Damien Duff,Newcastle United,2009,30,3
Ignacio González,Newcastle United,2009,2,0
Alan Smith,Newcastle United,2009,6,2
Jonás Gutiérrez,Newcastle United,2009,30,1
Geremi,Newcastle United,2009,15,2
Nicky Butt,Newcastle United,2009,33,5
Kazenga Lua Lua,Newcastle United,2009,3,3
Haris Vuckic,Newcastle United,2009,0,1
Bradden Inman,Newcastle United,2009,0,1
Mark Doninger,Newcastle United,2009,0,1
Jonny Godsmark,Newcastle United,2009,0,1
Andy Carroll,Newcastle United,2009,14,3
Obafemi Martins,Newcastle United,2009,24,3
Michael Owen,Newcastle United,2009,28,4
Peter Løvenkrands,Newcastle United,2009,12,1
Shola Ameobi,Newcastle United,2009,22,9
Fabio Zamblera,Newcastle United,2009,0,2
Nile Ranger,Newcastle United,2009,0,1
Frank Wiafe Danquah,Newcastle United,2009,0,1
Ryan Donaldson,Newcastle United,2009,0,1
Xisco,Newcastle United,2009,5,1
Mark Viduka,Newcastle United,2009,12,2
Shay Given,Newcastle United,2009,22,12
Charles N'Zogbia,Newcastle United,2009,18,5
James Milner,Newcastle United,2009,2,5
Jamie Ashdown,Portsmouth,2009,0,5
David James,Portsmouth,2009,36,3
Asmir Begovic,Portsmouth,2009,2,6
Andre Blackman,Portsmouth,2009,0,1
Linvoy Primus,Portsmouth,2009,1,6
Younes Kaboul,Portsmouth,2009,20,1
Lauren,Portsmouth,2009,0,3
Glen Johnson,Portsmouth,2009,29,2
Hermann Hreidarsson,Portsmouth,2009,23,2
Sylvain Distin,Portsmouth,2009,38,2
Noé Pamarot,Portsmouth,2009,15,4
Martin Cranie,Portsmouth,2009,0,2
Sol Campbell,Portsmouth,2009,32,3
Armand Traore,Portsmouth,2009,0,0
Djimi Traore,Portsmouth,2009,0,3
Nadir Belhadj,Portsmouth,2009,16,1
Chris Clark,Portsmouth,2009,0,6
Aaron Mokoena,Portsmouth,2009,18,1
Marc Wilson,Portsmouth,2009,3,2
Hayden Mullins,Portsmouth,2009,17,1
Papa Bouba Diop,Portsmouth,2009,16,2
Jerome Thomas,Portsmouth,2009,3,1
Jermaine Pennant,Portsmouth,2009,3,0
John Utaka,Portsmouth,2009,18,2
Arnold Mvuemba,Portsmouth,2009,6,2
Niko Kranjcar,Portsmouth,2009,21,3
Richard Hughes,Portsmouth,2009,20,6
Glen Little,Portsmouth,2009,5,1
Pelé,Portsmouth,2009,0,0
Sean Davis,Portsmouth,2009,32,4
Angelos Basinas,Portsmouth,2009,3,1
Omar Koroma,Portsmouth,2009,0,1
Callum Reynolds,Portsmouth,2009,0,2
Paris Cowan-Hall,Portsmouth,2009,0,2
Ryan Gazet Du Chattelier,Portsmouth,2009,0,2
Peter Crouch,Portsmouth,2009,38,1
David Nugent,Portsmouth,2009,16,2
Kanu,Portsmouth,2009,17,3
Theofanis Gekas,Portsmouth,2009,1,0
