Player,Team,Season,Appearances,SeasonAtTeam
Mark Bunn,Blackburn Rovers,2012,3,4
Jake Kean,Blackburn Rovers,2012,1,3
Bruno Ribeiro,Blackburn Rovers,2012,0,1
Míchel Salgado,Blackburn Rovers,2012,9,3
Martin Olsson,Blackburn Rovers,2012,27,7
Grant Hanley,Blackburn Rovers,2012,23,3
Scott Dann,Blackburn Rovers,2012,27,1
Bradley Orr,Blackburn Rovers,2012,6,1
Josh Morris,Blackburn Rovers,2012,2,2
Adam Henley,Blackburn Rovers,2012,7,1
Gaël Givet,Blackburn Rovers,2012,22,4
Myles Anderson,Blackburn Rovers,2012,0,1
Ryan Edwards,Blackburn Rovers,2012,0,1
Jason Lowe,Blackburn Rovers,2012,32,2
David Dunn,Blackburn Rovers,2012,26,10
Radosav Petrovic,Blackburn Rovers,2012,19,1
Vince Grella,Blackburn Rovers,2012,1,4
Morten Gamst Pedersen,Blackburn Rovers,2012,33,8
Marcus Olsson,Blackburn Rovers,2012,12,1
Steven N'Zonzi,Blackburn Rovers,2012,32,3
David Junior Hoilett,Blackburn Rovers,2012,34,3
Herold Goulon,Blackburn Rovers,2012,0,2
Simon Vukcevic,Blackburn Rovers,2012,7,1
Mauro Formica,Blackburn Rovers,2012,34,2
Amine Linganzi,Blackburn Rovers,2012,0,3
Robbie Cotton,Blackburn Rovers,2012,0,2
Jordan Slew,Blackburn Rovers,2012,1,1
Anthony Modeste,Blackburn Rovers,2012,9,1
Rubén Rochina,Blackburn Rovers,2012,18,2
Yakubu,Blackburn Rovers,2012,0,1
Nick Blackman,Blackburn Rovers,2012,1,4
Zac Aley,Blackburn Rovers,2012,0,3
David Goodwillie,Blackburn Rovers,2012,20,1
Tim Payne,Blackburn Rovers,2012,0,1
Christopher Samba,Blackburn Rovers,2012,16,6
Keith Andrews,Blackburn Rovers,2012,0,4
Tom Hitchcock,Blackburn Rovers,2012,0,2
Ryan Nelsen,Blackburn Rovers,2012,1,8
Jason Roberts,Blackburn Rovers,2012,10,6
El Hadji Diouf,Blackburn Rovers,2012,0,5
Brett Emerton,Blackburn Rovers,2012,2,9
Adam Bogdan,Bolton Wanderers,2012,20,5
Jussi Jääskeläinen,Bolton Wanderers,2012,18,12
Robert Lainton,Bolton Wanderers,2012,0,2
Jay Lynch,Bolton Wanderers,2012,0,1
Rhys Bennett,Bolton Wanderers,2012,0,1
Grétar Steinsson,Bolton Wanderers,2012,23,5
Tyrone Mears,Bolton Wanderers,2012,1,1
Marcos Alonso,Bolton Wanderers,2012,5,2
Paul Robinson,Bolton Wanderers,2012,17,4
Tim Ream,Bolton Wanderers,2012,13,1
Gregg Wylde,Bolton Wanderers,2012,0,1
Zat Knight,Bolton Wanderers,2012,25,3
Sam Ricketts,Bolton Wanderers,2012,20,3
Joe Riley,Bolton Wanderers,2012,3,1
Dedryck Boyata,Bolton Wanderers,2012,0,1
David Wheater,Bolton Wanderers,2012,24,2
Mark Connolly,Bolton Wanderers,2012,0,3
Adam Blakeman,Bolton Wanderers,2012,0,1
Graeme MacGregor,Bolton Wanderers,2012,0,1
Fabrice Muamba,Bolton Wanderers,2012,20,4
Chris Eagles,Bolton Wanderers,2012,34,1
Martin Petrov,Bolton Wanderers,2012,31,2
Ricardo Gardner,Bolton Wanderers,2012,4,11
Mark Davies,Bolton Wanderers,2012,35,4
Nigel Reo-Coker,Bolton Wanderers,2012,37,1
Robbie Blake,Bolton Wanderers,2012,1,2
Darren Pratley,Bolton Wanderers,2012,25,1
Stuart Holden,Bolton Wanderers,2012,0,3
Sean Davis,Bolton Wanderers,2012,0,3
Josh Vela,Bolton Wanderers,2012,3,2
Lee Chung-yong,Bolton Wanderers,2012,2,3
Ryo Miyaichi,Bolton Wanderers,2012,0,1
David N'Gog,Bolton Wanderers,2012,0,1
Tuncay Sanli,Bolton Wanderers,2012,16,1
Kevin Davies,Bolton Wanderers,2012,31,9
Ivan Klasnic,Bolton Wanderers,2012,29,3
Marvin Sordell,Bolton Wanderers,2012,3,1
Michael O'Halloran,Bolton Wanderers,2012,0,2
Tom Eaves,Bolton Wanderers,2012,0,2
Tope Obadeyi,Bolton Wanderers,2012,0,4
Jack Sampson,Bolton Wanderers,2012,0,1
Gary Cahill,Bolton Wanderers,2012,19,5
Gaël Kakuta,Bolton Wanderers,2012,0,2
Matej Delac,Chelsea,2012,0,2
Petr Cech,Chelsea,2012,34,8
Ross Turnbull,Chelsea,2012,2,3
Rhys Taylor,Chelsea,2012,0,5
Henrique Hilario,Chelsea,2012,2,6
Sam Walker,Chelsea,2012,0,2
Jamal Blackman,Chelsea,2012,0,2
Ben Gordon,Chelsea,2012,0,3
Branislav Ivanovic,Chelsea,2012,29,5
Ashley Cole,Chelsea,2012,32,6
David Luiz,Chelsea,2012,20,2
José Bosingwa,Chelsea,2012,27,4
Paulo Ferreira,Chelsea,2012,6,8
Gary Cahill,Chelsea,2012,19,1
John Terry,Chelsea,2012,31,15
Sam Hutchinson,Chelsea,2012,2,6
Tomas Kalas,Chelsea,2012,0,2
Ryan Bertrand,Chelsea,2012,7,7
Patrick van Aanholt,Chelsea,2012,0,5
Jeffrey Bruma,Chelsea,2012,0,3
Billy Clifford,Chelsea,2012,0,2
Rohan Ince,Chelsea,2012,0,1
Ulises Dávila,Chelsea,2012,0,1
Michael Essien,Chelsea,2012,14,7
Oriol Romeu,Chelsea,2012,16,1
Ramires,Chelsea,2012,30,2
Frank Lampard,Chelsea,2012,30,11
Juan Mata,Chelsea,2012,34,1
John Obi Mikel,Chelsea,2012,22,6
Kevin De Bruyne,Chelsea,2012,0,1
Florent Malouda,Chelsea,2012,26,5
Raul Meireles,Chelsea,2012,2,1
Josh McEachran,Chelsea,2012,2,2
Lucas Piazon,Chelsea,2012,0,1
Yossi Benayoun,Chelsea,2012,1,2
Gaël Kakuta,Chelsea,2012,0,4
Nathaniel Chalobah,Chelsea,2012,0,2
Conor Clifford,Chelsea,2012,0,2
Fernando Torres,Chelsea,2012,32,2
Didier Drogba,Chelsea,2012,0,8
Romelu Lukaku,Chelsea,2012,8,1
Salomon Kalou,Chelsea,2012,12,6
Daniel Sturridge,Chelsea,2012,30,3
Patrick Bamford,Chelsea,2012,0,1
Adam Coombes,Chelsea,2012,0,2
Milan Lalkovic,Chelsea,2012,0,2
Jacob Mellis,Chelsea,2012,0,5
Alex,Chelsea,2012,3,8
Nicolas Anelka,Chelsea,2012,9,5
Slobodan Rajkovic,Chelsea,2012,0,7
Thibaut Courtois,Chelsea,2012,0,1
Ján Mucha,Everton,2012,0,2
Marcus Hahnemann,Everton,2012,0,1
Tim Howard,Everton,2012,38,7
Adam Davies,Everton,2012,0,1
Mason Springthorpe,Everton,2012,0,2
Eric Dier,Everton,2012,0,2
Moses Barnett,Everton,2012,0,3
Tony Hibbert,Everton,2012,32,12
Leighton Baines,Everton,2012,33,5
John Heitinga,Everton,2012,30,3
Phil Jagielka,Everton,2012,30,5
Sylvain Distin,Everton,2012,27,3
Seamus Coleman,Everton,2012,18,4
Luke Garbutt,Everton,2012,0,3
Shane Duffy,Everton,2012,4,4
Jake Bidwell,Everton,2012,0,3
Aristote Nsiala,Everton,2012,0,3
Joseph Yobo,Everton,2012,0,10
Femi Orenuga,Everton,2012,0,3
Araz Abdullayev,Everton,2012,0,2
Darron Gibson,Everton,2012,1,1
Jack Rodwell,Everton,2012,14,5
Royston Drenthe,Everton,2012,21,1
James McFadden,Everton,2012,7,6
Tim Cahill,Everton,2012,35,8
Phil Neville,Everton,2012,27,7
Ross Barkley,Everton,2012,6,2
Leon Osman,Everton,2012,30,12
Steven Pienaar,Everton,2012,2,5
Marouane Fellaini,Everton,2012,34,4
Francisco Júnior,Everton,2012,0,1
Adam Forshaw,Everton,2012,0,3
James Wallace,Everton,2012,0,4
Nikica Jelavic,Everton,2012,13,1
Louis Saha,Everton,2012,18,4
Denis Stracqualursi,Everton,2012,21,1
Magaye Gueye,Everton,2012,17,2
Apostolos Vellios,Everton,2012,13,2
Victor Anichebe,Everton,2012,12,7
João Silva,Everton,2012,0,2
Conor McAleny,Everton,2012,2,3
Jose Baxter,Everton,2012,1,4
Johan Hammar,Everton,2012,0,2
Landon Donovan,Everton,2012,0,5
Diniyar Bilyaletdinov,Everton,2012,10,3
Shkodran Mustafi,Everton,2012,0,3
Jermaine Beckford,Everton,2012,2,2
Yakubu,Everton,2012,0,5
Mikel Arteta,Everton,2012,2,8
Mark Schwarzer,Fulham,2012,30,4
David Stockdale,Fulham,2012,8,4
Csaba Somogyi,Fulham,2012,0,1
Neil Etheridge,Fulham,2012,0,2
Stephen Kelly,Fulham,2012,24,3
John Arne Riise,Fulham,2012,36,1
Philippe Senderos,Fulham,2012,21,2
Brede Hangeland,Fulham,2012,38,5
Chris Baird,Fulham,2012,19,5
Matthew Briggs,Fulham,2012,2,6
Aaron Hughes,Fulham,2012,19,5
Zdenek Grygera,Fulham,2012,5,1
Rafik Halliche,Fulham,2012,0,2
Alex Smith,Fulham,2012,0,3
Jack Grimmer,Fulham,2012,0,1
Ryan Williams,Fulham,2012,0,1
Steve Sidwell,Fulham,2012,14,2
Pajtim Kasami,Fulham,2012,7,1
Alexander Kacaniklic,Fulham,2012,4,2
Danny Murphy,Fulham,2012,36,5
Marcel Gecov,Fulham,2012,2,1
Damien Duff,Fulham,2012,28,3
Bjørn Helge Riise,Fulham,2012,0,3
Mahamadou Diarra,Fulham,2012,11,1
Dickson Etuhu,Fulham,2012,22,4
Kerim Frei,Fulham,2012,16,1
Simon Davies,Fulham,2012,6,6
Mousa Dembélé,Fulham,2012,36,2
Richard Peniket,Fulham,2012,0,4
Lauri Dalla Valle,Fulham,2012,0,2
Pavel Pogrebnyak,Fulham,2012,12,1
Andrew Johnson,Fulham,2012,20,4
Orlando Sá,Fulham,2012,7,1
Bryan Ruiz,Fulham,2012,27,1
Clint Dempsey,Fulham,2012,37,6
Marcello Trotta,Fulham,2012,1,1
Muamer Tankovic,Fulham,2012,0,1
Cauley Woodrow,Fulham,2012,0,2
Bobby Zamora,Fulham,2012,15,4
Keanu Marsh-Brown,Fulham,2012,0,3
Cheick Touré,Fulham,2012,0,3
Carlos Salcido,Fulham,2012,0,2
Dan Burn,Fulham,2012,0,1
Brad Jones,Liverpool,2012,1,2
José Reina,Liverpool,2012,34,7
Doni,Liverpool,2012,4,1
Péter Gulácsi,Liverpool,2012,0,5
Glen Johnson,Liverpool,2012,23,3
José Enrique,Liverpool,2012,35,1
Daniel Agger,Liverpool,2012,27,7
Fábio Aurélio,Liverpool,2012,2,6
Sebastián Coates,Liverpool,2012,7,1
Danny Wilson,Liverpool,2012,0,2
Jamie Carragher,Liverpool,2012,21,18
Martin Kelly,Liverpool,2012,12,4
Martin Skrtel,Liverpool,2012,34,5
Jon Flanagan,Liverpool,2012,5,2
Andre Wisdom,Liverpool,2012,0,2
Jack Robinson,Liverpool,2012,0,3
Toni Silva,Liverpool,2012,0,1
Steven Gerrard,Liverpool,2012,18,14
Joe Cole,Liverpool,2012,0,2
Maxi Rodríguez,Liverpool,2012,12,2
Jordan Henderson,Liverpool,2012,37,1
Alberto Aquilani,Liverpool,2012,0,3
Dirk Kuyt,Liverpool,2012,34,6
Stewart Downing,Liverpool,2012,36,1
Jay Spearing,Liverpool,2012,16,4
Lucas Leiva,Liverpool,2012,12,6
Charlie Adam,Liverpool,2012,28,1
Suso,Liverpool,2012,0,1
Raheem Sterling,Liverpool,2012,3,1
Jonjo Shelvey,Liverpool,2012,13,2
Conor Coady,Liverpool,2012,0,2
David Amoo,Liverpool,2012,0,5
João Teixeira,Liverpool,2012,0,1
Villyan Bijev,Liverpool,2012,0,1
Luis Suárez,Liverpool,2012,31,2
Andy Carroll,Liverpool,2012,35,2
Daniel Pacheco,Liverpool,2012,0,5
Nathan Eccleston,Liverpool,2012,0,4
Craig Bellamy,Liverpool,2012,0,2
Martin Hansen,Liverpool,2012,0,5
Adam Hajdu,Liverpool,2012,0,2
Raul Meireles,Liverpool,2012,2,2
Christian Poulsen,Liverpool,2012,0,2
David N'Gog,Liverpool,2012,0,4
Philipp Degen,Liverpool,2012,0,4
Emiliano Insúa,Liverpool,2012,0,6
Sotirios Kyrgiakos,Liverpool,2012,0,3
Nabil El Zhar,Liverpool,2012,0,6
Daniel Ayala,Liverpool,2012,0,3
Joe Hart,Manchester City,2012,38,6
Stuart Taylor,Manchester City,2012,0,3
Costel Pantilimon,Manchester City,2012,0,2
Gunnar Nielsen,Manchester City,2012,0,4
Eirik Johansen,Manchester City,2012,0,1
Micah Richards,Manchester City,2012,29,7
Wayne Bridge,Manchester City,2012,0,4
Vincent Kompany,Manchester City,2012,31,4
Pablo Zabaleta,Manchester City,2012,21,4
Joleon Lescott,Manchester City,2012,31,3
Aleksandar Kolarov,Manchester City,2012,12,2
Stefan Savic,Manchester City,2012,11,1
Gaël Clichy,Manchester City,2012,28,1
Kolo Touré,Manchester City,2012,14,3
Greg Cunningham,Manchester City,2012,0,3
Dedryck Boyata,Manchester City,2012,0,3
Karim Rekik,Manchester City,2012,0,1
Ryan McGivern,Manchester City,2012,0,5
Courtney Meppen-Walter,Manchester City,2012,0,1
Reece Wabara,Manchester City,2012,0,2
James Milner,Manchester City,2012,26,2
David Pizarro,Manchester City,2012,5,1
Samir Nasri,Manchester City,2012,1,1
Adam Johnson,Manchester City,2012,26,3
Gareth Barry,Manchester City,2012,34,3
Owen Hargreaves,Manchester City,2012,1,1
David Silva,Manchester City,2012,36,2
Gai Assulin,Manchester City,2012,0,2
Mohammed Abu,Manchester City,2012,0,2
Nigel de Jong,Manchester City,2012,21,4
Denis Suárez,Manchester City,2012,0,1
Vladimir Weiss,Manchester City,2012,0,4
Yaya Touré,Manchester City,2012,32,2
Michael Johnson,Manchester City,2012,0,6
Abdisalam Ibrahim,Manchester City,2012,0,3
Andrea Mancini,Manchester City,2012,0,1
Joan Román,Manchester City,2012,0,1
Abdul Razak,Manchester City,2012,1,2
Emmanuel Adebayor,Manchester City,2012,0,3
Edin Dzeko,Manchester City,2012,30,2
Roque Santa Cruz,Manchester City,2012,0,3
Sergio Agüero,Manchester City,2012,34,1
Carlos Tévez,Manchester City,2012,13,3
Alex Nimely,Manchester City,2012,0,3
Mario Balotelli,Manchester City,2012,23,2
Luca Scapuzzi,Manchester City,2012,0,1
John Guidetti,Manchester City,2012,0,2
Frederic Veseli,Manchester City,2012,0,2
Nedum Onuoha,Manchester City,2012,1,8
Ben Mee,Manchester City,2012,0,3
David González,Manchester City,2012,0,2
Kieran Trippier,Manchester City,2012,0,3
Chris Chantler,Manchester City,2012,0,2
Shaun Wright-Phillips,Manchester City,2012,0,8
Craig Bellamy,Manchester City,2012,0,4
Ellis Plummer,Manchester City,2012,0,1
Jeremy Helan,Manchester City,2012,0,1
James Horsfield,Manchester City,2012,0,1
David de Gea,Manchester United,2012,29,1
Anders Lindegaard,Manchester United,2012,8,2
Tomasz Kuszczak,Manchester United,2012,0,6
Ben Amos,Manchester United,2012,1,4
Sam Johnstone,Manchester United,2012,0,1
Reece Brown,Manchester United,2012,0,2
Rafael,Manchester United,2012,12,4
Patrice Evra,Manchester United,2012,37,7
Phil Jones,Manchester United,2012,29,1
Rio Ferdinand,Manchester United,2012,30,10
Jonny Evans,Manchester United,2012,29,6
Chris Smalling,Manchester United,2012,19,2
Nemanja Vidic,Manchester United,2012,6,7
Fabio,Manchester United,2012,5,4
Ritchie de Laet,Manchester United,2012,0,4
Scott Wootton,Manchester United,2012,0,2
Marnick Vermijl,Manchester United,2012,0,1
Michael Keane,Manchester United,2012,0,1
Tom Thorpe,Manchester United,2012,0,1
Oliver Gill,Manchester United,2012,0,3
Frederic Veseli,Manchester United,2012,0,1
Ezekiel Fryers,Manchester United,2012,2,1
Anderson,Manchester United,2012,10,5
Ryan Giggs,Manchester United,2012,25,20
Park Ji-Sung,Manchester United,2012,17,7
Michael Carrick,Manchester United,2012,30,6
Nani,Manchester United,2012,29,5
Ashley Young,Manchester United,2012,25,1
Paul Scholes,Manchester United,2012,17,20
Tom Cleverley,Manchester United,2012,10,5
Darren Fletcher,Manchester United,2012,8,12
Antonio Valencia,Manchester United,2012,27,3
Larnell Cole,Manchester United,2012,0,1
Jesse Lingard,Manchester United,2012,0,1
Robbie Brady,Manchester United,2012,0,2
Paul Pogba,Manchester United,2012,3,3
Matty James,Manchester United,2012,0,4
Ryan Tunnicliffe,Manchester United,2012,0,3
Oliver Norwood,Manchester United,2012,0,3
Michael Owen,Manchester United,2012,1,3
Dimitar Berbatov,Manchester United,2012,12,4
Wayne Rooney,Manchester United,2012,34,8
Chicharito,Manchester United,2012,28,2
Danny Welbeck,Manchester United,2012,30,5
Federico Macheda,Manchester United,2012,3,5
Bebé,Manchester United,2012,0,2
Joshua King,Manchester United,2012,0,3
Will Keane,Manchester United,2012,1,2
Rafael Pereira,Manchester United,2012,0,3
Ravel Morrison,Manchester United,2012,0,2
Mame Biram Diouf,Manchester United,2012,0,3
Daniel Drinkwater,Manchester United,2012,0,4
Darron Gibson,Manchester United,2012,1,7
Davide Petrucci,Manchester United,2012,0,4
Tim Krul,Newcastle United,2012,38,5
Fraser Forster,Newcastle United,2012,0,5
Robert Elliot,Newcastle United,2012,0,1
Steve Harper,Newcastle United,2012,0,18
Michael Hoganson,Newcastle United,2012,0,1
Fabricio Coloccini,Newcastle United,2012,35,3
Davide Santon,Newcastle United,2012,24,1
Danny Simpson,Newcastle United,2012,35,2
Mike Williamson,Newcastle United,2012,22,2
James Perch,Newcastle United,2012,25,2
Ryan Taylor,Newcastle United,2012,31,3
Steven Taylor,Newcastle United,2012,14,9
Shane Ferguson,Newcastle United,2012,7,2
James Tavernier,Newcastle United,2012,0,2
Paul Dummett,Newcastle United,2012,0,1
Tamás Kádár,Newcastle United,2012,0,4
Marcus Maddison,Newcastle United,2012,0,2
Yohan Cabaye,Newcastle United,2012,34,1
Danny Guthrie,Newcastle United,2012,16,3
Hatem Ben Arfa,Newcastle United,2012,26,3
Dan Gosling,Newcastle United,2012,12,2
Alan Smith,Newcastle United,2012,2,4
Jonás Gutiérrez,Newcastle United,2012,37,3
Sylvain Marveaux,Newcastle United,2012,7,1
Cheick Tioté,Newcastle United,2012,24,2
Gabriel Obertan,Newcastle United,2012,23,1
Haris Vuckic,Newcastle United,2012,4,3
Bradden Inman,Newcastle United,2012,0,3
Mehdi Abeid,Newcastle United,2012,0,1
Michael Richardson,Newcastle United,2012,0,2
JJ Hooper,Newcastle United,2012,0,2
Daniel Taylor,Newcastle United,2012,0,1
Sammy Adjei,Newcastle United,2012,0,1
Phil Airey,Newcastle United,2012,0,2
Papiss Demba Cissé,Newcastle United,2012,14,1
Peter Løvenkrands,Newcastle United,2012,9,3
Demba Ba,Newcastle United,2012,34,1
Leon Best,Newcastle United,2012,18,2
Shola Ameobi,Newcastle United,2012,27,11
Sammy Ameobi,Newcastle United,2012,10,2
Nile Ranger,Newcastle United,2012,0,3
Ryan Donaldson,Newcastle United,2012,0,3
Xisco,Newcastle United,2012,0,3
Ole Soderberg,Newcastle United,2012,0,2
Joan Simun Edmundsson,Newcastle United,2012,0,2
Jeff Henderson,Newcastle United,2012,0,1
Joey Barton,Newcastle United,2012,2,4
John Ruddy,Norwich City,2012,37,1
Declan Rudd,Norwich City,2012,2,1
Jed Steer,Norwich City,2012,0,1
Russell Martin,Norwich City,2012,33,1
Adam Drury,Norwich City,2012,12,2
Zak Whitbread,Norwich City,2012,18,1
Leon Barnett,Norwich City,2012,17,1
Elliott Ward,Norwich City,2012,12,1
Marc Tierney,Norwich City,2012,17,1
Ryan Bennett,Norwich City,2012,8,1
Kyle Naughton,Norwich City,2012,0,1
Daniel Ayala,Norwich City,2012,0,1
George Francomb,Norwich City,2012,0,1
Bradley Johnson,Norwich City,2012,28,1
Andrew Crofts,Norwich City,2012,24,1
Jonny Howson,Norwich City,2012,11,1
Andrew Surman,Norwich City,2012,25,1
Anthony Pilkington,Norwich City,2012,30,1
Wes Hoolahan,Norwich City,2012,33,1
Elliott Bennett,Norwich City,2012,33,1
David Fox,Norwich City,2012,28,1
Simon Lappin,Norwich City,2012,4,1
Tom Adeyemi,Norwich City,2012,0,1
Josh Dawkin,Norwich City,2012,0,1
Matt Ball,Norwich City,2012,0,1
Korey Smith,Norwich City,2012,0,1
Grant Holt,Norwich City,2012,36,1
Simeon Jackson,Norwich City,2012,22,1
Steve Morison,Norwich City,2012,34,1
Aaron Wilbraham,Norwich City,2012,11,1
Chris Martin,Norwich City,2012,4,1
James Vaughan,Norwich City,2012,5,1
Ritchie de Laet,Norwich City,2012,0,2
Oli Johnson,Norwich City,2012,0,1
Stephen Hughes,Norwich City,2012,0,1
Cody McDonald,Norwich City,2012,0,1
Anthony McNamee,Norwich City,2012,0,1
Paddy Kenny,Queens Park Rangers,2012,33,1
Radek Cerny,Queens Park Rangers,2012,5,1
Brian Murphy,Queens Park Rangers,2012,0,1
Elvijs Putnins,Queens Park Rangers,2012,0,1
Taylor Parmenter,Queens Park Rangers,2012,0,1
Matthew Connolly,Queens Park Rangers,2012,6,1
Gary Borrowdale,Queens Park Rangers,2012,0,1
Armand Traore,Queens Park Rangers,2012,1,1
Fitz Hall,Queens Park Rangers,2012,14,1
Danny Gabbidon,Queens Park Rangers,2012,17,1
Clint Hill,Queens Park Rangers,2012,22,1
Bruno Perone,Queens Park Rangers,2012,1,1
Nedum Onuoha,Queens Park Rangers,2012,1,1
Luke Young,Queens Park Rangers,2012,2,1
Michael Harriman,Queens Park Rangers,2012,1,1
Peter Ramage,Queens Park Rangers,2012,0,1
Max Ehmer,Queens Park Rangers,2012,0,1
Danny Shittu,Queens Park Rangers,2012,0,1
Taye Taiwo,Queens Park Rangers,2012,15,1
Anton Ferdinand,Queens Park Rangers,2012,3,1
Angelo Balanta,Queens Park Rangers,2012,0,1
Lee Cook,Queens Park Rangers,2012,0,1
Samba Diakité,Queens Park Rangers,2012,9,1
Michael Doughty,Queens Park Rangers,2012,0,1
Jordan Gibbons,Queens Park Rangers,2012,0,1
Bruno Andrade,Queens Park Rangers,2012,1,1
Shaun Derry,Queens Park Rangers,2012,29,1
Adel Taarabt,Queens Park Rangers,2012,27,1
Shaun Wright-Phillips,Queens Park Rangers,2012,0,1
Jamie Mackie,Queens Park Rangers,2012,31,1
Ákos Buzsáky,Queens Park Rangers,2012,18,1
Joey Barton,Queens Park Rangers,2012,2,1
Kieron Dyer,Queens Park Rangers,2012,1,1
Tommy Smith,Queens Park Rangers,2012,17,1
Hogan Ephraim,Queens Park Rangers,2012,2,1
Alejandro Faurlin,Queens Park Rangers,2012,20,1
Petros Skapetis,Queens Park Rangers,2012,0,1
Rowan Vine,Queens Park Rangers,2012,0,1
Djibril Cissé,Queens Park Rangers,2012,8,1
Patrick Agyemang,Queens Park Rangers,2012,2,1
Heidar Helguson,Queens Park Rangers,2012,16,1
Bobby Zamora,Queens Park Rangers,2012,15,1
Tom Hitchcock,Queens Park Rangers,2012,0,1
Federico Macheda,Queens Park Rangers,2012,3,1
Robert Hulse,Queens Park Rangers,2012,2,1
