Player,Team,Season,Appearances,SeasonAtTeam
James Collins,Aston Villa,2011,0,2
Habib Beye,Aston Villa,2011,3,2
Carlos Cuellar,Aston Villa,2011,12,3
Eric Lichaj,Aston Villa,2011,5,4
Shane Lowry,Aston Villa,2011,0,4
Kyle Walker,Aston Villa,2011,1,1
Moustapha Salifou,Aston Villa,2011,0,4
Stewart Downing,Aston Villa,2011,38,2
Ashley Young,Aston Villa,2011,34,5
Robert Pires,Aston Villa,2011,9,1
Marc Albrighton,Aston Villa,2011,29,3
Michael Bradley,Aston Villa,2011,3,1
Fabian Delph,Aston Villa,2011,7,2
Jean Makoun,Aston Villa,2011,7,1
Chris Herd,Aston Villa,2011,6,4
Stiliyan Petrov,Aston Villa,2011,27,5
Nigel Reo-Coker,Aston Villa,2011,30,4
Gary Gardner,Aston Villa,2011,0,2
Isaiah Osbourne,Aston Villa,2011,0,5
Jonathan Hogg,Aston Villa,2011,5,2
Daniel Johnson,Aston Villa,2011,0,1
Stephen Ireland,Aston Villa,2011,0,1
Barry Bannan,Aston Villa,2011,12,3
Andreas Weimann,Aston Villa,2011,1,2
Gabriel Agbonlahor,Aston Villa,2011,26,7
Emile Heskey,Aston Villa,2011,19,3
Nathan Delfouneso,Aston Villa,2011,11,3
Darren Bent,Aston Villa,2011,20,1
Calum Flanagan,Aston Villa,2011,0,1
Arsenio Halfhuid,Aston Villa,2011,0,3
John Carew,Aston Villa,2011,10,5
Steve Sidwell,Aston Villa,2011,4,3
Curtis Davies,Aston Villa,2011,0,4
Harry Forrester,Aston Villa,2011,0,4
James Milner,Aston Villa,2011,1,4
Maik Taylor,Birmingham City,2011,0,7
Colin Doyle,Birmingham City,2011,1,6
Ben Foster,Birmingham City,2011,38,1
Graham Hutchison,Birmingham City,2011,0,2
Stephen Carr,Birmingham City,2011,38,2
David Murphy,Birmingham City,2011,10,3
Roger Johnson,Birmingham City,2011,38,2
Liam Ridgewell,Birmingham City,2011,36,3
Curtis Davies,Birmingham City,2011,0,1
Scott Dann,Birmingham City,2011,20,2
Stuart Parnaby,Birmingham City,2011,5,3
Martin Jiranek,Birmingham City,2011,10,1
Dan Preston,Birmingham City,2011,0,2
Alpaslan Ozturk,Birmingham City,2011,0,1
Fraser Kerr,Birmingham City,2011,0,1
Robin Shroot,Birmingham City,2011,0,2
Lee Bowyer,Birmingham City,2011,29,2
Sebastian Larsson,Birmingham City,2011,35,3
Craig Gardner,Birmingham City,2011,29,2
David Bentley,Birmingham City,2011,2,1
Jean Beausejour,Birmingham City,2011,17,1
Jordon Mutch,Birmingham City,2011,3,3
Barry Ferguson,Birmingham City,2011,35,2
James McFadden,Birmingham City,2011,4,3
Keith Fahey,Birmingham City,2011,24,2
Enric Vallès,Birmingham City,2011,0,1
Míchel,Birmingham City,2011,0,2
Nathan Redmond,Birmingham City,2011,0,2
Alyaksandr Hleb,Birmingham City,2011,19,1
Ashley Sammons,Birmingham City,2011,0,2
Luke Hubbins,Birmingham City,2011,0,1
Kevin Phillips,Birmingham City,2011,14,2
Cameron Jerome,Birmingham City,2011,34,3
Matt Derbyshire,Birmingham City,2011,13,1
Obafemi Martins,Birmingham City,2011,4,1
Nikola Zigic,Birmingham City,2011,25,1
Jake Jervis,Birmingham City,2011,0,2
Akwasi Asante,Birmingham City,2011,0,1
Marcus Bent,Birmingham City,2011,0,2
Jay O'Shea,Birmingham City,2011,0,2
Garry O'Connor,Birmingham City,2011,3,3
Paul Robinson,Blackburn Rovers,2011,36,3
Mark Bunn,Blackburn Rovers,2011,3,3
Jason Brown,Blackburn Rovers,2011,0,5
Jake Kean,Blackburn Rovers,2011,0,2
Frank Fielding,Blackburn Rovers,2011,0,4
Zurab Khizanishvili,Blackburn Rovers,2011,0,6
Míchel Salgado,Blackburn Rovers,2011,36,2
Martin Olsson,Blackburn Rovers,2011,29,6
Christopher Samba,Blackburn Rovers,2011,33,5
Grant Hanley,Blackburn Rovers,2011,7,2
Ryan Nelsen,Blackburn Rovers,2011,28,7
Josh Morris,Blackburn Rovers,2011,4,1
Phil Jones,Blackburn Rovers,2011,26,2
Gavin Gunning,Blackburn Rovers,2011,0,3
Gaël Givet,Blackburn Rovers,2011,29,3
Jermaine Jones,Blackburn Rovers,2011,15,1
Jason Lowe,Blackburn Rovers,2011,1,1
Brett Emerton,Blackburn Rovers,2011,30,8
David Dunn,Blackburn Rovers,2011,27,9
Vince Grella,Blackburn Rovers,2011,5,3
Morten Gamst Pedersen,Blackburn Rovers,2011,35,7
Steven N'Zonzi,Blackburn Rovers,2011,21,2
Keith Andrews,Blackburn Rovers,2011,5,3
David Junior Hoilett,Blackburn Rovers,2011,24,2
Herold Goulon,Blackburn Rovers,2011,4,1
Mauro Formica,Blackburn Rovers,2011,0,1
Amine Linganzi,Blackburn Rovers,2011,1,2
Robbie Cotton,Blackburn Rovers,2011,0,1
El Hadji Diouf,Blackburn Rovers,2011,20,4
Tom Hitchcock,Blackburn Rovers,2011,0,1
Nikola Kalinic,Blackburn Rovers,2011,18,2
Roque Santa Cruz,Blackburn Rovers,2011,1,3
Aaron Doran,Blackburn Rovers,2011,0,3
Benjani,Blackburn Rovers,2011,18,1
Rubén Rochina,Blackburn Rovers,2011,4,1
Nick Blackman,Blackburn Rovers,2011,0,3
Jason Roberts,Blackburn Rovers,2011,25,5
Zac Aley,Blackburn Rovers,2011,0,2
Julio Santa Cruz,Blackburn Rovers,2011,0,3
Mame Biram Diouf,Blackburn Rovers,2011,0,1
Pascal Chimbonda,Blackburn Rovers,2011,6,2
Alan Judge,Blackburn Rovers,2011,0,3
Alex Marrow,Blackburn Rovers,2011,0,3
Lars Jacobsen,Blackburn Rovers,2011,0,2
Maceo Rigters,Blackburn Rovers,2011,0,4
Paul Rachubka,Blackpool,2011,2,1
Matthew Gilks,Blackpool,2011,18,1
Mark Halstead,Blackpool,2011,1,1
Chris Kettings,Blackpool,2011,0,1
Richard Kingson,Blackpool,2011,20,1
Josh Roberts,Blackpool,2011,0,1
Daniel Coid,Blackpool,2011,0,1
Stephen Crainey,Blackpool,2011,31,1
Neal Eardley,Blackpool,2011,31,1
Ian Evatt,Blackpool,2011,38,1
Alex Baptiste,Blackpool,2011,21,1
Craig Cathcart,Blackpool,2011,30,1
Ashley Eastham,Blackpool,2011,0,1
Rob Edwards,Blackpool,2011,2,1
David Carney,Blackpool,2011,11,1
Salaheddine Sbai,Blackpool,2011,0,1
Diko Younda,Blackpool,2011,0,1
Pamodu Jobe,Blackpool,2011,0,1
Kingsley Francis-Reynolds,Blackpool,2011,0,1
Keith Southern,Blackpool,2011,21,1
Matt Phillips,Blackpool,2011,27,1
Malaury Martin,Blackpool,2011,0,1
Elliot Grandin,Blackpool,2011,23,1
David Vaughan,Blackpool,2011,35,1
Ludovic Sylvestre,Blackpool,2011,8,1
Chris Basham,Blackpool,2011,2,1
Stephen Husband,Blackpool,2011,0,1
Liam Tomsett,Blackpool,2011,0,1
Charlie Adam,Blackpool,2011,35,1
Ishmel Demontagnac,Blackpool,2011,1,1
Adam Dodd,Blackpool,2011,0,1
Jason Puncheon,Blackpool,2011,11,1
Andy Reid,Blackpool,2011,2,1
Billy Clarke,Blackpool,2011,0,1
Marlon Harewood,Blackpool,2011,16,1
Brett Ormerod,Blackpool,2011,19,1
Gary Taylor-Fletcher,Blackpool,2011,31,1
Luke Varney,Blackpool,2011,30,1
Jason Euell,Blackpool,2011,3,1
Tom Barkhuizen,Blackpool,2011,0,1
Louis Almond,Blackpool,2011,0,1
DJ Campbell,Blackpool,2011,31,1
James Beattie,Blackpool,2011,9,1
Dekel Keinan,Blackpool,2011,6,1
Adam Bogdan,Bolton Wanderers,2011,4,4
Jussi Jääskeläinen,Bolton Wanderers,2011,35,11
Robert Lainton,Bolton Wanderers,2011,0,1
Ali Al Habsi,Bolton Wanderers,2011,0,6
Grétar Steinsson,Bolton Wanderers,2011,23,4
Marcos Alonso,Bolton Wanderers,2011,4,1
Jlloyd Samuel,Bolton Wanderers,2011,0,4
Paul Robinson,Bolton Wanderers,2011,35,3
Gary Cahill,Bolton Wanderers,2011,36,4
Zat Knight,Bolton Wanderers,2011,34,2
Sam Ricketts,Bolton Wanderers,2011,17,2
David Wheater,Bolton Wanderers,2011,7,1
Mark Connolly,Bolton Wanderers,2011,0,2
Fabrice Muamba,Bolton Wanderers,2011,36,3
Matthew Taylor,Bolton Wanderers,2011,36,4
Martin Petrov,Bolton Wanderers,2011,28,1
Ricardo Gardner,Bolton Wanderers,2011,5,10
Mark Davies,Bolton Wanderers,2011,24,3
Robbie Blake,Bolton Wanderers,2011,8,1
Tamir Cohen,Bolton Wanderers,2011,8,4
Stuart Holden,Bolton Wanderers,2011,26,2
Sean Davis,Bolton Wanderers,2011,0,2
Josh Vela,Bolton Wanderers,2011,0,1
Lee Chung-yong,Bolton Wanderers,2011,31,2
Joey O'Brien,Bolton Wanderers,2011,0,7
Johan Elmander,Bolton Wanderers,2011,37,3
Kevin Davies,Bolton Wanderers,2011,38,8
Daniel Sturridge,Bolton Wanderers,2011,13,1
Ivan Klasnic,Bolton Wanderers,2011,22,2
Rodrigo Moreno,Bolton Wanderers,2011,17,1
Michael O'Halloran,Bolton Wanderers,2011,0,1
Tom Eaves,Bolton Wanderers,2011,0,1
Danny Ward,Bolton Wanderers,2011,0,2
Tope Obadeyi,Bolton Wanderers,2011,0,3
Gavin McCann,Bolton Wanderers,2011,0,4
Mustapha Riga,Bolton Wanderers,2011,0,3
Andy O'Brien,Bolton Wanderers,2011,2,4
Danny Shittu,Bolton Wanderers,2011,0,3
Matej Delac,Chelsea,2011,0,1
Petr Cech,Chelsea,2011,38,7
Ross Turnbull,Chelsea,2011,0,2
Rhys Taylor,Chelsea,2011,0,4
Henrique Hilario,Chelsea,2011,0,5
Sam Walker,Chelsea,2011,0,1
Jan Sebek,Chelsea,2011,0,2
Ben Gordon,Chelsea,2011,0,2
Carl Magnay,Chelsea,2011,0,4
Branislav Ivanovic,Chelsea,2011,34,4
Ashley Cole,Chelsea,2011,38,5
David Luiz,Chelsea,2011,12,1
José Bosingwa,Chelsea,2011,20,3
Paulo Ferreira,Chelsea,2011,21,7
John Terry,Chelsea,2011,33,14
Sam Hutchinson,Chelsea,2011,0,5
Tomas Kalas,Chelsea,2011,0,1
Alex,Chelsea,2011,15,7
Ryan Bertrand,Chelsea,2011,1,6
Patrick van Aanholt,Chelsea,2011,0,4
Jeffrey Bruma,Chelsea,2011,2,2
Billy Clifford,Chelsea,2011,0,1
Slobodan Rajkovic,Chelsea,2011,0,6
Michael Essien,Chelsea,2011,33,6
Ramires,Chelsea,2011,29,1
Frank Lampard,Chelsea,2011,24,10
John Obi Mikel,Chelsea,2011,28,5
Florent Malouda,Chelsea,2011,38,4
Yuri Zhirkov,Chelsea,2011,12,2
Josh McEachran,Chelsea,2011,9,1
Nemanja Matic,Chelsea,2011,0,2
Yossi Benayoun,Chelsea,2011,7,1
Gaël Kakuta,Chelsea,2011,5,3
Nathaniel Chalobah,Chelsea,2011,0,1
Conor Clifford,Chelsea,2011,0,1
Gökhan Töre,Chelsea,2011,0,3
Jacob Mellis,Chelsea,2011,0,4
Jacopo Sala,Chelsea,2011,0,1
Michael Woods,Chelsea,2011,0,5
Fernando Torres,Chelsea,2011,23,1
Didier Drogba,Chelsea,2011,0,7
Salomon Kalou,Chelsea,2011,31,5
Daniel Sturridge,Chelsea,2011,13,2
Nicolas Anelka,Chelsea,2011,32,4
Danny Philliskirk,Chelsea,2011,0,4
Adam Coombes,Chelsea,2011,0,1
Milan Lalkovic,Chelsea,2011,0,1
Fabio Borini,Chelsea,2011,0,2
Nikki Ahamed,Chelsea,2011,0,2
Franco Di Santo,Chelsea,2011,0,4
Michael Mancienne,Chelsea,2011,0,6
Liam Bridcutt,Chelsea,2011,0,4
Jamal Blackman,Chelsea,2011,0,1
Ján Mucha,Everton,2011,0,1
Iain Turner,Everton,2011,0,9
Tim Howard,Everton,2011,38,6
Mason Springthorpe,Everton,2011,0,1
Eric Dier,Everton,2011,0,1
Johan Hammar,Everton,2011,0,1
Moses Barnett,Everton,2011,0,2
Tony Hibbert,Everton,2011,20,11
Leighton Baines,Everton,2011,38,4
John Heitinga,Everton,2011,27,2
Phil Jagielka,Everton,2011,33,4
Sylvain Distin,Everton,2011,38,2
Seamus Coleman,Everton,2011,34,3
Luke Garbutt,Everton,2011,0,2
Shkodran Mustafi,Everton,2011,0,2
Nathan Craig,Everton,2011,0,2
Shane Duffy,Everton,2011,0,3
Jake Bidwell,Everton,2011,0,2
Aristote Nsiala,Everton,2011,0,2
Joseph Yobo,Everton,2011,0,9
Femi Orenuga,Everton,2011,0,2
Tom Donegan,Everton,2011,0,2
Araz Abdullayev,Everton,2011,0,1
Diniyar Bilyaletdinov,Everton,2011,26,2
Jack Rodwell,Everton,2011,24,4
Mikel Arteta,Everton,2011,29,7
Tim Cahill,Everton,2011,27,7
Phil Neville,Everton,2011,31,6
Ross Barkley,Everton,2011,0,1
Leon Osman,Everton,2011,26,11
Marouane Fellaini,Everton,2011,20,3
Adam Forshaw,Everton,2011,1,2
James Wallace,Everton,2011,0,3
Hope Akpan,Everton,2011,0,2
Louis Saha,Everton,2011,22,3
James Vaughan,Everton,2011,1,7
Jermaine Beckford,Everton,2011,32,1
Magaye Gueye,Everton,2011,5,1
Yakubu,Everton,2011,14,4
Apostolos Vellios,Everton,2011,3,1
Victor Anichebe,Everton,2011,16,6
João Silva,Everton,2011,0,1
Conor McAleny,Everton,2011,0,2
Jose Baxter,Everton,2011,1,3
Luke Dobie,Everton,2011,0,1
Cody Arnoux,Everton,2011,0,2
Steven Pienaar,Everton,2011,18,4
Zac Thompson,Everton,2011,0,1
Kieran Agard,Everton,2011,0,3
Mark Schwarzer,Fulham,2011,31,3
David Stockdale,Fulham,2011,7,3
Pascal Zuberbühler,Fulham,2011,0,3
Neil Etheridge,Fulham,2011,0,1
Cheick Touré,Fulham,2011,0,2
Stephen Kelly,Fulham,2011,10,2
Carlos Salcido,Fulham,2011,23,1
John Pantsil,Fulham,2011,16,3
Philippe Senderos,Fulham,2011,3,1
Brede Hangeland,Fulham,2011,37,4
Chris Baird,Fulham,2011,29,4
Matthew Briggs,Fulham,2011,3,5
Aaron Hughes,Fulham,2011,38,4
Rafik Halliche,Fulham,2011,1,1
Alex Smith,Fulham,2011,0,2
Keanu Marsh-Brown,Fulham,2011,0,2
Steve Sidwell,Fulham,2011,4,1
Alexander Kacaniklic,Fulham,2011,0,1
Zoltán Gera,Fulham,2011,27,3
Danny Murphy,Fulham,2011,37,4
Damien Duff,Fulham,2011,24,2
Bjørn Helge Riise,Fulham,2011,3,2
Dickson Etuhu,Fulham,2011,28,3
Gaël Kakuta,Fulham,2011,5,1
Kagisho Dikgacoi,Fulham,2011,1,2
Jonathan Greening,Fulham,2011,10,2
Simon Davies,Fulham,2011,30,5
Mousa Dembélé,Fulham,2011,24,1
Matthew Saunders,Fulham,2011,0,2
Lauri Dalla Valle,Fulham,2011,0,1
Cauley Woodrow,Fulham,2011,0,1
Richard Peniket,Fulham,2011,0,3
Andrew Johnson,Fulham,2011,27,3
Diomansy Kamara,Fulham,2011,10,4
Eddie Johnson,Fulham,2011,11,4
Eidur Gudjohnsen,Fulham,2011,4,1
Clint Dempsey,Fulham,2011,37,5
Bobby Zamora,Fulham,2011,14,3
Danny Hoesen,Fulham,2011,0,3
David Elm,Fulham,2011,0,2
Robert Milsom,Fulham,2011,0,6
Fredrik Stoor,Fulham,2011,0,3
Paul Konchesky,Fulham,2011,1,4
Wes Foderingham,Fulham,2011,0,2
Deale Chamberlain,Liverpool,2011,0,1
Brad Jones,Liverpool,2011,0,1
José Reina,Liverpool,2011,38,6
Martin Hansen,Liverpool,2011,0,4
Péter Gulácsi,Liverpool,2011,0,4
Emiliano Insúa,Liverpool,2011,0,5
Chris Mavinga,Liverpool,2011,0,1
Glen Johnson,Liverpool,2011,28,2
Paul Konchesky,Liverpool,2011,1,1
Daniel Agger,Liverpool,2011,16,6
Fábio Aurélio,Liverpool,2011,14,5
Sotirios Kyrgiakos,Liverpool,2011,16,2
Danny Wilson,Liverpool,2011,2,1
Jamie Carragher,Liverpool,2011,28,17
Philipp Degen,Liverpool,2011,0,3
Stephen Darby,Liverpool,2011,0,5
Martin Kelly,Liverpool,2011,11,3
Steven Irwin,Liverpool,2011,0,3
Martin Skrtel,Liverpool,2011,38,4
Jon Flanagan,Liverpool,2011,7,1
Daniel Ayala,Liverpool,2011,0,2
Andre Wisdom,Liverpool,2011,0,1
Jack Robinson,Liverpool,2011,2,2
Conor Thomas,Liverpool,2011,0,1
Sean Highdale,Liverpool,2011,0,4
Nabil El Zhar,Liverpool,2011,0,5
Adam Hajdu,Liverpool,2011,0,1
Raul Meireles,Liverpool,2011,33,1
Steven Gerrard,Liverpool,2011,21,13
Joe Cole,Liverpool,2011,20,1
Maxi Rodríguez,Liverpool,2011,28,1
Dirk Kuyt,Liverpool,2011,33,5
Alberto Aquilani,Liverpool,2011,0,2
Jay Spearing,Liverpool,2011,11,3
Lucas Leiva,Liverpool,2011,33,5
Christian Poulsen,Liverpool,2011,12,1
Jonjo Shelvey,Liverpool,2011,15,1
Conor Coady,Liverpool,2011,0,1
Tom Ince,Liverpool,2011,0,1
David Amoo,Liverpool,2011,0,4
Gerardo Bruna,Liverpool,2011,0,4
Luis Suárez,Liverpool,2011,13,1
Andy Carroll,Liverpool,2011,19,1
Daniel Pacheco,Liverpool,2011,1,4
Milan Jovanovic,Liverpool,2011,10,1
David N'Gog,Liverpool,2011,25,3
Nathan Eccleston,Liverpool,2011,1,3
Fernando Torres,Liverpool,2011,23,4
Ryan Babel,Liverpool,2011,9,4
Charles Itandje,Liverpool,2011,0,4
Andras Simon,Liverpool,2011,0,4
Victor Pálsson,Liverpool,2011,0,3
Alexander Kacaniklic,Liverpool,2011,0,4
Lauri Dalla Valle,Liverpool,2011,0,1
Damien Plessis,Liverpool,2011,0,4
Javier Mascherano,Liverpool,2011,1,5
Diego Cavalieri,Liverpool,2011,0,3
Krisztián Németh,Liverpool,2011,0,4
Shay Given,Manchester City,2011,0,3
Joe Hart,Manchester City,2011,38,5
Stuart Taylor,Manchester City,2011,0,2
David González,Manchester City,2011,0,1
Gunnar Nielsen,Manchester City,2011,0,3
Kieran Trippier,Manchester City,2011,0,2
Micah Richards,Manchester City,2011,18,6
Wayne Bridge,Manchester City,2011,3,3
Vincent Kompany,Manchester City,2011,37,3
Pablo Zabaleta,Manchester City,2011,26,3
Joleon Lescott,Manchester City,2011,22,2
Aleksandar Kolarov,Manchester City,2011,24,1
Jérôme Boateng,Manchester City,2011,16,1
Nedum Onuoha,Manchester City,2011,0,7
Kolo Touré,Manchester City,2011,22,2
Shaleum Logan,Manchester City,2011,0,4
Greg Cunningham,Manchester City,2011,0,2
Scott Kay,Manchester City,2011,0,2
Javan Vidal,Manchester City,2011,0,3
Dedryck Boyata,Manchester City,2011,7,2
Ben Mee,Manchester City,2011,0,2
Ryan McGivern,Manchester City,2011,1,4
Frederic Veseli,Manchester City,2011,0,1
Reece Wabara,Manchester City,2011,1,1
James Milner,Manchester City,2011,1,1
Shaun Wright-Phillips,Manchester City,2011,7,7
Adam Johnson,Manchester City,2011,31,2
Gareth Barry,Manchester City,2011,33,2
David Silva,Manchester City,2011,35,1
Patrick Vieira,Manchester City,2011,15,2
Gai Assulin,Manchester City,2011,0,1
Mohammed Abu,Manchester City,2011,0,1
Nigel de Jong,Manchester City,2011,32,3
Vladimir Weiss,Manchester City,2011,0,3
Yaya Touré,Manchester City,2011,35,1
Michael Johnson,Manchester City,2011,0,5
Donal McDermott,Manchester City,2011,0,2
Abdisalam Ibrahim,Manchester City,2011,0,2
Andrew Tutte,Manchester City,2011,0,2
Chris Chantler,Manchester City,2011,0,1
Abdul Razak,Manchester City,2011,1,1
Emmanuel Adebayor,Manchester City,2011,8,2
Edin Dzeko,Manchester City,2011,15,1
Roque Santa Cruz,Manchester City,2011,1,2
Felipe Caicedo,Manchester City,2011,0,4
Jô,Manchester City,2011,12,3
Carlos Tévez,Manchester City,2011,31,2
Craig Bellamy,Manchester City,2011,0,3
Alex Nimely,Manchester City,2011,0,2
Mario Balotelli,Manchester City,2011,17,1
John Guidetti,Manchester City,2011,0,1
James Poole,Manchester City,2011,0,2
Omar Elabdellaoui,Manchester City,2011,0,1
Kelvin Etuhu,Manchester City,2011,0,5
Robinho,Manchester City,2011,0,3
Stephen Ireland,Manchester City,2011,0,6
Edwin van der Sar,Manchester United,2011,33,6
Anders Lindegaard,Manchester United,2011,0,1
Tomasz Kuszczak,Manchester United,2011,5,5
Ben Amos,Manchester United,2011,0,3
Reece Brown,Manchester United,2011,0,1
Rafael,Manchester United,2011,16,3
Patrice Evra,Manchester United,2011,35,6
Rio Ferdinand,Manchester United,2011,19,9
Jonny Evans,Manchester United,2011,13,5
Wes Brown,Manchester United,2011,7,15
Chris Smalling,Manchester United,2011,16,1
Nemanja Vidic,Manchester United,2011,35,6
John O'Shea,Manchester United,2011,20,12
Fabio,Manchester United,2011,11,3
Ritchie de Laet,Manchester United,2011,0,3
Corry Evans,Manchester United,2011,0,3
Scott Wootton,Manchester United,2011,0,1
Oliver Gill,Manchester United,2011,0,2
Rafael Pereira,Manchester United,2011,0,1
Owen Hargreaves,Manchester United,2011,1,4
Anderson,Manchester United,2011,18,4
Ryan Giggs,Manchester United,2011,25,19
Park Ji-Sung,Manchester United,2011,15,6
Michael Carrick,Manchester United,2011,28,5
Nani,Manchester United,2011,33,4
Paul Scholes,Manchester United,2011,22,19
Tom Cleverley,Manchester United,2011,0,4
Darren Fletcher,Manchester United,2011,26,11
Antonio Valencia,Manchester United,2011,10,2
Gabriel Obertan,Manchester United,2011,7,2
Darron Gibson,Manchester United,2011,12,6
Robbie Brady,Manchester United,2011,0,1
Paul Pogba,Manchester United,2011,0,2
Matty James,Manchester United,2011,0,3
Ryan Tunnicliffe,Manchester United,2011,0,2
Daniel Drinkwater,Manchester United,2011,0,3
Oliver Norwood,Manchester United,2011,0,2
Ravel Morrison,Manchester United,2011,0,1
Nicky Ajose,Manchester United,2011,0,1
Michael Owen,Manchester United,2011,11,2
Dimitar Berbatov,Manchester United,2011,32,3
Wayne Rooney,Manchester United,2011,28,7
Chicharito,Manchester United,2011,27,1
Danny Welbeck,Manchester United,2011,0,4
Federico Macheda,Manchester United,2011,7,4
Mame Biram Diouf,Manchester United,2011,0,2
Bebé,Manchester United,2011,2,1
Joshua King,Manchester United,2011,0,2
Will Keane,Manchester United,2011,0,1
Joe Dudgeon,Manchester United,2011,0,2
Gary Neville,Manchester United,2011,3,19
Cameron Stewart,Manchester United,2011,0,2
James Chester,Manchester United,2011,0,6
Magnus Wolff Eikrem,Manchester United,2011,0,2
Conor Devlin,Manchester United,2011,0,1
Rodrigo Possebon,Manchester United,2011,0,4
Davide Petrucci,Manchester United,2011,0,3
Tim Krul,Newcastle United,2011,21,4
Fraser Forster,Newcastle United,2011,0,4
Ole Soderberg,Newcastle United,2011,0,1
Steve Harper,Newcastle United,2011,18,17
Matthew Grieve,Newcastle United,2011,0,1
Fabricio Coloccini,Newcastle United,2011,35,2
José Enrique,Newcastle United,2011,36,3
Sol Campbell,Newcastle United,2011,7,1
Danny Simpson,Newcastle United,2011,30,1
Mike Williamson,Newcastle United,2011,29,1
James Perch,Newcastle United,2011,12,1
Ryan Taylor,Newcastle United,2011,6,2
Steven Taylor,Newcastle United,2011,14,8
Shane Ferguson,Newcastle United,2011,7,1
James Tavernier,Newcastle United,2011,0,1
Ben Tozer,Newcastle United,2011,0,3
Tamás Kádár,Newcastle United,2011,0,3
Marcus Maddison,Newcastle United,2011,0,1
Patrick McLaughlin,Newcastle United,2011,0,1
Kevin Nolan,Newcastle United,2011,30,2
Joey Barton,Newcastle United,2011,32,3
Danny Guthrie,Newcastle United,2011,14,2
Hatem Ben Arfa,Newcastle United,2011,4,2
Stephen Ireland,Newcastle United,2011,0,1
Wayne Routledge,Newcastle United,2011,17,1
Dan Gosling,Newcastle United,2011,1,1
Alan Smith,Newcastle United,2011,11,3
Jonás Gutiérrez,Newcastle United,2011,37,2
Cheick Tioté,Newcastle United,2011,26,1
Kazenga Lua Lua,Newcastle United,2011,2,4
Haris Vuckic,Newcastle United,2011,0,2
Bradden Inman,Newcastle United,2011,0,2
Michael Richardson,Newcastle United,2011,0,1
JJ Hooper,Newcastle United,2011,0,1
Phil Airey,Newcastle United,2011,0,1
Peter Løvenkrands,Newcastle United,2011,25,2
Leon Best,Newcastle United,2011,11,1
Shola Ameobi,Newcastle United,2011,28,10
Sammy Ameobi,Newcastle United,2011,1,1
Nile Ranger,Newcastle United,2011,24,2
Ryan Donaldson,Newcastle United,2011,0,2
