Player,Team,Season,Appearances,SeasonAtTeam
Liam Ridgewell,Birmingham City,2008,35,1
Radhi Jaidi,Birmingham City,2008,18,1
Franck Queudrue,Birmingham City,2008,16,1
Marcos Painter,Birmingham City,2008,0,2
Stuart Parnaby,Birmingham City,2008,13,1
Krystian Pearce,Birmingham City,2008,0,1
Yassine El Ghanassy,Birmingham City,2008,0,1
Sebastian Larsson,Birmingham City,2008,35,1
Jordon Mutch,Birmingham City,2008,0,1
Mehdi Nafti,Birmingham City,2008,26,2
James McFadden,Birmingham City,2008,12,1
Gary McSheffrey,Birmingham City,2008,32,1
Daniel de Ridder,Birmingham City,2008,10,1
Damien Johnson,Birmingham City,2008,17,5
Olivier Kapo,Birmingham City,2008,26,1
Fabrice Muamba,Birmingham City,2008,37,1
Borja Oubiña,Birmingham City,2008,2,0
James McPike,Birmingham City,2008,0,2
Mikael Forssell,Birmingham City,2008,30,2
Cameron Jerome,Birmingham City,2008,33,1
Garry O'Connor,Birmingham City,2008,23,1
Mauro Zárate,Birmingham City,2008,14,0
Sone Aluko,Birmingham City,2008,0,2
Olivier Tebily,Birmingham City,2008,0,5
Ryan Burge,Birmingham City,2008,0,1
Mat Sadler,Birmingham City,2008,5,5
Neil Danns,Birmingham City,2008,2,1
David Howland,Birmingham City,2008,0,2
Rowan Vine,Birmingham City,2008,0,1
Wilson Palacios,Birmingham City,2008,7,1
Johan Djourou,Birmingham City,2008,2,1
Adam Legzdins,Birmingham City,2008,0,2
Samuel Oji,Birmingham City,2008,0,3
Zac Jones,Blackburn Rovers,2008,0,3
Brad Friedel,Blackburn Rovers,2008,38,7
Peter Enckelman,Blackburn Rovers,2008,0,5
Jason Brown,Blackburn Rovers,2008,0,2
Frank Fielding,Blackburn Rovers,2008,0,1
Gunnar Nielsen,Blackburn Rovers,2008,0,1
Jonathan Flynn,Blackburn Rovers,2008,0,1
Zurab Khizanishvili,Blackburn Rovers,2008,13,2
André Ooijer,Blackburn Rovers,2008,27,2
Martin Olsson,Blackburn Rovers,2008,2,3
Stephen Warnock,Blackburn Rovers,2008,37,2
Christopher Samba,Blackburn Rovers,2008,33,2
Ryan Nelsen,Blackburn Rovers,2008,22,4
Stéphane Henchoz,Blackburn Rovers,2008,0,4
Bruno Berner,Blackburn Rovers,2008,2,2
Tony Kane,Blackburn Rovers,2008,0,2
Eddie Nolan,Blackburn Rovers,2008,0,2
Kerimoglou Tugay,Blackburn Rovers,2008,20,7
Brett Emerton,Blackburn Rovers,2008,33,5
David Dunn,Blackburn Rovers,2008,31,6
David Bentley,Blackburn Rovers,2008,37,3
Morten Gamst Pedersen,Blackburn Rovers,2008,37,4
Johann Vogel,Blackburn Rovers,2008,6,1
Aaron Mokoena,Blackburn Rovers,2008,18,4
Steven Reid,Blackburn Rovers,2008,24,5
Sergio Peter,Blackburn Rovers,2008,0,3
Keith Treacy,Blackburn Rovers,2008,0,2
Bryan Hodge,Blackburn Rovers,2008,0,2
Rostyn Griffiths,Blackburn Rovers,2008,0,1
Jamie Clarke,Blackburn Rovers,2008,0,1
Roque Santa Cruz,Blackburn Rovers,2008,37,1
Benni McCarthy,Blackburn Rovers,2008,31,2
Paul Gallagher,Blackburn Rovers,2008,0,6
Matt Derbyshire,Blackburn Rovers,2008,23,5
Maceo Rigters,Blackburn Rovers,2008,2,1
Jason Roberts,Blackburn Rovers,2008,26,2
Mamadi Keita,Blackburn Rovers,2008,0,2
Robbie Savage,Blackburn Rovers,2008,12,4
Andy Taylor,Blackburn Rovers,2008,0,4
Adam Bogdan,Bolton Wanderers,2008,0,1
Ian Walker,Bolton Wanderers,2008,0,3
Jussi Jääskeläinen,Bolton Wanderers,2008,28,8
Ali Al Habsi,Bolton Wanderers,2008,10,3
Sam Ashton,Bolton Wanderers,2008,0,3
Nicky Hunt,Bolton Wanderers,2008,14,7
Grétar Steinsson,Bolton Wanderers,2008,16,1
Jlloyd Samuel,Bolton Wanderers,2008,20,1
Abdoulaye Méité,Bolton Wanderers,2008,21,2
Gary Cahill,Bolton Wanderers,2008,1,1
Jaroslaw Fojut,Bolton Wanderers,2008,0,3
Andy O'Brien,Bolton Wanderers,2008,0,1
Nathan Woolfe,Bolton Wanderers,2008,0,1
Scott Jamieson,Bolton Wanderers,2008,0,2
Gavin McCann,Bolton Wanderers,2008,31,1
Mikel Alonso,Bolton Wanderers,2008,7,0
Kevin Nolan,Bolton Wanderers,2008,33,7
Matthew Taylor,Bolton Wanderers,2008,13,1
Stelios Giannakopoulos,Bolton Wanderers,2008,15,5
Ivan Campo,Bolton Wanderers,2008,27,6
Ricardo Gardner,Bolton Wanderers,2008,26,7
Andranik Teymourian,Bolton Wanderers,2008,3,2
Tamir Cohen,Bolton Wanderers,2008,10,1
Blerim Dzemaili,Bolton Wanderers,2008,0,1
Joey O'Brien,Bolton Wanderers,2008,19,4
Matthew Cassidy,Bolton Wanderers,2008,0,1
Robert Sissons,Bolton Wanderers,2008,0,3
El Hadji Diouf,Bolton Wanderers,2008,34,3
Kevin Davies,Bolton Wanderers,2008,32,5
Heidar Helguson,Bolton Wanderers,2008,6,1
Ricardo Vaz Te,Bolton Wanderers,2008,1,5
James Sinclair,Bolton Wanderers,2008,0,3
Daniel Braaten,Bolton Wanderers,2008,6,1
Zoltán Harsányi,Bolton Wanderers,2008,0,1
Grzegorz Rasiak,Bolton Wanderers,2008,7,0
Danny Guthrie,Bolton Wanderers,2008,0,1
Lubomir Michalik,Bolton Wanderers,2008,7,2
Gérald Cid,Bolton Wanderers,2008,7,1
Nicolas Anelka,Bolton Wanderers,2008,18,2
Gary Speed,Bolton Wanderers,2008,14,4
Johann Smith,Bolton Wanderers,2008,0,2
Przemyslaw Kazimierczak,Bolton Wanderers,2008,0,2
Mark Ellis,Bolton Wanderers,2008,0,1
Abdoulaye Faye,Bolton Wanderers,2008,1,3
Petr Cech,Chelsea,2008,26,4
Carlo Cudicini,Chelsea,2008,10,9
Rhys Taylor,Chelsea,2008,0,1
Henrique Hilario,Chelsea,2008,3,2
Shaun Cummings,Chelsea,2008,0,1
Carl Magnay,Chelsea,2008,0,1
Branislav Ivanovic,Chelsea,2008,0,1
Ashley Cole,Chelsea,2008,27,2
Ricardo Carvalho,Chelsea,2008,21,4
Wayne Bridge,Chelsea,2008,11,5
Paulo Ferreira,Chelsea,2008,18,4
Tal Ben Haim,Chelsea,2008,13,1
John Terry,Chelsea,2008,23,11
Sam Hutchinson,Chelsea,2008,0,2
Alex,Chelsea,2008,28,4
Ryan Bertrand,Chelsea,2008,0,3
Juliano Belletti,Chelsea,2008,23,1
Patrick van Aanholt,Chelsea,2008,0,1
Michael Mancienne,Chelsea,2008,0,3
Slobodan Rajkovic,Chelsea,2008,0,3
Jack Cork,Chelsea,2008,0,3
James Simmonds,Chelsea,2008,0,2
Claude Makelele,Chelsea,2008,18,5
Michael Essien,Chelsea,2008,27,3
Frank Lampard,Chelsea,2008,24,7
Steve Sidwell,Chelsea,2008,15,1
Joe Cole,Chelsea,2008,33,5
John Obi Mikel,Chelsea,2008,29,2
Michael Ballack,Chelsea,2008,18,2
Florent Malouda,Chelsea,2008,21,1
Scott Sinclair,Chelsea,2008,1,3
Shaun Wright-Phillips,Chelsea,2008,27,3
Anthony Grant,Chelsea,2008,0,5
Liam Bridcutt,Chelsea,2008,0,1
Jimmy Smith,Chelsea,2008,0,3
Lee Sawyer,Chelsea,2008,0,2
Jacob Mellis,Chelsea,2008,0,1
Michael Woods,Chelsea,2008,0,2
Andriy Shevchenko,Chelsea,2008,17,2
Franco Di Santo,Chelsea,2008,0,1
Didier Drogba,Chelsea,2008,0,4
Claudio Pizarro,Chelsea,2008,0,1
Salomon Kalou,Chelsea,2008,30,2
Ben Sahar,Chelsea,2008,0,2
Nicolas Anelka,Chelsea,2008,18,1
Danny Philliskirk,Chelsea,2008,0,1
Glen Johnson,Chelsea,2008,2,5
Harry Worley,Chelsea,2008,0,2
Lass Diarra,Chelsea,2008,0,3
Arjen Robben,Chelsea,2008,0,4
Stephen Bywater,Derby County,2008,18,1
Roy Carroll,Derby County,2008,14,1
Lewis Price,Derby County,2008,6,1
Ben Hinchliffe,Derby County,2008,0,1
Miles Addison,Derby County,2008,1,1
Dean Leacock,Derby County,2008,26,1
Marc Edworthy,Derby County,2008,9,1
Mohammed Camara,Derby County,2008,1,1
Jay McEveley,Derby County,2008,29,1
Tyrone Mears,Derby County,2008,25,1
Alan Stubbs,Derby County,2008,8,1
Lewin Nyatanga,Derby County,2008,2,1
Claude Davis,Derby County,2008,19,1
Andrew Todd,Derby County,2008,19,1
Darren Moore,Derby County,2008,31,1
Danny Mills,Derby County,2008,0,0
Mitchell Hanson,Derby County,2008,0,1
Jason Beardsley,Derby County,2008,0,1
David Jones,Derby County,2008,14,1
Robbie Savage,Derby County,2008,12,1
Stephen Pearson,Derby County,2008,24,1
Mile Sterjovski,Derby County,2008,12,1
Gary Teale,Derby County,2008,18,1
Eddie Lewis,Derby County,2008,24,1
Benny Feilhaber,Derby County,2008,10,1
Hossam Ghaly,Derby County,2008,0,0
Robert Earnshaw,Derby County,2008,22,1
Emanuel Villa,Derby County,2008,16,1
Craig Fagan,Derby County,2008,22,1
Kenny Miller,Derby County,2008,30,1
Giles Barnes,Derby County,2008,21,1
Paris Simmons,Derby County,2008,1,1
Laurent Robert,Derby County,2008,4,1
Michael Johnson,Derby County,2008,3,1
Robert Malcolm,Derby County,2008,1,1
Jonathan Macken,Derby County,2008,3,1
James Meredith,Derby County,2008,0,1
Matt Oakley,Derby County,2008,19,1
Lee Holmes,Derby County,2008,0,1
Andy Griffin,Derby County,2008,15,1
Steve Howard,Derby County,2008,20,1
Lars Stubhaug,Everton,2008,0,2
Iain Turner,Everton,2008,0,6
Tim Howard,Everton,2008,36,2
John Ruddy,Everton,2008,0,3
Stefan Wessels,Everton,2008,2,1
Lee Molyneux,Everton,2008,0,1
Darren Dennehy,Everton,2008,0,1
Cory Sinnott,Everton,2008,0,1
Tony Hibbert,Everton,2008,24,8
Leighton Baines,Everton,2008,22,1
Joleon Lescott,Everton,2008,38,2
Phil Jagielka,Everton,2008,34,1
Anthony Gardner,Everton,2008,4,0
Nuno Valente,Everton,2008,9,3
Patrick Boyle,Everton,2008,0,3
John Irving,Everton,2008,0,1
Joseph Yobo,Everton,2008,30,6
Alan Kearney,Everton,2008,0,2
Steven Pienaar,Everton,2008,28,0
Andy van der Meyde,Everton,2008,0,3
Jack Rodwell,Everton,2008,2,1
Mikel Arteta,Everton,2008,28,3
Thomas Gravesen,Everton,2008,8,5
Tim Cahill,Everton,2008,18,4
Phil Neville,Everton,2008,37,3
Dan Gosling,Everton,2008,0,1
Leon Osman,Everton,2008,28,8
Manuel Fernandes,Everton,2008,12,0
Lee Carsley,Everton,2008,34,7
Bjarni Vidarsson,Everton,2008,0,3
John Kissock,Everton,2008,0,1
Andrew Johnson,Everton,2008,29,2
James Vaughan,Everton,2008,8,4
Yakubu,Everton,2008,2,1
Lukas Jutkiewicz,Everton,2008,0,1
Victor Anichebe,Everton,2008,27,3
Alan Stubbs,Everton,2008,8,7
Anderson Silva de Franca,Everton,2008,0,2
James McFadden,Everton,2008,12,5
Scott Spencer,Everton,2008,0,2
Kasey Keller,Fulham,2008,13,1
Tony Warner,Fulham,2008,3,3
Ricardo Batista,Fulham,2008,0,4
Antti Niemi,Fulham,2008,22,3
Gabriel Zakuani,Fulham,2008,0,2
TJ Moncur,Fulham,2008,0,1
Elliot Omozusi,Fulham,2008,8,2
Carlos Bocanegra,Fulham,2008,22,5
Moritz Volz,Fulham,2008,9,5
Paul Konchesky,Fulham,2008,33,1
Philippe Christanval,Fulham,2008,1,3
Brede Hangeland,Fulham,2008,15,1
Chris Baird,Fulham,2008,18,1
Dejan Stefanovic,Fulham,2008,0,1
Paul Stalteri,Fulham,2008,3,0
Matthew Briggs,Fulham,2008,0,2
Aaron Hughes,Fulham,2008,30,1
Adrian Leijer,Fulham,2008,0,1
Adam Watts,Fulham,2008,0,2
Toni Kallio,Fulham,2008,0,1
Hameur Bouazza,Fulham,2008,20,1
Jari Litmanen,Fulham,2008,0,1
Chris James,Fulham,2008,0,2
Seol Ki-Hyeon,Fulham,2008,3,1
Danny Murphy,Fulham,2008,0,1
Alexei Smertin,Fulham,2008,15,2
Steven Davis,Fulham,2008,22,1
Jimmy Bullard,Fulham,2008,17,2
Robert Milsom,Fulham,2008,0,3
Leon Andreasen,Fulham,2008,13,1
Simon Davies,Fulham,2008,37,2
Wayne Brown,Fulham,2008,0,1
Simon Elliott,Fulham,2008,0,3
Lee Cook,Fulham,2008,0,1
Erik Nevland,Fulham,2008,8,1
Diomansy Kamara,Fulham,2008,28,1
Collins John,Fulham,2008,2,5
Brian McBride,Fulham,2008,17,5
Eddie Johnson,Fulham,2008,6,1
Clint Dempsey,Fulham,2008,36,2
David Healy,Fulham,2008,30,1
Nathan Ashton,Fulham,2008,1,1
Michael Timlin,Fulham,2008,0,4
Shefki Kuqi,Fulham,2008,10,1
Ian Pearce,Fulham,2008,1,5
Papa Bouba Diop,Fulham,2008,2,4
Liam Rosenior,Fulham,2008,0,5
Zat Knight,Fulham,2008,4,7
Péter Gulácsi,Liverpool,2008,0,0
Scott Carson,Liverpool,2008,0,4
José Reina,Liverpool,2008,38,3
Nikolay Mihaylov,Liverpool,2008,0,1
Charles Itandje,Liverpool,2008,0,1
Martin Hansen,Liverpool,2008,0,1
David Martin,Liverpool,2008,0,3
Godwin Antwi,Liverpool,2008,0,3
Emiliano Insúa,Liverpool,2008,3,1
Ronald Huth,Liverpool,2008,0,2
Steve Finnan,Liverpool,2008,24,5
Sami Hyypiä,Liverpool,2008,27,9
Daniel Agger,Liverpool,2008,5,3
John Arne Riise,Liverpool,2008,29,7
Fábio Aurélio,Liverpool,2008,16,2
Álvaro Arbeloa,Liverpool,2008,28,2
Jamie Carragher,Liverpool,2008,35,14
Stephen Darby,Liverpool,2008,0,2
Martin Skrtel,Liverpool,2008,14,1
Robbie Threlfall,Liverpool,2008,0,1
Mikel San José,Liverpool,2008,0,1
Jack Hobbs,Liverpool,2008,2,3
Sean Highdale,Liverpool,2008,0,1
Adam Hammill,Liverpool,2008,0,2
Alexander Kacaniklic,Liverpool,2008,0,1
Ryan Crowther,Liverpool,2008,0,1
Gary Mackay-Steven,Liverpool,2008,0,1
Danny Guthrie,Liverpool,2008,0,2
Astrit Ajdarevic,Liverpool,2008,0,2
Damien Plessis,Liverpool,2008,2,1
Nabil El Zhar,Liverpool,2008,0,2
Ray Putterill,Liverpool,2008,0,1
Harry Kewell,Liverpool,2008,10,5
Steven Gerrard,Liverpool,2008,34,10
Xabi Alonso,Liverpool,2008,19,4
Yossi Benayoun,Liverpool,2008,30,1
Jermaine Pennant,Liverpool,2008,18,2
Dirk Kuyt,Liverpool,2008,32,2
Ryan Babel,Liverpool,2008,30,1
Javier Mascherano,Liverpool,2008,25,2
Lucas Leiva,Liverpool,2008,18,2
Paul Anderson,Liverpool,2008,0,3
Sebastián Leto,Liverpool,2008,0,1
Ryan Flynn,Liverpool,2008,0,1
David Amoo,Liverpool,2008,0,1
Gerardo Bruna,Liverpool,2008,0,1
Craig Lindfield,Liverpool,2008,0,2
Marvin Pourie,Liverpool,2008,0,1
Andras Simon,Liverpool,2008,0,1
Fernando Torres,Liverpool,2008,33,1
Andrey Voronin,Liverpool,2008,19,1
Dani Pacheco,Liverpool,2008,0,1
Peter Crouch,Liverpool,2008,21,3
Krisztián Németh,Liverpool,2008,0,1
Besian Idrizaj,Liverpool,2008,0,3
Lee Peltier,Liverpool,2008,0,2
Mohamed Sissoko,Liverpool,2008,9,3
James Smith,Liverpool,2008,0,2
Gabriel Paletta,Liverpool,2008,0,2
Andreas Isaksson,Manchester City,2008,5,2
Joe Hart,Manchester City,2008,26,2
Richard Martin,Manchester City,2008,0,1
Kasper Schmeichel,Manchester City,2008,7,5
Micah Richards,Manchester City,2008,25,3
Michael Ball,Manchester City,2008,28,2
Vedran Corluka,Manchester City,2008,35,1
Javier Garrido,Manchester City,2008,27,1
Sun Jihai,Manchester City,2008,14,6
Danny Mills,Manchester City,2008,0,4
Richard Dunne,Manchester City,2008,36,7
Nedum Onuoha,Manchester City,2008,16,4
Shaleum Logan,Manchester City,2008,0,1
Sam Williamson,Manchester City,2008,1,1
Ryan McGivern,Manchester City,2008,0,1
Ashley Grimes,Manchester City,2008,0,2
Suree Sukha,Manchester City,2008,0,1
Filippo Mancini,Manchester City,2008,0,1
Stephen Ireland,Manchester City,2008,33,3
Geovanni,Manchester City,2008,19,1
Elano,Manchester City,2008,34,1
Martin Petrov,Manchester City,2008,34,1
Gelson Fernandes,Manchester City,2008,26,1
Dietmar Hamann,Manchester City,2008,29,2
Kelvin Etuhu,Manchester City,2008,6,2
Michael Johnson,Manchester City,2008,23,2
Teerasil Dangda,Manchester City,2008,0,1
Valeri Bojinov,Manchester City,2008,3,1
Emile Mpenza,Manchester City,2008,15,2
Rolando Bianchi,Manchester City,2008,19,1
Darius Vassell,Manchester City,2008,27,3
Paul Dickov,Manchester City,2008,0,3
Felipe Caicedo,Manchester City,2008,10,1
Georgios Samaras,Manchester City,2008,5,3
Ched Evans,Manchester City,2008,0,1
Nery Castillo,Manchester City,2008,7,0
Benjani,Manchester City,2008,23,1
Daniel Sturridge,Manchester City,2008,3,2
Bernardo Corradi,Manchester City,2008,0,2
Ishmael Miller,Manchester City,2008,0,3
Ousmane Dabo,Manchester City,2008,0,2
Marc Laird,Manchester City,2008,0,2
Matt Mills,Manchester City,2008,0,3
Edwin van der Sar,Manchester United,2008,29,3
Ben Foster,Manchester United,2008,1,3
Tomasz Kuszczak,Manchester United,2008,9,1
Tom Heaton,Manchester United,2008,0,3
Gary Neville,Manchester United,2008,0,16
Patrice Evra,Manchester United,2008,33,3
Rio Ferdinand,Manchester United,2008,35,6
Wes Brown,Manchester United,2008,36,12
Jonny Evans,Manchester United,2008,0,2
Nemanja Vidic,Manchester United,2008,32,3
Gerard Piqué,Manchester United,2008,9,4
John O'Shea,Manchester United,2008,28,9
Danny Simpson,Manchester United,2008,3,2
Mikaël Silvestre,Manchester United,2008,3,9
David Gray,Manchester United,2008,0,2
Craig Cathcart,Manchester United,2008,0,2
James Chester,Manchester United,2008,0,3
Richard Eckersley,Manchester United,2008,0,3
Sean Evans,Manchester United,2008,0,1
Owen Hargreaves,Manchester United,2008,23,1
Cristiano Ronaldo,Manchester United,2008,34,5
Anderson,Manchester United,2008,24,1
Ryan Giggs,Manchester United,2008,31,16
Park Ji-Sung,Manchester United,2008,12,3
Michael Carrick,Manchester United,2008,31,2
Nani,Manchester United,2008,26,1
Paul Scholes,Manchester United,2008,24,16
Tom Cleverley,Manchester United,2008,0,1
Darren Fletcher,Manchester United,2008,16,8
Ritchie Jones,Manchester United,2008,0,3
Darron Gibson,Manchester United,2008,0,3
Lee Martin,Manchester United,2008,0,3
Chris Eagles,Manchester United,2008,4,5
Sam Hewson,Manchester United,2008,0,3
Rodrigo Possebon,Manchester United,2008,0,1
David Williams,Manchester United,2008,0,1
Febian Brandy,Manchester United,2008,0,1
Louis Saha,Manchester United,2008,17,5
Wayne Rooney,Manchester United,2008,27,4
Danny Welbeck,Manchester United,2008,0,1
Dong Fangzhuo,Manchester United,2008,0,5
Manucho,Manchester United,2008,0,1
Federico Macheda,Manchester United,2008,0,1
Fraizer Campbell,Manchester United,2008,1,3
Carlos Tévez,Manchester United,2008,34,1
Phil Bardsley,Manchester United,2008,0,5
Ryan Shawcross,Manchester United,2008,0,2
Michael Barnes,Manchester United,2008,0,2
Adam Eckersley,Manchester United,2008,0,3
Kieran Lee,Manchester United,2008,0,2
Ole Gunnar Solskjaer,Manchester United,2008,0,12
Gabriel Heinze,Manchester United,2008,0,4
Sam Filler,Middlesbrough,2008,0,1
Mark Schwarzer,Middlesbrough,2008,34,11
Brad Jones,Middlesbrough,2008,1,8
Jason Steele,Middlesbrough,2008,0,1
Ross Turnbull,Middlesbrough,2008,3,6
Luke Young,Middlesbrough,2008,35,1
Matthew Bates,Middlesbrough,2008,0,5
David Wheater,Middlesbrough,2008,34,4
Chris Riggott,Middlesbrough,2008,10,6
Emanuel Pogatetz,Middlesbrough,2008,24,3
Robert Huth,Middlesbrough,2008,13,2
Seb Hines,Middlesbrough,2008,1,2
Jonathan Grounds,Middlesbrough,2008,5,1
Andrew Taylor,Middlesbrough,2008,19,4
Tony McMahon,Middlesbrough,2008,1,4
Jason Kennedy,Middlesbrough,2008,0,4
Josh Walker,Middlesbrough,2008,0,3
Gaizka Mendieta,Middlesbrough,2008,0,4
George Boateng,Middlesbrough,2008,33,6
Fábio Rochemback,Middlesbrough,2008,26,3
Mohamed Shawky,Middlesbrough,2008,5,1
Adam Johnson,Middlesbrough,2008,19,4
Gary O'Neil,Middlesbrough,2008,2,1
Stewart Downing,Middlesbrough,2008,38,7
Julio Arca,Middlesbrough,2008,24,2
Lee Cattermole,Middlesbrough,2008,24,3
Mido,Middlesbrough,2008,0,1
Jérémie Aliadière,Middlesbrough,2008,29,1
Afonso Alves,Middlesbrough,2008,11,1
Tuncay Sanli,Middlesbrough,2008,34,1
Lee Dong-Gook,Middlesbrough,2008,14,2
Tom Craddock,Middlesbrough,2008,3,3
Graeme Owens,Middlesbrough,2008,0,1
Ben Hutchinson,Middlesbrough,2008,8,1
Jonathan Woodgate,Middlesbrough,2008,16,1
Herold Goulon,Middlesbrough,2008,0,2
Andrew Davies,Middlesbrough,2008,4,6
David Knight,Middlesbrough,2008,0,4
Yakubu,Middlesbrough,2008,2,3
Mark Cook,Newcastle United,2008,0,3
Shay Given,Newcastle United,2008,19,11
Tim Krul,Newcastle United,2008,0,2
Fraser Forster,Newcastle United,2008,0,2
Steve Harper,Newcastle United,2008,21,15
Stephen Carr,Newcastle United,2008,10,4
José Enrique,Newcastle United,2008,23,1
Claudio Caçapa,Newcastle United,2008,19,1
Lamine Diatta,Newcastle United,2008,2,1
Habib Beye,Newcastle United,2008,29,1
Abdoulaye Faye,Newcastle United,2008,1,1
Peter Ramage,Newcastle United,2008,3,5
Steven Taylor,Newcastle United,2008,31,6
David Edgar,Newcastle United,2008,5,2
Celestine Babayaro,Newcastle United,2008,0,4
Ben Tozer,Newcastle United,2008,0,1
Tamás Kádár,Newcastle United,2008,0,1
Emre,Newcastle United,2008,14,3
Joey Barton,Newcastle United,2008,23,1
Damien Duff,Newcastle United,2008,16,2
Charles N'Zogbia,Newcastle United,2008,32,4
James Milner,Newcastle United,2008,29,4
Alan Smith,Newcastle United,2008,33,1
Geremi,Newcastle United,2008,27,1
Nicky Butt,Newcastle United,2008,35,4
Kazenga Lua Lua,Newcastle United,2008,2,2
James Troisi,Newcastle United,2008,0,2
Obafemi Martins,Newcastle United,2008,31,2
Andy Carroll,Newcastle United,2008,4,2
Michael Owen,Newcastle United,2008,29,3
Shola Ameobi,Newcastle United,2008,6,8
Fabio Zamblera,Newcastle United,2008,0,1
Mark Viduka,Newcastle United,2008,26,1
David Rozehnal,Newcastle United,2008,21,1
Matty Pattison,Newcastle United,2008,0,4
Nolberto Solano,Newcastle United,2008,1,9
Paul Huntington,Newcastle United,2008,0,3
Albert Luque,Newcastle United,2008,0,3
Kieron Dyer,Newcastle United,2008,0,9
Nick Jordan,Portsmouth,2008,0,2
Jamie Ashdown,Portsmouth,2008,3,4
David James,Portsmouth,2008,35,2
Asmir Begovic,Portsmouth,2008,0,5
Linvoy Primus,Portsmouth,2008,0,5
Lauren,Portsmouth,2008,15,2
Glen Johnson,Portsmouth,2008,2,1
Hermann Hreidarsson,Portsmouth,2008,32,1
