Player,Team,Season,Appearances,SeasonAtTeam
Alan Hutton,Aston Villa,2015,0,6
Aly Cissokho,Aston Villa,2015,25,1
Lewis Kinsella,Aston Villa,2015,0,1
Janoi Donacien,Aston Villa,2015,0,2
Matthew Lowton,Aston Villa,2015,12,3
Enda Stevens,Aston Villa,2015,0,4
Aleksandar Tonev,Aston Villa,2015,0,2
Yacouba Sylla,Aston Villa,2015,0,3
Tom Cleverley,Aston Villa,2015,1,1
Scott Sinclair,Aston Villa,2015,2,1
Joe Cole,Aston Villa,2015,12,1
Ashley Westwood,Aston Villa,2015,27,3
Fabian Delph,Aston Villa,2015,28,8
Chris Herd,Aston Villa,2015,0,8
Kieran Richardson,Aston Villa,2015,22,1
Gary Gardner,Aston Villa,2015,0,6
Carlos Sánchez,Aston Villa,2015,28,1
Carles Gil,Aston Villa,2015,5,1
Charles N'Zogbia,Aston Villa,2015,27,4
Riccardo Calder,Aston Villa,2015,0,1
Jack Grealish,Aston Villa,2015,0,6
Andreas Weimann,Aston Villa,2015,31,6
Gabriel Agbonlahor,Aston Villa,2015,34,11
Darren Bent,Aston Villa,2015,7,5
Christian Benteke,Aston Villa,2015,29,3
Libor Kozák,Aston Villa,2015,0,2
Rushian Hepburn-Murphy,Aston Villa,2015,1,1
Andre Green,Aston Villa,2015,0,1
Callum Robinson,Aston Villa,2015,0,2
Graham Burke,Aston Villa,2015,0,4
Daniel Johnson,Aston Villa,2015,0,5
Karim El Ahmadi,Aston Villa,2015,0,3
Nicklas Helenius,Aston Villa,2015,0,2
Tom Heaton,Burnley,2015,38,1
Alex Cisak,Burnley,2015,0,1
Matthew Gilks,Burnley,2015,0,1
Kieran Trippier,Burnley,2015,38,1
Daniel Lafferty,Burnley,2015,1,1
Michael Duff,Burnley,2015,21,2
Jason Shackell,Burnley,2015,38,1
Ben Mee,Burnley,2015,33,1
Luke O'Neill,Burnley,2015,0,1
Steven Reid,Burnley,2015,7,1
Stephen Ward,Burnley,2015,9,1
Michael Keane,Burnley,2015,1,1
Kevin Long,Burnley,2015,1,2
Tom Anderson,Burnley,2015,0,1
Cameron Dummigan,Burnley,2015,0,1
Ross Wallace,Burnley,2015,15,1
Dean Marney,Burnley,2015,20,1
Michael Kightly,Burnley,2015,17,1
David Jones,Burnley,2015,36,1
Matthew Taylor,Burnley,2015,10,1
Fredrik Ulvestad,Burnley,2015,2,1
George Boyd,Burnley,2015,1,1
Cameron Howieson,Burnley,2015,0,1
Steven Hewitt,Burnley,2015,0,1
Scott Arfield,Burnley,2015,37,1
Sam Vokes,Burnley,2015,15,1
Danny Ings,Burnley,2015,35,1
Marvin Sordell,Burnley,2015,14,1
Lukas Jutkiewicz,Burnley,2015,25,1
Ashley Barnes,Burnley,2015,35,1
Jason Gilchrist,Burnley,2015,0,1
Nathaniel Chalobah,Burnley,2015,0,1
Luke Conlan,Burnley,2015,0,1
Danijel Nizic,Burnley,2015,0,1
Ntumba Massanka,Burnley,2015,0,1
Petr Cech,Chelsea,2015,7,11
Thibaut Courtois,Chelsea,2015,32,4
Mitchell Beeney,Chelsea,2015,0,1
Matej Delac,Chelsea,2015,0,5
Jamal Blackman,Chelsea,2015,0,5
Todd Kane,Chelsea,2015,0,3
Wallace Oliveira,Chelsea,2015,0,2
Kenneth Omeruo,Chelsea,2015,0,2
Branislav Ivanovic,Chelsea,2015,38,10
Filipe Luís,Chelsea,2015,15,1
Kurt Zouma,Chelsea,2015,15,2
Nathan Aké,Chelsea,2015,1,3
Gary Cahill,Chelsea,2015,36,4
John Terry,Chelsea,2015,38,18
César Azpilicueta,Chelsea,2015,29,3
Tomas Kalas,Chelsea,2015,0,5
Andreas Christensen,Chelsea,2015,1,5
Jay Dasilva,Chelsea,2015,0,1
Ola Aina,Chelsea,2015,0,1
Mario Pasalic,Chelsea,2015,0,1
John Swift,Chelsea,2015,0,2
Oriol Romeu,Chelsea,2015,0,4
Ulises Dávila,Chelsea,2015,0,4
Victor Moses,Chelsea,2015,0,3
Bertrand Traoré,Chelsea,2015,0,2
Christian Atsu,Chelsea,2015,0,2
Lewis Baker,Chelsea,2015,0,3
Nathaniel Chalobah,Chelsea,2015,0,5
Josh McEachran,Chelsea,2015,0,5
Gaël Kakuta,Chelsea,2015,0,7
Cesc Fàbregas,Chelsea,2015,34,1
Ramires,Chelsea,2015,23,5
Oscar,Chelsea,2015,28,3
Eden Hazard,Chelsea,2015,38,3
John Obi Mikel,Chelsea,2015,18,11
Nemanja Matic,Chelsea,2015,36,4
Willian,Chelsea,2015,36,2
Juan Cuadrado,Chelsea,2015,12,1
Lucas Piazon,Chelsea,2015,0,4
Jeremie Boga,Chelsea,2015,0,1
Ruben Loftus-Cheek,Chelsea,2015,3,3
Jordan Houghton,Chelsea,2015,0,1
Patrick Bamford,Chelsea,2015,0,4
Didier Drogba,Chelsea,2015,28,9
Loïc Remy,Chelsea,2015,2,1
Diego Costa,Chelsea,2015,26,1
Dominic Solanke,Chelsea,2015,0,1
Isaiah Brown,Chelsea,2015,1,1
Mohamed Salah,Chelsea,2015,3,2
Ryan Bertrand,Chelsea,2015,0,10
André Schürrle,Chelsea,2015,14,2
Stipe Perica,Chelsea,2015,0,2
Marko Marin,Chelsea,2015,0,3
Mark Schwarzer,Chelsea,2015,0,2
Fernando Torres,Chelsea,2015,0,5
Marco van Ginkel,Chelsea,2015,0,2
Jake Clarke-Salter,Chelsea,2015,0,1
Charly Musonda,Chelsea,2015,0,1
Julian Speroni,Crystal Palace,2015,36,3
Wayne Hennessey,Crystal Palace,2015,3,2
Chris Kettings,Crystal Palace,2015,0,1
Lewis Price,Crystal Palace,2015,0,2
Jack Hunt,Crystal Palace,2015,0,2
Peter Ramage,Crystal Palace,2015,0,2
Joel Ward,Crystal Palace,2015,37,2
Adrian Mariappa,Crystal Palace,2015,12,2
Brede Hangeland,Crystal Palace,2015,14,1
Paddy McCarthy,Crystal Palace,2015,0,2
Scott Dann,Crystal Palace,2015,34,2
Ezekiel Fryers,Crystal Palace,2015,0,1
Jerome Binnom-Williams,Crystal Palace,2015,0,2
Damien Delaney,Crystal Palace,2015,29,2
Martin Kelly,Crystal Palace,2015,31,1
Pape Souaré,Crystal Palace,2015,9,1
Ryan Inniss,Crystal Palace,2015,0,2
Yannick Bolasie,Crystal Palace,2015,34,2
Adlène Guédioura,Crystal Palace,2015,7,2
Wilfried Zaha,Crystal Palace,2015,0,1
Jerome Thomas,Crystal Palace,2015,1,2
Mile Jedinak,Crystal Palace,2015,24,2
James McArthur,Crystal Palace,2015,32,1
Jonathan Williams,Crystal Palace,2015,2,2
Jordon Mutch,Crystal Palace,2015,9,1
Lee Chung-yong,Crystal Palace,2015,3,1
Barry Bannan,Crystal Palace,2015,7,2
Joe Ledley,Crystal Palace,2015,32,2
Owen Garvan,Crystal Palace,2015,0,2
Hiram Boateng,Crystal Palace,2015,0,2
Sullay Kaikai,Crystal Palace,2015,0,3
Jake Gray,Crystal Palace,2015,0,1
Jason Puncheon,Crystal Palace,2015,37,3
Yaya Sanogo,Crystal Palace,2015,3,1
Fraizer Campbell,Crystal Palace,2015,20,1
Stephen Dobbie,Crystal Palace,2015,0,2
Dwight Gayle,Crystal Palace,2015,25,2
Glenn Murray,Crystal Palace,2015,17,2
Shola Ameobi,Crystal Palace,2015,4,1
Marouane Chamakh,Crystal Palace,2015,18,2
Kwesi Appiah,Crystal Palace,2015,0,2
Keshi Anderson,Crystal Palace,2015,0,1
Stuart O'Keefe,Crystal Palace,2015,2,2
Jimmy Kébé,Crystal Palace,2015,0,2
Kevin Doyle,Crystal Palace,2015,3,1
Alex Wynter,Crystal Palace,2015,0,2
Andrew Johnson,Crystal Palace,2015,0,2
Joel Robles,Everton,2015,7,2
Tim Howard,Everton,2015,32,10
Jindrich Stanek,Everton,2015,0,1
Russell Griffiths,Everton,2015,0,1
Tony Hibbert,Everton,2015,4,15
Leighton Baines,Everton,2015,31,8
Phil Jagielka,Everton,2015,37,8
Bryan Oviedo,Everton,2015,6,3
Sylvain Distin,Everton,2015,13,6
Seamus Coleman,Everton,2015,35,7
John Stones,Everton,2015,23,3
Tyias Browning,Everton,2015,2,3
Luke Garbutt,Everton,2015,4,6
Antolin Alcaraz,Everton,2015,8,2
Brendan Galloway,Everton,2015,2,1
Matthew Pennington,Everton,2015,0,2
Jonjoe Kenny,Everton,2015,0,1
Gethin Jones,Everton,2015,0,1
Francisco Júnior,Everton,2015,0,4
Darron Gibson,Everton,2015,9,4
Aiden McGeady,Everton,2015,16,2
Kevin Mirallas,Everton,2015,29,3
James McCarthy,Everton,2015,28,2
Muhamed Besic,Everton,2015,23,1
Gareth Barry,Everton,2015,33,2
Christian Atsu,Everton,2015,0,1
Ross Barkley,Everton,2015,29,5
Leon Osman,Everton,2015,21,15
Steven Pienaar,Everton,2015,9,8
Aaron Lennon,Everton,2015,9,1
John Lundstram,Everton,2015,0,3
Conor Grant,Everton,2015,0,1
Ryan Ledson,Everton,2015,0,3
Joe Williams,Everton,2015,0,1
Kieran Dowell,Everton,2015,0,1
Arouna Koné,Everton,2015,12,2
Romelu Lukaku,Everton,2015,36,2
Steven Naismith,Everton,2015,31,3
Conor McAleny,Everton,2015,0,6
Sam Byrne,Everton,2015,0,1
Chris Long,Everton,2015,0,2
Courtney Duffus,Everton,2015,0,1
Matthew Kennedy,Everton,2015,0,3
Samuel Eto'o,Everton,2015,14,1
Hallam Hope,Everton,2015,0,2
Shane Duffy,Everton,2015,0,7
Allan McGregor,Hull City,2015,26,3
Mark Oxley,Hull City,2015,0,4
Eldin Jakupovic,Hull City,2015,0,2
Steve Harper,Hull City,2015,10,2
Rory Watson,Hull City,2015,0,1
Liam Rosenior,Hull City,2015,13,2
Maynor Figueroa,Hull City,2015,3,2
Alex Bruce,Hull City,2015,22,2
James Chester,Hull City,2015,23,2
Curtis Davies,Hull City,2015,21,2
Harry Maguire,Hull City,2015,3,1
Paul McShane,Hull City,2015,20,5
Joe Dudgeon,Hull City,2015,0,2
Michael Dawson,Hull City,2015,0,1
Andrew Robertson,Hull City,2015,24,1
Conor Townsend,Hull City,2015,0,2
Brian Lenihan,Hull City,2015,0,1
David Meyler,Hull City,2015,28,2
Tom Huddlestone,Hull City,2015,31,2
Robert Snodgrass,Hull City,2015,1,1
Robbie Brady,Hull City,2015,27,2
Jake Livermore,Hull City,2015,35,2
Mohamed Diamé,Hull City,2015,3,1
Tom Ince,Hull City,2015,7,1
Gastón Ramírez,Hull City,2015,1,1
Ahmed El Mohamady,Hull City,2015,38,2
Stephen Quinn,Hull City,2015,28,2
Abel Hernández,Hull City,2015,25,1
Nikica Jelavic,Hull City,2015,26,2
Yannick Sagbo,Hull City,2015,4,2
Sone Aluko,Hull City,2015,25,2
Dame N'Doye,Hull City,2015,15,1
Calaum Jahraldo-Martin,Hull City,2015,0,2
Hatem Ben Arfa,Hull City,2015,0,1
George Boyd,Hull City,2015,1,2
Greg Luer,Hull City,2015,0,1
Matt Dixon,Hull City,2015,0,1
Kasper Schmeichel,Leicester City,2015,24,1
Ben Hamer,Leicester City,2015,8,1
Conrad Logan,Leicester City,2015,0,1
Adam Smith,Leicester City,2015,0,1
Mark Schwarzer,Leicester City,2015,0,1
Ritchie de Laet,Leicester City,2015,26,1
Paul Konchesky,Leicester City,2015,26,1
Wes Morgan,Leicester City,2015,37,1
Matt Upson,Leicester City,2015,5,1
Robert Huth,Leicester City,2015,1,1
Danny Simpson,Leicester City,2015,1,1
Liam Moore,Leicester City,2015,11,1
Zoumana Bakayogo,Leicester City,2015,0,1
Marcin Wasilewski,Leicester City,2015,25,1
Daniel Drinkwater,Leicester City,2015,23,1
Dean Hammond,Leicester City,2015,12,1
Matty James,Leicester City,2015,27,1
Andy King,Leicester City,2015,24,1
Marc Albrighton,Leicester City,2015,18,1
Jeffrey Schlupp,Leicester City,2015,32,1
Esteban Cambiasso,Leicester City,2015,31,1
Anthony Knockaert,Leicester City,2015,9,1
Riyad Mahrez,Leicester City,2015,30,1
Jack Barmby,Leicester City,2015,0,1
Ryan Watson,Leicester City,2015,0,1
Paul Gallagher,Leicester City,2015,0,1
Jamie Vardy,Leicester City,2015,34,1
Tom Lawrence,Leicester City,2015,0,1
Tom Hopper,Leicester City,2015,0,1
Gary Taylor-Fletcher,Leicester City,2015,1,1
Leonardo Ulloa,Leicester City,2015,37,1
David Nugent,Leicester City,2015,29,1
Chris Wood,Leicester City,2015,7,1
Andrej Kramaric,Leicester City,2015,13,1
Nick Powell,Leicester City,2015,0,1
James Pearson,Leicester City,2015,0,1
Michael Cain,Leicester City,2015,0,1
Harry Panayiotou,Leicester City,2015,0,1
Jacob Blyth,Leicester City,2015,0,1
Joseph Dodoo,Leicester City,2015,0,1
Brad Jones,Liverpool,2015,3,5
Simon Mignolet,Liverpool,2015,36,2
Danny Ward,Liverpool,2015,0,5
Glen Johnson,Liverpool,2015,19,6
José Enrique,Liverpool,2015,4,4
Kolo Touré,Liverpool,2015,12,2
Dejan Lovren,Liverpool,2015,26,1
Sebastián Coates,Liverpool,2015,0,4
Mamadou Sakho,Liverpool,2015,16,2
Alberto Moreno,Liverpool,2015,28,1
Javier Manquillo,Liverpool,2015,10,1
Tiago Ilori,Liverpool,2015,0,2
Martin Skrtel,Liverpool,2015,33,8
Jon Flanagan,Liverpool,2015,0,7
Ryan McLaughlin,Liverpool,2015,0,3
Andre Wisdom,Liverpool,2015,0,5
Luis Alberto,Liverpool,2015,0,2
Steven Gerrard,Liverpool,2015,29,17
Philippe Coutinho,Liverpool,2015,35,3
Jordan Henderson,Liverpool,2015,37,4
Adam Lallana,Liverpool,2015,27,1
Lucas Leiva,Liverpool,2015,20,9
Emre Can,Liverpool,2015,27,1
Joe Allen,Liverpool,2015,21,3
Raheem Sterling,Liverpool,2015,35,4
Cameron Brannagan,Liverpool,2015,0,3
Jordon Ibe,Liverpool,2015,12,3
Jordan Rossiter,Liverpool,2015,0,2
João Teixeira,Liverpool,2015,0,4
Divock Origi,Liverpool,2015,0,1
Iago Aspas,Liverpool,2015,0,2
Rickie Lambert,Liverpool,2015,25,1
Daniel Sturridge,Liverpool,2015,12,3
Fabio Borini,Liverpool,2015,12,3
Mario Balotelli,Liverpool,2015,16,1
Jerome Sinclair,Liverpool,2015,2,3
Lazar Markovic,Liverpool,2015,19,1
Sheyi Ojo,Liverpool,2015,0,1
Suso,Liverpool,2015,0,4
Oussama Assaidi,Liverpool,2015,0,3
Krisztian Adorjan,Liverpool,2015,0,3
Daniel Agger,Liverpool,2015,0,10
Jack Robinson,Liverpool,2015,0,6
Kevin Stewart,Liverpool,2015,0,1
Brad Smith,Liverpool,2015,0,3
Lloyd Jones,Liverpool,2015,0,3
Kristoffer Peterson,Liverpool,2015,0,1
Adam Phillips,Liverpool,2015,0,1
Joe Hart,Manchester City,2015,36,9
Willy Caballero,Manchester City,2015,2,1
Richard Wright,Manchester City,2015,0,3
Micah Richards,Manchester City,2015,0,10
Bacary Sagna,Manchester City,2015,9,1
Vincent Kompany,Manchester City,2015,25,7
Pablo Zabaleta,Manchester City,2015,29,7
Aleksandar Kolarov,Manchester City,2015,21,5
Karim Rekik,Manchester City,2015,0,4
Eliaquim Mangala,Manchester City,2015,25,1
Gaël Clichy,Manchester City,2015,23,4
Martín Demichelis,Manchester City,2015,31,2
Dedryck Boyata,Manchester City,2015,2,6
Angeliño,Manchester City,2015,0,1
Fernando,Manchester City,2015,25,1
James Milner,Manchester City,2015,32,5
Samir Nasri,Manchester City,2015,24,4
Jesús Navas,Manchester City,2015,35,2
Frank Lampard,Manchester City,2015,32,1
David Silva,Manchester City,2015,32,5
Fernandinho,Manchester City,2015,33,2
Bruno Zuculini,Manchester City,2015,0,1
Yaya Touré,Manchester City,2015,29,5
Bersant Celina,Manchester City,2015,0,2
Rony Lopes,Manchester City,2015,0,3
George Glendon,Manchester City,2015,0,1
Álvaro Negredo,Manchester City,2015,0,2
Edin Dzeko,Manchester City,2015,22,5
Wilfried Bony,Manchester City,2015,20,1
Sergio Agüero,Manchester City,2015,33,4
Stevan Jovetic,Manchester City,2015,17,2
John Guidetti,Manchester City,2015,0,5
Thierry Ambrose,Manchester City,2015,0,1
José Pozo,Manchester City,2015,3,1
Scott Sinclair,Manchester City,2015,2,3
George Evans,Manchester City,2015,0,3
Brandon Barker,Manchester City,2015,0,1
Matija Nastasic,Manchester City,2015,0,3
Sinan Bytyqi,Manchester City,2015,0,1
Emyr Huws,Manchester City,2015,0,3
Ellis Plummer,Manchester City,2015,0,4
James Horsfield,Manchester City,2015,0,6
Cameron Humphreys-Grant,Manchester City,2015,0,3
Seko Fofana,Manchester City,2015,0,3
Jason Denayer,Manchester City,2015,0,1
Pablo Maffeo,Manchester City,2015,0,2
Kelechi Iheanacho,Manchester City,2015,0,1
Manu García,Manchester City,2015,0,1
Greg Leigh,Manchester City,2015,0,1
Mathias Bossaerts,Manchester City,2015,0,1
Ian Lawlor,Manchester City,2015,0,1
David de Gea,Manchester United,2015,37,4
Anders Lindegaard,Manchester United,2015,0,5
Víctor Valdés,Manchester United,2015,2,1
Ben Amos,Manchester United,2015,0,7
Sam Johnstone,Manchester United,2015,0,4
Rafael,Manchester United,2015,10,7
Luke Shaw,Manchester United,2015,16,1
Phil Jones,Manchester United,2015,22,4
Marcos Rojo,Manchester United,2015,22,1
Jonny Evans,Manchester United,2015,14,9
Chris Smalling,Manchester United,2015,25,5
Paddy McNair,Manchester United,2015,16,1
Saidy Janko,Manchester United,2015,0,1
Tom Thorpe,Manchester United,2015,1,3
Reece James,Manchester United,2015,0,2
Tyler Blackett,Manchester United,2015,11,1
Nani,Manchester United,2015,1,8
Ángel Di María,Manchester United,2015,27,1
Juan Mata,Manchester United,2015,33,2
Adnan Januzaj,Manchester United,2015,18,3
Michael Carrick,Manchester United,2015,18,9
Daley Blind,Manchester United,2015,25,1
Ashley Young,Manchester United,2015,26,4
Ander Herrera,Manchester United,2015,26,1
Nick Powell,Manchester United,2015,0,3
Tom Cleverley,Manchester United,2015,1,8
Antonio Valencia,Manchester United,2015,32,6
Marouane Fellaini,Manchester United,2015,27,2
Jesse Lingard,Manchester United,2015,1,4
Andreas Pereira,Manchester United,2015,1,1
Ángelo Henríquez,Manchester United,2015,0,3
Falcao,Manchester United,2015,26,1
Wayne Rooney,Manchester United,2015,33,11
Chicharito,Manchester United,2015,1,5
Robin van Persie,Manchester United,2015,27,3
Will Keane,Manchester United,2015,0,5
James Wilson,Manchester United,2015,13,2
Anderson,Manchester United,2015,1,8
Marnick Vermijl,Manchester United,2015,0,4
Darren Fletcher,Manchester United,2015,11,15
Guillermo Varela,Manchester United,2015,0,2
Danny Welbeck,Manchester United,2015,2,8
Tom Lawrence,Manchester United,2015,0,2
Shinji Kagawa,Manchester United,2015,0,3
Wilfried Zaha,Manchester United,2015,0,3
Michael Keane,Manchester United,2015,1,4
Tim Krul,Newcastle United,2015,30,8
Karl Darlow,Newcastle United,2015,0,1
Robert Elliot,Newcastle United,2015,3,4
Jak Alnwick,Newcastle United,2015,6,3
Freddie Woodman,Newcastle United,2015,0,3
Fabricio Coloccini,Newcastle United,2015,32,6
Ryan Taylor,Newcastle United,2015,14,6
Jamaal Lascelles,Newcastle United,2015,0,1
Mike Williamson,Newcastle United,2015,31,5
Massadio Haidara,Newcastle United,2015,15,3
Daryl Janmaat,Newcastle United,2015,37,1
Steven Taylor,Newcastle United,2015,10,12
Curtis Good,Newcastle United,2015,0,3
Remie Streete,Newcastle United,2015,0,3
Paul Dummett,Newcastle United,2015,25,4
Lubomir Satka,Newcastle United,2015,0,2
Shane Ferguson,Newcastle United,2015,0,5
Kevin Mbabu,Newcastle United,2015,0,3
Jamie Sterry,Newcastle United,2015,0,2
Moussa Sissoko,Newcastle United,2015,34,3
Vurnon Anita,Newcastle United,2015,19,3
Siem de Jong,Newcastle United,2015,4,1
Yoan Gouffran,Newcastle United,2015,31,3
Sylvain Marveaux,Newcastle United,2015,0,4
Jack Colback,Newcastle United,2015,35,1
Rolando Aarons,Newcastle United,2015,4,1
Jonás Gutiérrez,Newcastle United,2015,10,6
Rémy Cabella,Newcastle United,2015,31,1
Haris Vuckic,Newcastle United,2015,1,8
Cheick Tioté,Newcastle United,2015,11,5
Gabriel Obertan,Newcastle United,2015,13,4
Mehdi Abeid,Newcastle United,2015,13,4
Gael Bigirimana,Newcastle United,2015,0,5
Olivier Kemen,Newcastle United,2015,0,1
Callum Roberts,Newcastle United,2015,0,1
Papiss Demba Cissé,Newcastle United,2015,22,4
Facundo Ferreyra,Newcastle United,2015,0,1
Ayoze Pérez,Newcastle United,2015,36,1
Sammy Ameobi,Newcastle United,2015,25,5
Emmanuel Rivière,Newcastle United,2015,23,1
Adam Armstrong,Newcastle United,2015,11,2
Adam Campbell,Newcastle United,2015,0,3
Alex Gilliead,Newcastle United,2015,0,1
Davide Santon,Newcastle United,2015,0,4
Mapou Yanga-Mbiwa,Newcastle United,2015,0,3
Hatem Ben Arfa,Newcastle United,2015,0,6
Robert Green,Queens Park Rangers,2015,36,2
Alex McCarthy,Queens Park Rangers,2015,3,1
Brian Murphy,Queens Park Rangers,2015,0,3
Jack Robinson,Queens Park Rangers,2015,0,1
Armand Traore,Queens Park Rangers,2015,16,3
Steven Caulker,Queens Park Rangers,2015,35,1
Rio Ferdinand,Queens Park Rangers,2015,11,1
Clint Hill,Queens Park Rangers,2015,19,3
Yun Suk-Young,Queens Park Rangers,2015,23,2
Mauricio Isla,Queens Park Rangers,2015,26,1
Nedum Onuoha,Queens Park Rangers,2015,23,3
Richard Dunne,Queens Park Rangers,2015,23,1
Max Ehmer,Queens Park Rangers,2015,0,3
Jamie Sendles-White,Queens Park Rangers,2015,0,1
Darnell Furlong,Queens Park Rangers,2015,3,1
Cole Kpekawa,Queens Park Rangers,2015,1,1
Matt Phillips,Queens Park Rangers,2015,25,1
Joey Barton,Queens Park Rangers,2015,28,3
Leroy Fer,Queens Park Rangers,2015,29,1
Shaun Wright-Phillips,Queens Park Rangers,2015,4,3
Jermaine Jenas,Queens Park Rangers,2015,0,2
Frankie Sutherland,Queens Park Rangers,2015,0,2
Alejandro Faurlin,Queens Park Rangers,2015,2,3
Niko Kranjcar,Queens Park Rangers,2015,22,1
Karl Henry,Queens Park Rangers,2015,33,1
Hogan Ephraim,Queens Park Rangers,2015,0,3
David Junior Hoilett,Queens Park Rangers,2015,22,2
Adel Taarabt,Queens Park Rangers,2015,7,3
Sandro,Queens Park Rangers,2015,0,1
Aaron Mitchell,Queens Park Rangers,2015,0,1
Michael Doughty,Queens Park Rangers,2015,3,3
Reece Grego-Cox,Queens Park Rangers,2015,4,1
Brandon Comley,Queens Park Rangers,2015,1,1
Michael Petrasso,Queens Park Rangers,2015,0,2
Charlie Austin,Queens Park Rangers,2015,35,1
Eduardo Vargas,Queens Park Rangers,2015,21,1
Bobby Zamora,Queens Park Rangers,2015,31,3
Mauro Zárate,Queens Park Rangers,2015,7,1
Jordon Mutch,Queens Park Rangers,2015,9,1
Josh Laurent,Queens Park Rangers,2015,0,1
Michael Harriman,Queens Park Rangers,2015,0,3
Loïc Remy,Queens Park Rangers,2015,2,2
Danny Simpson,Queens Park Rangers,2015,1,1
Julio César,Queens Park Rangers,2015,0,2
Samba Diakité,Queens Park Rangers,2015,0,3
Kelvin Davis,Southampton,2015,7,3
Fraser Forster,Southampton,2015,30,1
Paulo Gazzaniga,Southampton,2015,2,3
Artur Boruc,Southampton,2015,0,3
Cody Cropper,Southampton,2015,0,3
Nathaniel Clyne,Southampton,2015,35,3
Maya Yoshida,Southampton,2015,22,3
Florin Gardos,Southampton,2015,11,1
José Fonte,Southampton,2015,37,3
Toby Alderweireld,Southampton,2015,26,1
Ryan Bertrand,Southampton,2015,0,1
Jos Hooiveld,Southampton,2015,0,3
Jason McCarthy,Southampton,2015,1,2
Matt Targett,Southampton,2015,6,2
Jack Stephens,Southampton,2015,0,5
Gastón Ramírez,Southampton,2015,1,3
Morgan Schneiderlin,Southampton,2015,26,3
Steven Davis,Southampton,2015,35,3
Sadio Mané,Southampton,2015,30,1
Dusan Tadic,Southampton,2015,31,1
Victor Wanyama,Southampton,2015,32,2
Filip Djuricic,Southampton,2015,9,1
James Ward-Prowse,Southampton,2015,25,3
Eljero Elia,Southampton,2015,16,1
Lloyd Isgrove,Southampton,2015,1,3
Harrison Reed,Southampton,2015,9,2
Jake Flannigan,Southampton,2015,0,1
Sam McQueen,Southampton,2015,0,3
Jake Hesketh,Southampton,2015,2,1
Dominic Gape,Southampton,2015,1,3
Shane Long,Southampton,2015,32,1
Jay Rodriguez,Southampton,2015,0,3
Graziano Pellè,Southampton,2015,38,1
Emmanuel Mayuka,Southampton,2015,5,3
Sam Gallagher,Southampton,2015,0,2
Ryan Seager,Southampton,2015,1,1
Pablo Daniel Osvaldo,Southampton,2015,0,2
Jack Cork,Southampton,2015,12,3
Saphir Taïder,Southampton,2015,0,1
Asmir Begovic,Stoke City,2015,35,6
Jack Butland,Stoke City,2015,3,3
Thomas Sørensen,Stoke City,2015,0,7
Daniel Bachmann,Stoke City,2015,0,2
