Player,Team,Season,Appearances,SeasonAtTeam
Viktor Unnar Illugason,Reading,2007,0,1
Curtis Ujah,Reading,2007,0,1
Pierre Joseph-Dubois,Reading,2007,0,1
Paddy Kenny,Sheffield United,2007,34,1
Ian Bennett,Sheffield United,2007,2,1
Paul Gerrard,Sheffield United,2007,2,1
Leigh Bromby,Sheffield United,2007,17,1
Nick Montgomery,Sheffield United,2007,26,1
Claude Davis,Sheffield United,2007,21,1
Chris Morgan,Sheffield United,2007,24,1
Matthew Kilgallon,Sheffield United,2007,6,1
David Sommeil,Sheffield United,2007,5,1
Robert Kozluk,Sheffield United,2007,19,1
Chris Armstrong,Sheffield United,2007,27,1
Chris Lucketti,Sheffield United,2007,8,1
Craig Short,Sheffield United,2007,0,1
Alan Wright,Sheffield United,2007,1,1
Derek Geary,Sheffield United,2007,26,1
Ben Starosta,Sheffield United,2007,0,1
Evan Horwood,Sheffield United,2007,0,1
Mamadou Seck,Sheffield United,2007,0,1
Lloyd Kerry,Sheffield United,2007,0,1
Sam Wedgbury,Sheffield United,2007,0,1
Nicky Travis,Sheffield United,2007,0,1
Phil Jagielka,Sheffield United,2007,38,1
Alan Quinn,Sheffield United,2007,19,1
Michael Tonge,Sheffield United,2007,27,1
Keith Gillespie,Sheffield United,2007,31,1
Mikele Leigertwood,Sheffield United,2007,19,1
Ahmed Fathy,Sheffield United,2007,3,1
Stephen Quinn,Sheffield United,2007,15,1
Li Tie,Sheffield United,2007,0,1
Nicky Law,Sheffield United,2007,4,1
Kazim,Sheffield United,2007,27,1
James Ashmore,Sheffield United,2007,0,1
Ian Ross,Sheffield United,2007,0,1
Colin Marrison,Sheffield United,2007,0,1
Luton Shelton,Sheffield United,2007,4,1
Jon Stead,Sheffield United,2007,14,1
Robert Hulse,Sheffield United,2007,29,1
Danny Webber,Sheffield United,2007,22,1
Jonathan Forte,Sheffield United,2007,0,1
Christian Nade,Sheffield United,2007,25,1
Jordan Robertson,Sheffield United,2007,0,1
Geoff Horsfield,Sheffield United,2007,0,1
Hao Haidong,Sheffield United,2007,0,1
Dean Oliver,Sheffield United,2007,0,1
Chris Robertson,Sheffield United,2007,0,1
Steve Kabba,Sheffield United,2007,7,1
Neil Shipperley,Sheffield United,2007,0,1
Paul Ifill,Sheffield United,2007,3,1
Kevan Hurst,Sheffield United,2007,0,1
David Unsworth,Sheffield United,2007,5,1
Ade Akinbiyi,Sheffield United,2007,3,1
Ben Alnwick,Tottenham Hotspur,2007,0,1
Paul Robinson,Tottenham Hotspur,2007,38,3
Radek Cerny,Tottenham Hotspur,2007,0,4
Robert Burch,Tottenham Hotspur,2007,0,6
Oscar Jansson,Tottenham Hotspur,2007,0,1
Rodrigo Defendi,Tottenham Hotspur,2007,0,3
Lee Young-Pyo,Tottenham Hotspur,2007,21,2
Pascal Chimbonda,Tottenham Hotspur,2007,1,1
Paul Stalteri,Tottenham Hotspur,2007,6,2
Michael Dawson,Tottenham Hotspur,2007,37,3
Ledley King,Tottenham Hotspur,2007,21,9
Philip Ifil,Tottenham Hotspur,2007,1,3
Anthony Gardner,Tottenham Hotspur,2007,8,8
Dorian Dervite,Tottenham Hotspur,2007,0,1
Benoit Assou-Ekotto,Tottenham Hotspur,2007,16,1
Ricardo Rocha,Tottenham Hotspur,2007,9,1
Leigh Mills,Tottenham Hotspur,2007,0,3
Adel Taarabt,Tottenham Hotspur,2007,2,1
Charlie Daniels,Tottenham Hotspur,2007,0,1
Didier Zokora,Tottenham Hotspur,2007,31,1
Tom Huddlestone,Tottenham Hotspur,2007,21,2
Teemu Tainio,Tottenham Hotspur,2007,21,2
Aaron Lennon,Tottenham Hotspur,2007,26,2
Danny Murphy,Tottenham Hotspur,2007,12,2
Steed Malbranque,Tottenham Hotspur,2007,25,1
Hossam Ghaly,Tottenham Hotspur,2007,21,2
Reto Ziegler,Tottenham Hotspur,2007,1,3
Jermaine Jenas,Tottenham Hotspur,2007,25,2
Wayne Routledge,Tottenham Hotspur,2007,0,2
Jamie O'Hara,Tottenham Hotspur,2007,0,2
Jake Livermore,Tottenham Hotspur,2007,0,1
Emil Hallfredsson,Tottenham Hotspur,2007,0,3
Charlie Lee,Tottenham Hotspur,2007,0,1
Terry Dixon,Tottenham Hotspur,2007,0,2
Mark Yeates,Tottenham Hotspur,2007,0,5
Andy Barcham,Tottenham Hotspur,2007,0,1
Dimitar Berbatov,Tottenham Hotspur,2007,33,1
Robbie Keane,Tottenham Hotspur,2007,0,5
Mido,Tottenham Hotspur,2007,12,3
Jermain Defoe,Tottenham Hotspur,2007,0,4
Lee Barnard,Tottenham Hotspur,2007,0,5
Tomas Pekhart,Tottenham Hotspur,2007,0,1
Edgar Davids,Tottenham Hotspur,2007,9,2
Calum Davenport,Tottenham Hotspur,2007,10,3
Marton Fülöp,Tottenham Hotspur,2007,0,3
Alec Chamberlain,Watford,2007,1,2
Scott Loach,Watford,2007,0,1
Richard Lee,Watford,2007,10,1
Ben Foster,Watford,2007,0,1
Cedric Avinel,Watford,2007,1,1
James Chambers,Watford,2007,12,1
Jordan Stewart,Watford,2007,31,1
Danny Shittu,Watford,2007,30,1
Clarke Carlisle,Watford,2007,4,1
Adrian Mariappa,Watford,2007,19,1
Jay DeMerit,Watford,2007,32,1
Chris Powell,Watford,2007,15,1
Lloyd Doyley,Watford,2007,21,1
Malky MacKay,Watford,2007,14,1
Junior Osborne,Watford,2007,0,1
Sheku Kamara,Watford,2007,0,1
Jordan Parkes,Watford,2007,0,1
Chris Eagles,Watford,2007,2,2
Damien Francis,Watford,2007,32,1
Gavin Mahon,Watford,2007,34,1
Dominic Blizzard,Watford,2007,0,1
Lee Williamson,Watford,2007,5,1
Anthony McNamee,Watford,2007,7,1
Al Bangura,Watford,2007,16,1
Gareth Williams,Watford,2007,3,1
Toumani Diagouraga,Watford,2007,0,1
Johan Cavalli,Watford,2007,3,1
Ben Gill,Watford,2007,0,1
Alexa Campana,Watford,2007,0,1
Francino Francis,Watford,2007,0,1
Harry Forrester,Watford,2007,0,1
Tommy Smith,Watford,2007,32,2
Marlon King,Watford,2007,13,1
Tamás Priskin,Watford,2007,16,1
Darius Henderson,Watford,2007,35,1
Steve Kabba,Watford,2007,7,1
Hameur Bouazza,Watford,2007,32,1
Theo Robinson,Watford,2007,1,1
Will Hoskins,Watford,2007,9,1
Moses Ashikodi,Watford,2007,2,1
Albert Jarrett,Watford,2007,1,1
Stephane Claude Seanla,Watford,2007,0,1
Ashley Young,Watford,2007,20,1
Matthew Spring,Watford,2007,6,1
Junior,Watford,2007,0,1
Joel Grant,Watford,2007,0,1
Roy Carroll,West Ham United,2007,12,2
Robert Green,West Ham United,2007,26,1
Jimmy Walker,West Ham United,2007,0,2
Marek Stech,West Ham United,2007,0,1
Tyrone Mears,West Ham United,2007,5,1
Lucas Neill,West Ham United,2007,20,1
Paul Konchesky,West Ham United,2007,22,2
George McCartney,West Ham United,2007,22,1
Danny Gabbidon,West Ham United,2007,18,2
Anton Ferdinand,West Ham United,2007,31,3
John Pantsil,West Ham United,2007,5,1
Matt Upson,West Ham United,2007,2,1
Jonathan Spector,West Ham United,2007,25,1
James Collins,West Ham United,2007,16,2
Christian Dailly,West Ham United,2007,14,5
Calum Davenport,West Ham United,2007,10,1
Matthew Etherington,West Ham United,2007,27,2
Luis Boa Morte,West Ham United,2007,15,1
Yossi Benayoun,West Ham United,2007,29,2
Mark Noble,West Ham United,2007,10,2
Hayden Mullins,West Ham United,2007,30,2
Nigel Reo-Coker,West Ham United,2007,35,2
Tony Stokes,West Ham United,2007,0,2
Nigel Quashie,West Ham United,2007,7,1
Shaun Newton,West Ham United,2007,3,2
Kyel Reid,West Ham United,2007,0,2
Lee Bowyer,West Ham United,2007,20,2
Yaniv Katan,West Ham United,2007,0,2
Teddy Sheringham,West Ham United,2007,17,2
Carlton Cole,West Ham United,2007,17,1
Dean Ashton,West Ham United,2007,0,2
Marlon Harewood,West Ham United,2007,32,2
Bobby Zamora,West Ham United,2007,32,2
Hogan Ephraim,West Ham United,2007,0,2
Carlos Tévez,West Ham United,2007,26,1
Kepa,West Ham United,2007,8,1
Javier Mascherano,West Ham United,2007,5,1
Gábor Király,West Ham United,2007,0,1
Stephen Bywater,West Ham United,2007,0,8
Carlo Nash,Wigan Athletic,2007,0,1
John Filan,Wigan Athletic,2007,10,2
Chris Kirkland,Wigan Athletic,2007,0,2
Mike Pollitt,Wigan Athletic,2007,3,2
Arjan De Zeeuw,Wigan Athletic,2007,21,2
Andreas Granqvist,Wigan Athletic,2007,0,1
Dariusz Adamczuk,Wigan Athletic,2007,0,2
Ryan Taylor,Wigan Athletic,2007,16,2
Matt Jackson,Wigan Athletic,2007,20,2
Fitz Hall,Wigan Athletic,2007,24,1
Paul Scharner,Wigan Athletic,2007,25,2
Kevin Kilbane,Wigan Athletic,2007,2,1
Emmerson Boyce,Wigan Athletic,2007,34,1
Andy Webster,Wigan Athletic,2007,4,1
David Unsworth,Wigan Athletic,2007,5,1
Leighton Baines,Wigan Athletic,2007,35,2
Joey Waterhouse,Wigan Athletic,2007,0,2
Antonio Valencia,Wigan Athletic,2007,22,1
Lee McCulloch,Wigan Athletic,2007,29,2
Andreas Johansson,Wigan Athletic,2007,12,2
Denny Landzaat,Wigan Athletic,2007,33,1
Tomasz Cywka,Wigan Athletic,2007,0,1
Josip Skoko,Wigan Athletic,2007,28,2
Tomasz Kupisz,Wigan Athletic,2007,0,1
Lewis Montrose,Wigan Athletic,2007,0,1
David Owens,Wigan Athletic,2007,0,1
Emile Heskey,Wigan Athletic,2007,34,1
Julius Aghahowa,Wigan Athletic,2007,6,1
Caleb Folan,Wigan Athletic,2007,13,1
David Cotterill,Wigan Athletic,2007,16,1
Henri Camara,Wigan Athletic,2007,23,2
Kristofer Haestad,Wigan Athletic,2007,2,2
Steve McMillan,Wigan Athletic,2007,0,2
Gary Teale,Wigan Athletic,2007,12,2
David Wright,Wigan Athletic,2007,12,2
Svetoslav Todorov,Wigan Athletic,2007,4,2
David Connolly,Wigan Athletic,2007,2,2
Pascal Chimbonda,Wigan Athletic,2007,1,2
Graham Kavanagh,Wigan Athletic,2007,2,2
