Player,Team,Season,Appearances,SeasonAtTeam
Isaiah Osbourne,Aston Villa,2007,11,1
Luke Moore,Aston Villa,2007,13,4
John Carew,Aston Villa,2007,11,1
Gabriel Agbonlahor,Aston Villa,2007,38,3
Chris Sutton,Aston Villa,2007,8,1
Shaun Maloney,Aston Villa,2007,8,1
Tobias Mikaelsson,Aston Villa,2007,0,2
Zoltán Stieber,Aston Villa,2007,0,2
Sam Williams,Aston Villa,2007,0,2
Juan Pablo Ángel,Aston Villa,2007,23,7
Paul Green,Aston Villa,2007,0,1
Milan Baros,Aston Villa,2007,17,2
Gábor Király,Aston Villa,2007,0,2
Didier Agathe,Aston Villa,2007,5,1
Peter Whittingham,Aston Villa,2007,3,5
Ulises de la Cruz,Aston Villa,2007,0,5
Kevin Phillips,Aston Villa,2007,0,2
Zac Jones,Blackburn Rovers,2007,0,2
Brad Friedel,Blackburn Rovers,2007,38,6
Peter Enckelman,Blackburn Rovers,2007,0,5
Jason Brown,Blackburn Rovers,2007,1,1
Zurab Khizanishvili,Blackburn Rovers,2007,18,2
Yassine El Ghanassy,Blackburn Rovers,2007,0,1
André Ooijer,Blackburn Rovers,2007,20,1
Stephen Warnock,Blackburn Rovers,2007,1,1
Martin Olsson,Blackburn Rovers,2007,0,2
Andrew Todd,Blackburn Rovers,2007,9,5
Christopher Samba,Blackburn Rovers,2007,14,1
Ryan Nelsen,Blackburn Rovers,2007,12,3
Stéphane Henchoz,Blackburn Rovers,2007,12,3
Bruno Berner,Blackburn Rovers,2007,1,1
Andy Taylor,Blackburn Rovers,2007,0,3
Tony Kane,Blackburn Rovers,2007,0,1
Michael Gray,Blackburn Rovers,2007,11,4
Eddie Nolan,Blackburn Rovers,2007,0,1
Joe Garner,Blackburn Rovers,2007,0,1
Mamadi Keita,Blackburn Rovers,2007,0,1
Kerimoglou Tugay,Blackburn Rovers,2007,30,6
Brett Emerton,Blackburn Rovers,2007,34,4
Robbie Savage,Blackburn Rovers,2007,21,3
David Dunn,Blackburn Rovers,2007,11,5
David Bentley,Blackburn Rovers,2007,36,3
Morten Gamst Pedersen,Blackburn Rovers,2007,36,3
Aaron Mokoena,Blackburn Rovers,2007,27,3
Steven Reid,Blackburn Rovers,2007,3,4
Sergio Peter,Blackburn Rovers,2007,9,2
Keith Treacy,Blackburn Rovers,2007,0,1
Bryan Hodge,Blackburn Rovers,2007,0,1
Keith Barker,Blackburn Rovers,2007,0,1
Shabani Nonda,Blackburn Rovers,2007,26,1
Benni McCarthy,Blackburn Rovers,2007,36,1
Paul Gallagher,Blackburn Rovers,2007,16,5
Francis Jeffers,Blackburn Rovers,2007,10,1
Matt Derbyshire,Blackburn Rovers,2007,22,4
Jason Roberts,Blackburn Rovers,2007,18,1
Jay McEveley,Blackburn Rovers,2007,4,5
Lucas Neill,Blackburn Rovers,2007,20,6
Dominic Matteo,Blackburn Rovers,2007,0,3
Shefki Kuqi,Blackburn Rovers,2007,1,2
Jonathan Douglas,Blackburn Rovers,2007,0,6
Przemyslaw Kazimierczak,Bolton Wanderers,2007,0,1
Ian Walker,Bolton Wanderers,2007,0,2
Jussi Jääskeläinen,Bolton Wanderers,2007,38,7
Ali Al Habsi,Bolton Wanderers,2007,0,2
Sam Ashton,Bolton Wanderers,2007,0,2
Nicky Hunt,Bolton Wanderers,2007,33,6
Abdoulaye Méité,Bolton Wanderers,2007,35,1
Tal Ben Haim,Bolton Wanderers,2007,32,3
César,Bolton Wanderers,2007,1,1
Jaroslaw Fojut,Bolton Wanderers,2007,0,2
Lubomir Michalik,Bolton Wanderers,2007,4,1
Blazej Augustyn,Bolton Wanderers,2007,0,2
Scott Jamieson,Bolton Wanderers,2007,0,1
Bédi Buval,Bolton Wanderers,2007,0,2
Michael Roddy,Bolton Wanderers,2007,0,1
Kevin Nolan,Bolton Wanderers,2007,31,6
Gary Speed,Bolton Wanderers,2007,38,3
Stelios Giannakopoulos,Bolton Wanderers,2007,23,4
Ivan Campo,Bolton Wanderers,2007,34,5
Ricardo Gardner,Bolton Wanderers,2007,18,6
David Thompson,Bolton Wanderers,2007,12,1
Andranik Teymourian,Bolton Wanderers,2007,17,1
Quinton Fortune,Bolton Wanderers,2007,6,1
Idan Tal,Bolton Wanderers,2007,16,1
Abdoulaye Faye,Bolton Wanderers,2007,32,3
Joey O'Brien,Bolton Wanderers,2007,0,3
Robert Sissons,Bolton Wanderers,2007,0,2
El Hadji Diouf,Bolton Wanderers,2007,33,4
Zoltán Harsányi,Bolton Wanderers,2007,0,1
Kevin Davies,Bolton Wanderers,2007,30,4
Ricardo Vaz Te,Bolton Wanderers,2007,25,4
James Sinclair,Bolton Wanderers,2007,2,2
Nicolas Anelka,Bolton Wanderers,2007,35,1
Johann Smith,Bolton Wanderers,2007,1,1
Chris Howarth,Bolton Wanderers,2007,0,2
Henrik Pedersen,Bolton Wanderers,2007,18,6
Jared Borgetti,Bolton Wanderers,2007,0,2
Robert Elliot,Charlton Athletic,2007,0,5
Darren Randolph,Charlton Athletic,2007,1,5
Thomas Myhre,Charlton Athletic,2007,1,2
Scott Carson,Charlton Athletic,2007,0,1
Mark Staunton,Charlton Athletic,2007,0,1
Luke Young,Charlton Athletic,2007,29,6
Kelly Youga,Charlton Athletic,2007,0,5
Hermann Hreidarsson,Charlton Athletic,2007,31,5
Ben Thatcher,Charlton Athletic,2007,11,1
Talal El Karkouri,Charlton Athletic,2007,36,3
Cory Gibbs,Charlton Athletic,2007,0,1
Simon Walton,Charlton Athletic,2007,0,1
Madjid Bougherra,Charlton Athletic,2007,5,1
Souleymane Diawara,Charlton Athletic,2007,23,1
Jonathan Fortune,Charlton Athletic,2007,8,6
Osei Sankofa,Charlton Athletic,2007,9,5
Christian Bolaños,Charlton Athletic,2007,0,2
Zheng Zhi,Charlton Athletic,2007,12,1
Amdy Faye,Charlton Athletic,2007,28,1
Andy Reid,Charlton Athletic,2007,16,1
Matt Holland,Charlton Athletic,2007,33,5
Darren Ambrose,Charlton Athletic,2007,26,2
Jerome Thomas,Charlton Athletic,2007,20,4
Alexandre Song,Charlton Athletic,2007,2,1
Lloyd Sam,Charlton Athletic,2007,7,5
Dennis Rommedahl,Charlton Athletic,2007,28,5
Bryan Hughes,Charlton Athletic,2007,24,3
Marcus Bent,Charlton Athletic,2007,30,2
Darren Bent,Charlton Athletic,2007,32,2
Kevin Lisbie,Charlton Athletic,2007,8,8
Jimmy Floyd Hasselbaink,Charlton Athletic,2007,25,1
Alex Varney,Charlton Athletic,2007,0,5
James Walker,Charlton Athletic,2007,0,5
Rúrik Gíslason,Charlton Athletic,2007,0,5
Myles Weston,Charlton Athletic,2007,0,5
Radostin Kishishev,Charlton Athletic,2007,14,7
Nathan Ashton,Charlton Athletic,2007,0,5
Omar Pouso,Charlton Athletic,2007,1,2
Gonzalo Sorondo,Charlton Athletic,2007,1,2
Djimi Traore,Charlton Athletic,2007,11,1
Stephan Andersen,Charlton Athletic,2007,0,5
Alistair John,Charlton Athletic,2007,0,5
Jason Euell,Charlton Athletic,2007,0,6
Petr Cech,Chelsea,2007,20,3
Magnus Hedman,Chelsea,2007,0,1
Carlo Cudicini,Chelsea,2007,8,8
Henrique Hilario,Chelsea,2007,11,1
Yves Ma-Kalambay,Chelsea,2007,0,4
Khalid Boulahrouz,Chelsea,2007,13,1
Adrian Pettigrew,Chelsea,2007,0,2
Glen Johnson,Chelsea,2007,0,4
Ashley Cole,Chelsea,2007,0,1
Ricardo Carvalho,Chelsea,2007,31,3
Wayne Bridge,Chelsea,2007,22,4
Paulo Ferreira,Chelsea,2007,24,3
John Terry,Chelsea,2007,28,10
Sam Hutchinson,Chelsea,2007,1,1
Alex,Chelsea,2007,0,3
Ryan Bertrand,Chelsea,2007,0,2
Harry Worley,Chelsea,2007,0,1
Michael Mancienne,Chelsea,2007,0,2
Slobodan Rajkovic,Chelsea,2007,0,2
Jack Cork,Chelsea,2007,0,2
James Simmonds,Chelsea,2007,0,1
Juan Sebastián Verón,Chelsea,2007,0,4
Claude Makelele,Chelsea,2007,29,4
Michael Essien,Chelsea,2007,33,2
Frank Lampard,Chelsea,2007,37,6
Joe Cole,Chelsea,2007,13,4
John Obi Mikel,Chelsea,2007,22,1
Michael Ballack,Chelsea,2007,26,1
Geremi,Chelsea,2007,19,4
Arjen Robben,Chelsea,2007,21,3
Scott Sinclair,Chelsea,2007,2,2
Lass Diarra,Chelsea,2007,10,2
Shaun Wright-Phillips,Chelsea,2007,27,2
Anthony Grant,Chelsea,2007,0,4
Nuno Morais,Chelsea,2007,2,3
Jimmy Smith,Chelsea,2007,0,2
Lee Sawyer,Chelsea,2007,0,1
Michael Woods,Chelsea,2007,0,1
Andriy Shevchenko,Chelsea,2007,30,1
Didier Drogba,Chelsea,2007,0,3
Salomon Kalou,Chelsea,2007,33,1
Ben Sahar,Chelsea,2007,3,1
William Gallas,Chelsea,2007,0,6
Robert Huth,Chelsea,2007,0,6
Lars Stubhaug,Everton,2007,0,1
Richard Wright,Everton,2007,1,5
Iain Turner,Everton,2007,1,5
Tim Howard,Everton,2007,0,2
John Ruddy,Everton,2007,0,2
Alessandro Pistone,Everton,2007,0,7
Tony Hibbert,Everton,2007,13,7
Gary Naysmith,Everton,2007,15,7
Joleon Lescott,Everton,2007,38,1
Alan Stubbs,Everton,2007,23,6
Nuno Valente,Everton,2007,14,2
Patrick Boyle,Everton,2007,0,2
Joseph Yobo,Everton,2007,38,5
Alan Kearney,Everton,2007,0,1
Manuel Fernandes,Everton,2007,10,1
Andy van der Meyde,Everton,2007,8,2
Mikel Arteta,Everton,2007,35,3
James McFadden,Everton,2007,19,4
Tim Cahill,Everton,2007,18,3
Phil Neville,Everton,2007,35,2
Leon Osman,Everton,2007,34,7
Anderson Silva de Franca,Everton,2007,1,1
Lee Carsley,Everton,2007,38,6
Bjarni Vidarsson,Everton,2007,0,2
Andrew Johnson,Everton,2007,32,1
James Beattie,Everton,2007,33,3
James Vaughan,Everton,2007,14,3
Victor Anichebe,Everton,2007,19,2
Mark Hughes,Everton,2007,1,2
Simon Davies,Everton,2007,15,2
David Weir,Everton,2007,5,9
Kevin Kilbane,Everton,2007,2,4
Scott Spencer,Everton,2007,0,1
Mark Crossley,Fulham,2007,0,4
Jan Lastuvka,Fulham,2007,8,1
Tony Warner,Fulham,2007,0,3
Ricardo Batista,Fulham,2007,0,3
Antti Niemi,Fulham,2007,31,2
Carlos Bocanegra,Fulham,2007,30,4
Elliot Omozusi,Fulham,2007,0,1
Gabriel Zakuani,Fulham,2007,0,1
Moritz Volz,Fulham,2007,29,5
Franck Queudrue,Fulham,2007,29,1
Philippe Christanval,Fulham,2007,20,2
Zat Knight,Fulham,2007,23,6
Liam Rosenior,Fulham,2007,38,4
Matthew Briggs,Fulham,2007,1,1
Ian Pearce,Fulham,2007,22,4
Adam Watts,Fulham,2007,0,1
Chris James,Fulham,2007,0,1
Michael Brown,Fulham,2007,34,2
Papa Bouba Diop,Fulham,2007,23,3
Claus Jensen,Fulham,2007,12,3
Alexei Smertin,Fulham,2007,7,1
Michael Timlin,Fulham,2007,0,3
Jimmy Bullard,Fulham,2007,4,1
Robert Milsom,Fulham,2007,0,2
Mark Pembridge,Fulham,2007,0,4
Matthew Collins,Fulham,2007,0,6
Ahmad Elrich,Fulham,2007,0,2
Simon Davies,Fulham,2007,15,1
Simon Elliott,Fulham,2007,0,2
Heidar Helguson,Fulham,2007,30,2
Björn Runström,Fulham,2007,1,1
Tomasz Radzinski,Fulham,2007,35,3
Collins John,Fulham,2007,23,4
Brian McBride,Fulham,2007,38,4
Clint Dempsey,Fulham,2007,10,1
Wayne Routledge,Fulham,2007,0,2
Niclas Jensen,Fulham,2007,0,2
Luis Boa Morte,Fulham,2007,15,6
Jaroslav Drobny,Fulham,2007,0,2
Stipe Pletikosa,Fulham,2007,0,1
Sylvain Legwinski,Fulham,2007,0,6
Scott Carson,Liverpool,2007,0,3
Jerzy Dudek,Liverpool,2007,2,6
José Reina,Liverpool,2007,35,2
Daniele Padelli,Liverpool,2007,1,1
David Martin,Liverpool,2007,0,2
Godwin Antwi,Liverpool,2007,0,2
Ronald Huth,Liverpool,2007,0,1
Emiliano Insúa,Liverpool,2007,2,1
Steve Finnan,Liverpool,2007,33,4
Sami Hyypiä,Liverpool,2007,23,8
Daniel Agger,Liverpool,2007,27,2
John Arne Riise,Liverpool,2007,33,6
Fábio Aurélio,Liverpool,2007,17,1
Álvaro Arbeloa,Liverpool,2007,9,1
Jamie Carragher,Liverpool,2007,35,13
Gabriel Paletta,Liverpool,2007,3,1
Stephen Darby,Liverpool,2007,0,1
James Smith,Liverpool,2007,0,1
Jack Hobbs,Liverpool,2007,0,2
Danny Guthrie,Liverpool,2007,3,1
Mike Roqué,Liverpool,2007,0,2
Nabil El Zhar,Liverpool,2007,3,1
Astrit Ajdarevic,Liverpool,2007,0,1
Jimmy Ryan,Liverpool,2007,0,2
Adam Hammill,Liverpool,2007,0,1
Harry Kewell,Liverpool,2007,2,4
Steven Gerrard,Liverpool,2007,36,9
Luis García,Liverpool,2007,17,3
Mark González,Liverpool,2007,25,2
Xabi Alonso,Liverpool,2007,32,3
Jermaine Pennant,Liverpool,2007,34,1
Dirk Kuyt,Liverpool,2007,34,1
Javier Mascherano,Liverpool,2007,5,1
Lucas Leiva,Liverpool,2007,0,1
Mohamed Sissoko,Liverpool,2007,16,2
Paul Anderson,Liverpool,2007,0,2
Boudewijn Zenden,Liverpool,2007,16,3
Lee Peltier,Liverpool,2007,0,1
Anthony Le Tallec,Liverpool,2007,0,5
Besian Idrizaj,Liverpool,2007,0,2
Craig Lindfield,Liverpool,2007,0,1
Robbie Fowler,Liverpool,2007,16,12
Djibril Cissé,Liverpool,2007,0,3
Peter Crouch,Liverpool,2007,32,2
Craig Bellamy,Liverpool,2007,0,1
Florent Sinama-Pongolle,Liverpool,2007,0,5
Salif Diao,Liverpool,2007,0,5
Stephen Warnock,Liverpool,2007,1,5
Darren Potter,Liverpool,2007,0,4
David Mannix,Liverpool,2007,0,3
Chris Kirkland,Liverpool,2007,0,6
Jan Kromkamp,Liverpool,2007,1,2
Neil Mellor,Liverpool,2007,0,5
Andreas Isaksson,Manchester City,2007,14,1
Joe Hart,Manchester City,2007,1,1
Nicky Weaver,Manchester City,2007,25,6
Kasper Schmeichel,Manchester City,2007,0,4
Stephen Jordan,Manchester City,2007,13,6
Nathan D'Laryea,Manchester City,2007,0,1
Micah Richards,Manchester City,2007,28,2
Michael Ball,Manchester City,2007,12,1
Sylvain Distin,Manchester City,2007,37,5
Sun Jihai,Manchester City,2007,13,5
Danny Mills,Manchester City,2007,1,3
Richard Dunne,Manchester City,2007,38,6
Nedum Onuoha,Manchester City,2007,18,3
Matt Mills,Manchester City,2007,1,2
Hatem Trabelsi,Manchester City,2007,20,1
Djamel Abdoun,Manchester City,2007,0,1
Ashley Grimes,Manchester City,2007,0,1
Ousmane Dabo,Manchester City,2007,13,1
Stephen Ireland,Manchester City,2007,24,2
Joey Barton,Manchester City,2007,33,5
Dietmar Hamann,Manchester City,2007,16,1
Trevor Sinclair,Manchester City,2007,18,4
Kelvin Etuhu,Manchester City,2007,0,1
Marc Laird,Manchester City,2007,0,1
Michael Johnson,Manchester City,2007,10,1
Emile Mpenza,Manchester City,2007,10,1
Darius Vassell,Manchester City,2007,32,2
Paul Dickov,Manchester City,2007,16,2
Georgios Samaras,Manchester City,2007,36,2
Ishmael Miller,Manchester City,2007,16,2
Daniel Sturridge,Manchester City,2007,2,1
Bernardo Corradi,Manchester City,2007,25,1
Ben Thatcher,Manchester City,2007,11,3
Claudio Reyna,Manchester City,2007,15,4
Andrew Cole,Manchester City,2007,0,2
Antoine Sibierski,Manchester City,2007,0,4
Tomasz Kuszczak,Manchester United,2007,6,1
Edwin van der Sar,Manchester United,2007,32,2
Ben Foster,Manchester United,2007,0,2
Tom Heaton,Manchester United,2007,0,2
Gary Neville,Manchester United,2007,24,15
Patrice Evra,Manchester United,2007,24,2
Rio Ferdinand,Manchester United,2007,33,5
Wes Brown,Manchester United,2007,22,11
Jonny Evans,Manchester United,2007,0,1
Gabriel Heinze,Manchester United,2007,22,3
Nemanja Vidic,Manchester United,2007,25,2
Gerard Piqué,Manchester United,2007,0,3
John O'Shea,Manchester United,2007,32,8
Danny Simpson,Manchester United,2007,0,1
Phil Bardsley,Manchester United,2007,0,4
Mikaël Silvestre,Manchester United,2007,14,8
Ryan Shawcross,Manchester United,2007,0,1
David Gray,Manchester United,2007,0,1
Craig Cathcart,Manchester United,2007,0,1
James Chester,Manchester United,2007,0,2
Richard Eckersley,Manchester United,2007,0,2
Adam Eckersley,Manchester United,2007,0,2
Michael Barnes,Manchester United,2007,0,1
Cristiano Ronaldo,Manchester United,2007,34,4
Ryan Giggs,Manchester United,2007,30,15
Park Ji-Sung,Manchester United,2007,14,2
Michael Carrick,Manchester United,2007,33,1
Paul Scholes,Manchester United,2007,30,15
Kieran Richardson,Manchester United,2007,15,5
Darren Fletcher,Manchester United,2007,24,7
Ritchie Jones,Manchester United,2007,0,2
Darron Gibson,Manchester United,2007,0,2
Lee Martin,Manchester United,2007,0,2
Chris Eagles,Manchester United,2007,2,4
Sam Hewson,Manchester United,2007,0,2
Kieran Lee,Manchester United,2007,1,1
Floribert N'Galula,Manchester United,2007,0,3
Danny Rose,Manchester United,2007,0,1
Louis Saha,Manchester United,2007,24,4
Wayne Rooney,Manchester United,2007,35,3
Alan Smith,Manchester United,2007,9,3
Giuseppe Rossi,Manchester United,2007,0,3
Ole Gunnar Solskjaer,Manchester United,2007,19,11
Dong Fangzhuo,Manchester United,2007,1,4
Fraizer Campbell,Manchester United,2007,0,2
Phil Marsh,Manchester United,2007,0,1
Henrik Larsson,Manchester United,2007,7,2
Tim Howard,Manchester United,2007,0,4
David Jones,Manchester United,2007,0,4
Liam Miller,Manchester United,2007,0,3
Paul McShane,Manchester United,2007,0,3
Brad Jones,Middlesbrough,2007,2,7
Mark Schwarzer,Middlesbrough,2007,36,10
Ross Turnbull,Middlesbrough,2007,0,5
David Knight,Middlesbrough,2007,0,3
Jonathan Woodgate,Middlesbrough,2007,30,1
Abel Xavier,Middlesbrough,2007,14,2
Stuart Parnaby,Middlesbrough,2007,18,7
Matthew Bates,Middlesbrough,2007,1,4
Chris Riggott,Middlesbrough,2007,6,5
David Wheater,Middlesbrough,2007,2,3
Emanuel Pogatetz,Middlesbrough,2007,35,2
Robert Huth,Middlesbrough,2007,0,1
Seb Hines,Middlesbrough,2007,0,1
Andrew Davies,Middlesbrough,2007,23,5
Andrew Taylor,Middlesbrough,2007,34,3
Tony McMahon,Middlesbrough,2007,0,3
Gaizka Mendieta,Middlesbrough,2007,7,4
Jason Kennedy,Middlesbrough,2007,0,3
Josh Walker,Middlesbrough,2007,0,2
Herold Goulon,Middlesbrough,2007,0,1
George Boateng,Middlesbrough,2007,35,5
Fábio Rochemback,Middlesbrough,2007,20,2
Adam Johnson,Middlesbrough,2007,12,3
Stewart Downing,Middlesbrough,2007,34,6
Julio Arca,Middlesbrough,2007,21,1
James Morrison,Middlesbrough,2007,28,4
Lee Cattermole,Middlesbrough,2007,31,2
Mark Viduka,Middlesbrough,2007,29,3
Malcolm Christie,Middlesbrough,2007,13,5
Jason Euell,Middlesbrough,2007,0,1
Lee Dong-Gook,Middlesbrough,2007,9,1
Yakubu,Middlesbrough,2007,37,2
Danny Graham,Middlesbrough,2007,1,4
Tom Craddock,Middlesbrough,2007,0,2
Ray Parlour,Middlesbrough,2007,0,3
Massimo Maccarone,Middlesbrough,2007,7,5
Ugo Ehiogu,Middlesbrough,2007,0,7
Joseph-Desire Job,Middlesbrough,2007,0,7
Mark Cook,Newcastle United,2007,0,2
Pavel Srnicek,Newcastle United,2007,2,6
Shay Given,Newcastle United,2007,22,10
Tim Krul,Newcastle United,2007,0,1
Fraser Forster,Newcastle United,2007,0,1
Steve Harper,Newcastle United,2007,18,14
Olivier Bernard,Newcastle United,2007,0,6
Stephen Carr,Newcastle United,2007,23,3
Oguchi Onyewu,Newcastle United,2007,11,1
Craig Moore,Newcastle United,2007,17,2
Titus Bramble,Newcastle United,2007,17,5
Peter Ramage,Newcastle United,2007,21,4
Steven Taylor,Newcastle United,2007,27,5
David Edgar,Newcastle United,2007,3,1
Paul Huntington,Newcastle United,2007,11,2
Celestine Babayaro,Newcastle United,2007,12,3
Kris Gate,Newcastle United,2007,0,2
Lee Clark,Newcastle United,2007,0,6
Emre,Newcastle United,2007,24,2
Kieron Dyer,Newcastle United,2007,22,8
Damien Duff,Newcastle United,2007,22,1
Charles N'Zogbia,Newcastle United,2007,22,3
Nolberto Solano,Newcastle United,2007,28,8
James Milner,Newcastle United,2007,35,3
Scott Parker,Newcastle United,2007,29,2
Antoine Sibierski,Newcastle United,2007,0,1
Nicky Butt,Newcastle United,2007,31,3
Kazenga Lua Lua,Newcastle United,2007,0,1
Matty Pattison,Newcastle United,2007,7,3
James Troisi,Newcastle United,2007,0,1
Alan O'Brien,Newcastle United,2007,2,3
Andy Carroll,Newcastle United,2007,4,1
Obafemi Martins,Newcastle United,2007,33,1
Michael Owen,Newcastle United,2007,3,2
Albert Luque,Newcastle United,2007,7,2
Shola Ameobi,Newcastle United,2007,12,7
Giuseppe Rossi,Newcastle United,2007,0,2
Jean-Alain Boumsong,Newcastle United,2007,0,3
Martin Brittain,Newcastle United,2007,0,4
Nick Jordan,Portsmouth,2007,0,1
David James,Portsmouth,2007,38,1
Jamie Ashdown,Portsmouth,2007,0,3
Asmir Begovic,Portsmouth,2007,0,4
Linvoy Primus,Portsmouth,2007,36,4
Dejan Stefanovic,Portsmouth,2007,20,4
Glen Johnson,Portsmouth,2007,0,1
Lauren,Portsmouth,2007,0,1
Matthew Taylor,Portsmouth,2007,35,4
Andy Griffin,Portsmouth,2007,0,3
Noé Pamarot,Portsmouth,2007,23,2
Sol Campbell,Portsmouth,2007,32,1
Richard Duffy,Portsmouth,2007,0,4
Jason Pearce,Portsmouth,2007,0,2
Djimi Traore,Portsmouth,2007,11,1
Andy O'Brien,Portsmouth,2007,3,2
Scott Harris,Portsmouth,2007,0,2
Chris Clark,Portsmouth,2007,0,4
Arnold Mvuemba,Portsmouth,2007,7,1
Niko Kranjcar,Portsmouth,2007,24,1
Richard Hughes,Portsmouth,2007,18,4
Gary O'Neil,Portsmouth,2007,35,4
Sean Davis,Portsmouth,2007,31,2
Pedro Mendes,Portsmouth,2007,26,2
Andrew Cole,Portsmouth,2007,0,1
Svetoslav Todorov,Portsmouth,2007,4,4
Benjani,Portsmouth,2007,31,2
Kanu,Portsmouth,2007,36,1
Lomana Lua Lua,Portsmouth,2007,22,4
Franck Songo'o,Portsmouth,2007,0,2
David Thompson,Portsmouth,2007,12,1
Dean Kiely,Portsmouth,2007,0,2
Manuel Fernandes,Portsmouth,2007,10,2
Ivica Mornar,Portsmouth,2007,0,4
Collins Mbesuma,Portsmouth,2007,0,2
Adam Federici,Reading,2007,2,1
Marcus Hahnemann,Reading,2007,38,1
Ben Hamer,Reading,2007,0,1
Graham Stack,Reading,2007,0,1
Mikkel Andersen,Reading,2007,0,1
Graeme Murty,Reading,2007,23,1
Nicky Shorey,Reading,2007,37,1
Alex Pearce,Reading,2007,0,1
John Halls,Reading,2007,0,1
Ivar Ingimarsson,Reading,2007,38,1
Sam Sodje,Reading,2007,3,1
André Bikey,Reading,2007,0,2
Ulises de la Cruz,Reading,2007,0,1
Alan Bennett,Reading,2007,0,1
Curtis Osano,Reading,2007,0,1
Greg Halford,Reading,2007,3,1
Michael Duberry,Reading,2007,8,1
Ibrahima Sonko,Reading,2007,23,1
Scott Golbourne,Reading,2007,0,1
Steve Sidwell,Reading,2007,35,1
Glen Little,Reading,2007,24,1
Stephen Hunt,Reading,2007,35,1
John Oster,Reading,2007,25,1
James Harper,Reading,2007,38,1
Bobby Convey,Reading,2007,9,1
James Henry,Reading,2007,0,1
Seol Ki-Hyeon,Reading,2007,27,1
Jonny Hayes,Reading,2007,0,1
Brynjar Gunnarsson,Reading,2007,23,1
Scott Davies,Reading,2007,0,1
Aaron Brown,Reading,2007,0,1
Oliver Bozanic,Reading,2007,0,1
Leroy Lita,Reading,2007,33,1
Kevin Doyle,Reading,2007,32,1
Shane Long,Reading,2007,21,1
Dave Kitson,Reading,2007,13,1
Simon Cox,Reading,2007,0,1
