Player,Team,Season,Appearances,SeasonAtTeam
Mark Bunn,Aston Villa,2016,0,0
Bradley Watkins,Aston Villa,2016,0,1
Joe Bennett,Aston Villa,2016,0,4
Micah Richards,Aston Villa,2016,0,0
Jores Okore,Aston Villa,2016,12,3
Ciaran Clark,Aston Villa,2016,18,8
Leandro Bacuna,Aston Villa,2016,31,3
Joleon Lescott,Aston Villa,2016,2,1
Kieran Richardson,Aston Villa,2016,11,2
Alan Hutton,Aston Villa,2016,0,7
Jordan Amavi,Aston Villa,2016,0,0
José Ángel Crespo,Aston Villa,2016,1,1
Easah Suliman,Aston Villa,2016,0,1
Niall Mason,Aston Villa,2016,0,0
Aly Cissokho,Aston Villa,2016,18,2
Idrissa Gueye,Aston Villa,2016,35,1
Scott Sinclair,Aston Villa,2016,0,1
Ashley Westwood,Aston Villa,2016,32,4
Jordan Veretout,Aston Villa,2016,25,1
Gary Gardner,Aston Villa,2016,0,7
Carlos Sánchez,Aston Villa,2016,20,2
Carles Gil,Aston Villa,2016,0,1
Charles N'Zogbia,Aston Villa,2016,2,5
Jordan Lyden,Aston Villa,2016,4,1
Jack Grealish,Aston Villa,2016,0,7
Keinan Davis,Aston Villa,2016,0,1
Kevin Toner,Aston Villa,2016,4,1
Gabriel Agbonlahor,Aston Villa,2016,15,12
Jordan Ayew,Aston Villa,2016,30,1
Adama Traoré,Aston Villa,2016,0,0
Libor Kozák,Aston Villa,2016,4,3
Rushian Hepburn-Murphy,Aston Villa,2016,1,2
Andre Green,Aston Villa,2016,2,2
Corey Taylor,Aston Villa,2016,0,1
Rudy Gestede,Aston Villa,2016,32,1
Jerell Sellars,Aston Villa,2016,0,1
Philippe Senderos,Aston Villa,2016,0,2
Joe Cole,Aston Villa,2016,0,2
Tiago Ilori,Aston Villa,2016,0,1
Janoi Donacien,Aston Villa,2016,0,3
Jed Steer,Aston Villa,2016,0,4
Nathan Baker,Aston Villa,2016,0,10
Aleksandar Tonev,Aston Villa,2016,0,3
Artur Boruc,AFC Bournemouth,2016,0,0
Adam Federici,AFC Bournemouth,2016,6,1
Jordan Holmes,AFC Bournemouth,2016,0,1
Simon Francis,AFC Bournemouth,2016,38,1
Steve Cook,AFC Bournemouth,2016,36,1
Tommy Elphick,AFC Bournemouth,2016,12,1
Charlie Daniels,AFC Bournemouth,2016,37,1
Tyrone Mings,AFC Bournemouth,2016,1,1
Adam Smith,AFC Bournemouth,2016,31,1
Sylvain Distin,AFC Bournemouth,2016,0,0
Rhoys Wiggins,AFC Bournemouth,2016,0,1
Corey Jordan,AFC Bournemouth,2016,0,1
Jack Simpson,AFC Bournemouth,2016,0,1
Jordan Lee,AFC Bournemouth,2016,0,1
Dan Gosling,AFC Bournemouth,2016,34,1
Andrew Surman,AFC Bournemouth,2016,0,0
Marc Pugh,AFC Bournemouth,2016,26,1
Harry Arter,AFC Bournemouth,2016,21,1
Shaun MacDonald,AFC Bournemouth,2016,3,1
Junior Stanislas,AFC Bournemouth,2016,21,1
Matt Ritchie,AFC Bournemouth,2016,37,1
Eunan O'Kane,AFC Bournemouth,2016,16,1
Josh Wakefield,AFC Bournemouth,2016,0,1
Tokelo Rantie,AFC Bournemouth,2016,3,1
Max Gradel,AFC Bournemouth,2016,0,0
Juan Iturbe,AFC Bournemouth,2016,2,1
Callum Wilson,AFC Bournemouth,2016,13,1
Joshua King,AFC Bournemouth,2016,31,1
Benik Afobe,AFC Bournemouth,2016,15,1
Lee Tomlin,AFC Bournemouth,2016,6,1
Glenn Murray,AFC Bournemouth,2016,2,1
Lewis Grabban,AFC Bournemouth,2016,0,0
Jayden Stockley,AFC Bournemouth,2016,0,1
Matt Butcher,AFC Bournemouth,2016,0,1
Sam Surridge,AFC Bournemouth,2016,0,1
Jordan Green,AFC Bournemouth,2016,0,1
Ryan Allsop,AFC Bournemouth,2016,1,1
Baily Cargill,AFC Bournemouth,2016,0,1
Elliott Ward,AFC Bournemouth,2016,0,1
Yann Kermorgant,AFC Bournemouth,2016,7,1
Christian Atsu,AFC Bournemouth,2016,0,1
Joe Bennett,AFC Bournemouth,2016,0,1
Stéphane Zubar,AFC Bournemouth,2016,0,1
Callum Buckley,AFC Bournemouth,2016,0,1
Josh Carmichael,AFC Bournemouth,2016,0,1
Asmir Begovic,Chelsea,2016,0,0
Thibaut Courtois,Chelsea,2016,23,5
Jamal Blackman,Chelsea,2016,0,6
Marco Amelia,Chelsea,2016,0,1
Branislav Ivanovic,Chelsea,2016,33,11
Kurt Zouma,Chelsea,2016,23,3
Nathan Aké,Chelsea,2016,0,4
Abdul Rahman Baba,Chelsea,2016,0,0
Matt Miazga,Chelsea,2016,2,1
Gary Cahill,Chelsea,2016,23,5
John Terry,Chelsea,2016,24,19
César Azpilicueta,Chelsea,2016,37,4
Ola Aina,Chelsea,2016,0,2
Jake Clarke-Salter,Chelsea,2016,1,2
Fikayo Tomori,Chelsea,2016,1,1
Mario Pasalic,Chelsea,2016,0,2
Christian Atsu,Chelsea,2016,0,3
Lewis Baker,Chelsea,2016,0,4
Nathan,Chelsea,2016,0,1
Cesc Fàbregas,Chelsea,2016,37,2
Oscar,Chelsea,2016,27,4
Eden Hazard,Chelsea,2016,31,4
John Obi Mikel,Chelsea,2016,25,12
Bertrand Traoré,Chelsea,2016,10,3
Nemanja Matic,Chelsea,2016,33,5
Willian,Chelsea,2016,35,3
Ruben Loftus-Cheek,Chelsea,2016,13,4
Kasey Palmer,Chelsea,2016,0,1
Charlie Colkett,Chelsea,2016,0,2
Falcao,Chelsea,2016,10,1
Alexandre Pato,Chelsea,2016,2,1
Kenedy,Chelsea,2016,14,1
Pedro,Chelsea,2016,29,1
Loïc Remy,Chelsea,2016,0,1
Diego Costa,Chelsea,2016,28,2
Isaiah Brown,Chelsea,2016,0,2
Tammy Abraham,Chelsea,2016,2,1
Marco van Ginkel,Chelsea,2016,0,3
Patrick Bamford,Chelsea,2016,0,5
Ramires,Chelsea,2016,12,6
Papy Djilobodji,Chelsea,2016,0,1
Nathaniel Chalobah,Chelsea,2016,0,6
Michael Hector,Chelsea,2016,0,1
Victor Moses,Chelsea,2016,0,4
Juan Cuadrado,Chelsea,2016,1,2
Marko Marin,Chelsea,2016,0,4
Oriol Romeu,Chelsea,2016,0,5
Kenneth Omeruo,Chelsea,2016,0,3
Tomas Kalas,Chelsea,2016,0,6
Stipe Perica,Chelsea,2016,0,3
Fernando Torres,Chelsea,2016,0,6
Charly Musonda,Chelsea,2016,0,2
Matej Delac,Chelsea,2016,0,6
Mohamed Salah,Chelsea,2016,0,3
Dominic Solanke,Chelsea,2016,0,2
Julian Speroni,Crystal Palace,2016,2,4
Alex McCarthy,Crystal Palace,2016,0,0
Wayne Hennessey,Crystal Palace,2016,29,3
Joel Ward,Crystal Palace,2016,30,3
Adrian Mariappa,Crystal Palace,2016,3,3
Brede Hangeland,Crystal Palace,2016,7,2
Paddy McCarthy,Crystal Palace,2016,0,3
Scott Dann,Crystal Palace,2016,35,3
Ezekiel Fryers,Crystal Palace,2016,0,2
Pape Souaré,Crystal Palace,2016,34,2
Damien Delaney,Crystal Palace,2016,32,3
Martin Kelly,Crystal Palace,2016,0,1
Luke Croll,Crystal Palace,2016,0,1
Yohan Cabaye,Crystal Palace,2016,33,1
Yannick Bolasie,Crystal Palace,2016,0,2
Wilfried Zaha,Crystal Palace,2016,0,1
Lee Chung-yong,Crystal Palace,2016,13,2
Mile Jedinak,Crystal Palace,2016,0,2
James McArthur,Crystal Palace,2016,28,2
Jonathan Williams,Crystal Palace,2016,0,2
Jordon Mutch,Crystal Palace,2016,0,1
Bakary Sako,Crystal Palace,2016,20,1
Joe Ledley,Crystal Palace,2016,19,3
Luke Dreher,Crystal Palace,2016,0,1
Jake Gray,Crystal Palace,2016,0,2
Jason Puncheon,Crystal Palace,2016,31,4
Sullay Kaikai,Crystal Palace,2016,0,4
Fraizer Campbell,Crystal Palace,2016,0,1
Dwight Gayle,Crystal Palace,2016,16,3
Connor Wickham,Crystal Palace,2016,0,0
Emmanuel Adebayor,Crystal Palace,2016,0,1
Marouane Chamakh,Crystal Palace,2016,10,3
Hiram Boateng,Crystal Palace,2016,1,3
Jerome Binnom-Williams,Crystal Palace,2016,0,3
Jack Hunt,Crystal Palace,2016,0,3
Connor Dymond,Crystal Palace,2016,0,1
Glenn Murray,Crystal Palace,2016,2,3
Barry Bannan,Crystal Palace,2016,0,3
Patrick Bamford,Crystal Palace,2016,0,1
Joel Robles,Everton,2016,13,3
Tim Howard,Everton,2016,25,11
Jindrich Stanek,Everton,2016,0,2
Tony Hibbert,Everton,2016,1,16
Leighton Baines,Everton,2016,18,9
John Stones,Everton,2016,33,4
Phil Jagielka,Everton,2016,21,9
Bryan Oviedo,Everton,2016,14,4
Seamus Coleman,Everton,2016,28,8
Ramiro Funes Mori,Everton,2016,0,0
Tyias Browning,Everton,2016,5,4
Luke Garbutt,Everton,2016,0,7
Mason Holgate,Everton,2016,0,1
Brendan Galloway,Everton,2016,15,2
Callum Connolly,Everton,2016,1,1
Matthew Pennington,Everton,2016,0,2
Jonjoe Kenny,Everton,2016,1,2
Darron Gibson,Everton,2016,7,5
Kevin Mirallas,Everton,2016,23,4
Aaron Lennon,Everton,2016,0,2
Tom Cleverley,Everton,2016,22,1
James McCarthy,Everton,2016,29,3
Muhamed Besic,Everton,2016,12,2
Gareth Barry,Everton,2016,33,3
Ross Barkley,Everton,2016,38,6
Leon Osman,Everton,2016,9,16
Steven Pienaar,Everton,2016,4,9
Tom Davies,Everton,2016,2,1
Kieran Dowell,Everton,2016,2,2
Arouna Koné,Everton,2016,25,3
Romelu Lukaku,Everton,2016,37,3
Oumar Niasse,Everton,2016,5,1
Gerard Deulofeu,Everton,2016,0,1
Leandro Rodríguez,Everton,2016,0,1
Conor McAleny,Everton,2016,0,7
Francisco Júnior,Everton,2016,0,5
Aiden McGeady,Everton,2016,0,3
Steven Naismith,Everton,2016,10,4
George Green,Everton,2016,0,1
Antonee Robinson,Everton,2016,0,1
Gethin Jones,Everton,2016,0,2
Conor Grant,Everton,2016,0,2
Shani Tarashaj,Everton,2016,0,0
Kasper Schmeichel,Leicester City,2016,38,2
Ben Hamer,Leicester City,2016,0,2
Mark Schwarzer,Leicester City,2016,0,2
Jonny Maddison,Leicester City,2016,0,1
Ritchie de Laet,Leicester City,2016,12,2
Wes Morgan,Leicester City,2016,38,2
Robert Huth,Leicester City,2016,0,1
Danny Simpson,Leicester City,2016,0,1
Liam Moore,Leicester City,2016,0,2
Marcin Wasilewski,Leicester City,2016,4,2
Christian Fuchs,Leicester City,2016,0,0
Yohan Benalouane,Leicester City,2016,4,1
Ben Chilwell,Leicester City,2016,0,1
Daniel Drinkwater,Leicester City,2016,35,2
Dean Hammond,Leicester City,2016,0,2
Matty James,Leicester City,2016,0,2
Andy King,Leicester City,2016,25,2
Marc Albrighton,Leicester City,2016,38,2
Daniel Amartey,Leicester City,2016,5,1
N'Golo Kanté,Leicester City,2016,37,1
Jeffrey Schlupp,Leicester City,2016,24,2
Nathan Dyer,Leicester City,2016,1,1
Riyad Mahrez,Leicester City,2016,37,2
Gökhan Inler,Leicester City,2016,5,1
Andre Olukanmi,Leicester City,2016,0,1
Jamie Vardy,Leicester City,2016,36,2
Shinji Okazaki,Leicester City,2016,0,0
Demarai Gray,Leicester City,2016,12,1
Leonardo Ulloa,Leicester City,2016,29,2
Joseph Dodoo,Leicester City,2016,1,2
Jacob Blyth,Leicester City,2016,0,2
Tom Lawrence,Leicester City,2016,0,2
Harry Panayiotou,Leicester City,2016,0,2
Andrej Kramaric,Leicester City,2016,2,2
Ryan Watson,Leicester City,2016,0,2
David Nugent,Leicester City,2016,0,2
Paul Konchesky,Leicester City,2016,0,2
Simon Mignolet,Liverpool,2016,34,3
Adam Bogdan,Liverpool,2016,2,1
Danny Ward,Liverpool,2016,2,6
Nathaniel Clyne,Liverpool,2016,0,0
José Enrique,Liverpool,2016,0,5
Kolo Touré,Liverpool,2016,14,3
Dejan Lovren,Liverpool,2016,0,1
Joseph Gomez,Liverpool,2016,5,1
Mamadou Sakho,Liverpool,2016,22,3
Alberto Moreno,Liverpool,2016,0,1
Steven Caulker,Liverpool,2016,0,0
Tiago Ilori,Liverpool,2016,0,3
Kevin Stewart,Liverpool,2016,0,1
Martin Skrtel,Liverpool,2016,22,9
Jon Flanagan,Liverpool,2016,5,8
Brad Smith,Liverpool,2016,4,4
Lloyd Jones,Liverpool,2016,0,4
Connor Randall,Liverpool,2016,3,1
Joe Maguire,Liverpool,2016,0,1
Daniel Cleary,Liverpool,2016,0,1
Conor Masterson,Liverpool,2016,0,1
Luis Alberto,Liverpool,2016,0,3
James Milner,Liverpool,2016,0,0
Philippe Coutinho,Liverpool,2016,26,4
Jordan Henderson,Liverpool,2016,17,5
Adam Lallana,Liverpool,2016,30,2
Lucas Leiva,Liverpool,2016,27,10
Emre Can,Liverpool,2016,30,2
Joe Allen,Liverpool,2016,19,4
Cameron Brannagan,Liverpool,2016,3,4
Jordon Ibe,Liverpool,2016,27,4
Ryan Kent,Liverpool,2016,0,1
Jordan Rossiter,Liverpool,2016,1,3
Lazar Markovic,Liverpool,2016,0,1
João Teixeira,Liverpool,2016,1,5
Sheyi Ojo,Liverpool,2016,0,2
Sergi Canos,Liverpool,2016,1,1
Pedro Chirivella,Liverpool,2016,1,1
Christian Benteke,Liverpool,2016,0,0
Roberto Firmino,Liverpool,2016,31,1
Daniel Sturridge,Liverpool,2016,14,4
Divock Origi,Liverpool,2016,16,2
Danny Ings,Liverpool,2016,6,1
Jerome Sinclair,Liverpool,2016,0,4
Ryan Fulton,Liverpool,2016,0,1
Allan,Liverpool,2016,0,1
Marko Grujic,Liverpool,2016,0,1
Fabio Borini,Liverpool,2016,0,3
Mario Balotelli,Liverpool,2016,0,2
Andre Wisdom,Liverpool,2016,0,5
Trent Alexander-Arnold,Liverpool,2016,0,1
Harry Wilson,Liverpool,2016,0,1
Joe Hart,Manchester City,2016,35,10
Willy Caballero,Manchester City,2016,4,2
Richard Wright,Manchester City,2016,0,4
Bacary Sagna,Manchester City,2016,28,2
Vincent Kompany,Manchester City,2016,14,8
Pablo Zabaleta,Manchester City,2016,13,8
Aleksandar Kolarov,Manchester City,2016,29,6
Eliaquim Mangala,Manchester City,2016,0,1
Gaël Clichy,Manchester City,2016,14,5
Martín Demichelis,Manchester City,2016,20,3
Jason Denayer,Manchester City,2016,0,2
Nicolás Otamendi,Manchester City,2016,0,0
Tosin Adarabioyo,Manchester City,2016,0,1
Angeliño,Manchester City,2016,0,1
Cameron Humphreys-Grant,Manchester City,2016,0,4
Fernando,Manchester City,2016,24,2
Samir Nasri,Manchester City,2016,12,5
Jesús Navas,Manchester City,2016,34,3
Kevin De Bruyne,Manchester City,2016,0,0
Fabian Delph,Manchester City,2016,0,0
David Silva,Manchester City,2016,24,6
Fernandinho,Manchester City,2016,33,3
Yaya Touré,Manchester City,2016,32,6
Bersant Celina,Manchester City,2016,1,3
James Horsfield,Manchester City,2016,0,7
Brandon Barker,Manchester City,2016,0,1
George Glendon,Manchester City,2016,0,2
Aleix García,Manchester City,2016,0,1
Manu García,Manchester City,2016,1,2
Raheem Sterling,Manchester City,2016,0,0
Sergio Agüero,Manchester City,2016,30,5
Wilfried Bony,Manchester City,2016,26,2
David Faupala,Manchester City,2016,0,1
Kelechi Iheanacho,Manchester City,2016,26,2
Bruno Zuculini,Manchester City,2016,0,2
Patrick Roberts,Manchester City,2016,0,0
Pablo Maffeo,Manchester City,2016,0,3
Edin Dzeko,Manchester City,2016,0,6
George Evans,Manchester City,2016,0,4
Rubén Sobrino,Manchester City,2016,0,0
Florian Lejeune,Manchester City,2016,0,1
Rony Lopes,Manchester City,2016,0,4
Enes Ünal,Manchester City,2016,0,1
Sinan Bytyqi,Manchester City,2016,0,2
Olivier Ntcham,Manchester City,2016,0,1
David de Gea,Manchester United,2016,34,5
Sergio Romero,Manchester United,2016,4,1
Joel Pereira,Manchester United,2016,0,1
Sam Johnstone,Manchester United,2016,0,5
Ro-Shaun Williams,Manchester United,2016,0,1
Phil Jones,Manchester United,2016,10,5
Marcos Rojo,Manchester United,2016,16,2
Chris Smalling,Manchester United,2016,35,6
Daley Blind,Manchester United,2016,0,1
Luke Shaw,Manchester United,2016,5,2
Antonio Valencia,Manchester United,2016,14,7
Guillermo Varela,Manchester United,2016,0,4
Paddy McNair,Manchester United,2016,8,2
Matteo Darmian,Manchester United,2016,28,1
Donald Love,Manchester United,2016,1,1
Axel Tuanzebe,Manchester United,2016,0,1
Cameron Borthwick-Jackson,Manchester United,2016,10,1
Timothy Fosu-Mensah,Manchester United,2016,8,1
Juan Mata,Manchester United,2016,38,3
Adnan Januzaj,Manchester United,2016,5,4
Michael Carrick,Manchester United,2016,28,10
Ashley Young,Manchester United,2016,18,5
Ander Herrera,Manchester United,2016,27,2
Nick Powell,Manchester United,2016,0,4
Marouane Fellaini,Manchester United,2016,18,3
Morgan Schneiderlin,Manchester United,2016,0,0
Bastian Schweinsteiger,Manchester United,2016,0,0
Jesse Lingard,Manchester United,2016,25,5
Regan Poole,Manchester United,2016,0,1
Andreas Pereira,Manchester United,2016,4,2
Sean Goss,Manchester United,2016,0,1
Joe Rothwell,Manchester United,2016,0,1
James Weir,Manchester United,2016,1,1
Joe Riley,Manchester United,2016,0,1
Memphis Depay,Manchester United,2016,0,0
Anthony Martial,Manchester United,2016,0,0
Wayne Rooney,Manchester United,2016,28,12
Marcus Rashford,Manchester United,2016,11,1
Will Keane,Manchester United,2016,0,6
Dean Henderson,Manchester United,2016,0,1
James Wilson,Manchester United,2016,1,3
Anders Lindegaard,Manchester United,2016,0,6
Chicharito,Manchester United,2016,1,6
Tyler Blackett,Manchester United,2016,0,2
Jonny Evans,Manchester United,2016,0,10
Tim Krul,Newcastle United,2016,8,9
Robert Elliot,Newcastle United,2016,21,5
Karl Darlow,Newcastle United,2016,9,2
Freddie Woodman,Newcastle United,2016,0,4
Fabricio Coloccini,Newcastle United,2016,26,7
Paul Dummett,Newcastle United,2016,23,5
Jamaal Lascelles,Newcastle United,2016,18,2
Chancel Mbemba,Newcastle United,2016,0,0
Massadio Haidara,Newcastle United,2016,7,4
Daryl Janmaat,Newcastle United,2016,32,2
Steven Taylor,Newcastle United,2016,10,13
Callum Williams,Newcastle United,2016,0,1
Jamie Sterry,Newcastle United,2016,0,2
Kevin Mbabu,Newcastle United,2016,3,4
Jack Colback,Newcastle United,2016,29,2
Georginio Wijnaldum,Newcastle United,2016,0,0
Moussa Sissoko,Newcastle United,2016,37,4
Vurnon Anita,Newcastle United,2016,28,4
Siem de Jong,Newcastle United,2016,0,1
Yoan Gouffran,Newcastle United,2016,8,4
Jonjo Shelvey,Newcastle United,2016,16,1
Rolando Aarons,Newcastle United,2016,10,2
Rémy Cabella,Newcastle United,2016,0,2
Henri Saivet,Newcastle United,2016,4,1
Cheick Tioté,Newcastle United,2016,20,6
Andros Townsend,Newcastle United,2016,3,1
Liam Gibson,Newcastle United,2016,0,1
Papiss Demba Cissé,Newcastle United,2016,21,5
Ayoze Pérez,Newcastle United,2016,34,2
Seydou Doumbia,Newcastle United,2016,3,1
Emmanuel Rivière,Newcastle United,2016,0,1
Ivan Toney,Newcastle United,2016,2,1
Aleksandar Mitrovic,Newcastle United,2016,0,0
Daniel Barlaser,Newcastle United,2016,0,1
Sylvain Marveaux,Newcastle United,2016,0,5
Gabriel Obertan,Newcastle United,2016,5,5
Florian Thauvin,Newcastle United,2016,0,0
Mike Williamson,Newcastle United,2016,0,6
Gael Bigirimana,Newcastle United,2016,0,6
Mehdi Abeid,Newcastle United,2016,0,5
Curtis Good,Newcastle United,2016,0,4
Sammy Ameobi,Newcastle United,2016,0,5
Adam Armstrong,Newcastle United,2016,0,3
John Ruddy,Norwich City,2016,27,4
Declan Rudd,Norwich City,2016,11,4
Steven Whittaker,Norwich City,2016,8,3
Andre Wisdom,Norwich City,2016,0,0
Russell Martin,Norwich City,2016,30,4
Sebastien Bassong,Norwich City,2016,32,3
Timm Klose,Norwich City,2016,10,1
Martin Olsson,Norwich City,2016,24,2
Ryan Bennett,Norwich City,2016,22,4
Ivo Pinto,Norwich City,2016,10,1
Michael Turner,Norwich City,2016,0,5
James Maddison,Norwich City,2016,0,1
Jonny Howson,Norwich City,2016,36,4
Robbie Brady,Norwich City,2016,36,1
Wes Hoolahan,Norwich City,2016,30,4
Matthew Jarvis,Norwich City,2016,3,1
Graham Dorrans,Norwich City,2016,0,0
Tony Andreu,Norwich City,2016,0,1
Youssouf Mulumbu,Norwich City,2016,7,1
Nathan Redmond,Norwich City,2016,35,2
Alexander Tettey,Norwich City,2016,23,3
Gary O'Neil,Norwich City,2016,27,1
Vadis Odjidja-Ofoe,Norwich City,2016,0,0
Steven Naismith,Norwich City,2016,10,1
Dieudonne Mbokani Bezua,Norwich City,2016,29,1
Cameron Jerome,Norwich City,2016,0,0
Patrick Bamford,Norwich City,2016,0,1
Kyle Lafferty,Norwich City,2016,0,1
Carlton Morris,Norwich City,2016,0,1
Jake Kean,Norwich City,2016,0,0
Gary Hooper,Norwich City,2016,2,2
Lewis Grabban,Norwich City,2016,0,0
Elliott Bennett,Norwich City,2016,0,4
Harry Toffolo,Norwich City,2016,0,1
Bradley Johnson,Norwich City,2016,4,4
Ricky van Wolfswinkel,Norwich City,2016,0,2
Jacob Murphy,Norwich City,2016,0,2
Josh Murphy,Norwich City,2016,0,4
Conor McGrandles,Norwich City,2016,0,1
Louis Thompson,Norwich City,2016,0,1
Kelvin Davis,Southampton,2016,1,4
Maarten Stekelenburg,Southampton,2016,0,0
Paulo Gazzaniga,Southampton,2016,2,4
Fraser Forster,Southampton,2016,18,2
Cédric Soares,Southampton,2016,24,1
Maya Yoshida,Southampton,2016,20,4
Florin Gardos,Southampton,2016,0,1
José Fonte,Southampton,2016,37,4
Cuco Martina,Southampton,2016,0,0
Virgil van Dijk,Southampton,2016,34,1
Ryan Bertrand,Southampton,2016,0,1
Matt Targett,Southampton,2016,14,3
Jordy Clasie,Southampton,2016,0,0
Steven Davis,Southampton,2016,34,4
Sadio Mané,Southampton,2016,37,2
Dusan Tadic,Southampton,2016,34,2
Victor Wanyama,Southampton,2016,30,3
Oriol Romeu,Southampton,2016,0,1
James Ward-Prowse,Southampton,2016,33,4
Harrison Reed,Southampton,2016,1,3
Gastón Ramírez,Southampton,2016,0,4
Sam McQueen,Southampton,2016,0,4
Olufela Olomola,Southampton,2016,0,1
Shane Long,Southampton,2016,28,2
Jay Rodriguez,Southampton,2016,12,4
Graziano Pellè,Southampton,2016,30,2
Juanmi,Southampton,2016,0,0
Charlie Austin,Southampton,2016,7,1
Jack Stephens,Southampton,2016,0,6
Ryan Seager,Southampton,2016,0,2
Steven Caulker,Southampton,2016,0,0
Lloyd Isgrove,Southampton,2016,0,3
Jason McCarthy,Southampton,2016,0,3
Josh Debayo,Southampton,2016,0,1
Jordan Turnbull,Southampton,2016,0,1
Jake Hesketh,Southampton,2016,0,2
Sam Gallagher,Southampton,2016,0,3
Jack Butland,Stoke City,2016,31,4
Shay Given,Stoke City,2016,0,0
Jakob Haugaard,Stoke City,2016,5,1
Daniel Bachmann,Stoke City,2016,0,3
Phil Bardsley,Stoke City,2016,11,2
Erik Pieters,Stoke City,2016,35,3
Marc Muniesa,Stoke City,2016,15,3
Glen Johnson,Stoke City,2016,0,0
Marc Wilson,Stoke City,2016,0,5
Ryan Shawcross,Stoke City,2016,20,8
Geoff Cameron,Stoke City,2016,30,4
Dionatan Teixeira,Stoke City,2016,1,2
Philipp Wollscheid,Stoke City,2016,0,1
Glenn Whelan,Stoke City,2016,37,8
Stephen Ireland,Stoke City,2016,13,4
Ibrahim Afellay,Stoke City,2016,31,1
Charlie Adam,Stoke City,2016,22,4
Giannelli Imbula,Stoke City,2016,14,1
Steve Sidwell,Stoke City,2016,1,2
Xherdan Shaqiri,Stoke City,2016,0,0
Moha,Stoke City,2016,0,1
Oliver Shenton,Stoke City,2016,0,2
Peter Odemwingie,Stoke City,2016,5,3
Marko Arnautovic,Stoke City,2016,34,3
Joselu,Stoke City,2016,0,0
Mame Biram Diouf,Stoke City,2016,26,2
Jonathan Walters,Stoke City,2016,27,6
Peter Crouch,Stoke City,2016,11,5
Bojan,Stoke City,2016,0,1
Marco van Ginkel,Stoke City,2016,0,1
Eddy Lecygne,Stoke City,2016,0,1
Dominic Telford,Stoke City,2016,0,1
Jordan Pickford,Sunderland,2016,2,5
Vito Mannone,Sunderland,2016,19,3
Max Stryjek,Sunderland,2016,0,2
Steve Harper,Sunderland,2016,0,1
Billy Jones,Sunderland,2016,24,2
Patrick van Aanholt,Sunderland,2016,33,2
Wes Brown,Sunderland,2016,6,5
Adam Matthews,Sunderland,2016,1,1
Emmanuel Eboué,Sunderland,2016,0,0
Younes Kaboul,Sunderland,2016,23,1
John O'Shea,Sunderland,2016,28,5
Lamine Koné,Sunderland,2016,15,1
DeAndre Yedlin,Sunderland,2016,0,1
Jan Kirchhoff,Sunderland,2016,15,1
Santiago Vergini,Sunderland,2016,0,4
Tom Beadling,Sunderland,2016,0,2
Thomas Robson,Sunderland,2016,1,2
Josh Robson,Sunderland,2016,0,1
Lee Cattermole,Sunderland,2016,31,7
Sebastian Larsson,Sunderland,2016,18,5
Jack Rodwell,Sunderland,2016,0,1
Jordi Gómez,Sunderland,2016,6,2
Ola Toivonen,Sunderland,2016,12,1
Yann M'Vila,Sunderland,2016,37,1
Wahbi Khazri,Sunderland,2016,14,1
Emanuele Giaccherini,Sunderland,2016,0,3
Rees Greenwood,Sunderland,2016,1,1
George Honeyman,Sunderland,2016,1,2
Mikael Mandron,Sunderland,2016,0,4
Fabio Borini,Sunderland,2016,0,1
