Player,Team,Season,Appearances,SeasonAtTeam
Jake Clarke-Salter,Chelsea,2017,0,3
Fikayo Tomori,Chelsea,2017,0,2
Christian Atsu,Chelsea,2017,0,4
Mario Pasalic,Chelsea,2017,0,3
Lewis Baker,Chelsea,2017,0,5
Nathan,Chelsea,2017,0,2
Cesc Fàbregas,Chelsea,2017,29,3
Oscar,Chelsea,2017,9,5
Eden Hazard,Chelsea,2017,36,5
John Obi Mikel,Chelsea,2017,0,13
Bertrand Traoré,Chelsea,2017,0,4
Nemanja Matic,Chelsea,2017,35,6
Willian,Chelsea,2017,34,4
Ruben Loftus-Cheek,Chelsea,2017,6,5
Kasey Palmer,Chelsea,2017,0,2
Charlie Colkett,Chelsea,2017,0,3
Kenedy,Chelsea,2017,0,2
Pedro,Chelsea,2017,35,2
Loïc Remy,Chelsea,2017,0,2
Diego Costa,Chelsea,2017,35,3
Isaiah Brown,Chelsea,2017,0,3
Tammy Abraham,Chelsea,2017,0,2
N'Golo Kanté,Chelsea,2017,35,1
Marcos Alonso,Chelsea,2017,31,1
David Luiz,Chelsea,2017,33,7
Victor Moses,Chelsea,2017,34,5
Michy Batshuayi,Chelsea,2017,20,1
Nathaniel Chalobah,Chelsea,2017,10,7
Julian Speroni,Crystal Palace,2017,0,5
Alex McCarthy,Crystal Palace,2017,0,1
Wayne Hennessey,Crystal Palace,2017,29,4
Joel Ward,Crystal Palace,2017,38,4
Adrian Mariappa,Crystal Palace,2017,0,4
Brede Hangeland,Crystal Palace,2017,0,3
Paddy McCarthy,Crystal Palace,2017,0,4
Scott Dann,Crystal Palace,2017,23,4
Ezekiel Fryers,Crystal Palace,2017,0,3
Pape Souaré,Crystal Palace,2017,3,3
Damien Delaney,Crystal Palace,2017,30,4
Martin Kelly,Crystal Palace,2017,29,2
Luke Croll,Crystal Palace,2017,0,2
Yohan Cabaye,Crystal Palace,2017,32,2
Yannick Bolasie,Crystal Palace,2017,1,3
Wilfried Zaha,Crystal Palace,2017,35,2
Lee Chung-yong,Crystal Palace,2017,15,3
Mile Jedinak,Crystal Palace,2017,1,3
James McArthur,Crystal Palace,2017,29,3
Jonathan Williams,Crystal Palace,2017,0,3
Jordon Mutch,Crystal Palace,2017,4,2
Bakary Sako,Crystal Palace,2017,7,2
Joe Ledley,Crystal Palace,2017,18,4
Luke Dreher,Crystal Palace,2017,0,2
Jake Gray,Crystal Palace,2017,0,3
Jason Puncheon,Crystal Palace,2017,36,4
Sullay Kaikai,Crystal Palace,2017,0,5
Fraizer Campbell,Crystal Palace,2017,12,2
Dwight Gayle,Crystal Palace,2017,0,4
Connor Wickham,Crystal Palace,2017,8,1
Emmanuel Adebayor,Crystal Palace,2017,0,2
Marouane Chamakh,Crystal Palace,2017,0,4
Loïc Remy,Crystal Palace,2017,0,0
Andros Townsend,Crystal Palace,2017,36,1
Christian Benteke,Crystal Palace,2017,0,1
Mamadou Sakho,Crystal Palace,2017,0,0
Jeffrey Schlupp,Crystal Palace,2017,4,1
James Tomkins,Crystal Palace,2017,0,1
Luka Milivojevic,Crystal Palace,2017,14,1
Joel Robles,Everton,2017,20,4
Tim Howard,Everton,2017,0,11
Jindrich Stanek,Everton,2017,0,3
Tony Hibbert,Everton,2017,0,17
Leighton Baines,Everton,2017,32,10
John Stones,Everton,2017,0,5
Phil Jagielka,Everton,2017,27,10
Bryan Oviedo,Everton,2017,6,5
Seamus Coleman,Everton,2017,26,9
Ramiro Funes Mori,Everton,2017,23,1
Tyias Browning,Everton,2017,0,5
Luke Garbutt,Everton,2017,0,8
Mason Holgate,Everton,2017,0,2
Brendan Galloway,Everton,2017,0,3
Callum Connolly,Everton,2017,0,2
Matthew Pennington,Everton,2017,0,3
Jonjoe Kenny,Everton,2017,0,3
Darron Gibson,Everton,2017,0,6
Kevin Mirallas,Everton,2017,35,5
Aaron Lennon,Everton,2017,0,2
Tom Cleverley,Everton,2017,10,2
James McCarthy,Everton,2017,12,4
Muhamed Besic,Everton,2017,0,3
Gareth Barry,Everton,2017,33,3
Ross Barkley,Everton,2017,36,7
Leon Osman,Everton,2017,0,17
Steven Pienaar,Everton,2017,0,8
Tom Davies,Everton,2017,0,2
Kieran Dowell,Everton,2017,0,3
Arouna Koné,Everton,2017,6,4
Romelu Lukaku,Everton,2017,37,3
Oumar Niasse,Everton,2017,0,2
Gerard Deulofeu,Everton,2017,11,1
Leandro Rodríguez,Everton,2017,0,2
Conor McAleny,Everton,2017,0,8
Maarten Stekelenburg,Everton,2017,19,1
Ashley Williams,Everton,2017,0,1
Idrissa Gueye,Everton,2017,33,1
Yannick Bolasie,Everton,2017,1,1
Dominic Calvert-Lewin,Everton,2017,11,1
Ademola Lookman,Everton,2017,8,1
Morgan Schneiderlin,Everton,2017,3,1
Enner Valencia,Everton,2017,3,0
Joe Williams,Everton,2017,0,2
Mateusz Hewelt,Everton,2017,0,1
Allan McGregor,Hull City,2017,0,4
Eldin Jakupovic,Hull City,2017,0,3
Dusan Kuciak,Hull City,2017,0,1
Alex Bruce,Hull City,2017,0,3
Curtis Davies,Hull City,2017,26,3
Harry Maguire,Hull City,2017,29,2
Michael Dawson,Hull City,2017,22,2
Andrew Robertson,Hull City,2017,33,2
Brian Lenihan,Hull City,2017,0,2
Josh Tymon,Hull City,2017,5,1
Moses Odubajo,Hull City,2017,0,1
David Meyler,Hull City,2017,20,3
Tom Huddlestone,Hull City,2017,31,3
Robert Snodgrass,Hull City,2017,20,2
Sam Clucas,Hull City,2017,37,1
Jake Livermore,Hull City,2017,21,2
Shaun Maloney,Hull City,2017,9,1
Mohamed Diamé,Hull City,2017,0,2
Ahmed El Mohamady,Hull City,2017,33,3
Abel Hernández,Hull City,2017,24,2
Chuba Akpom,Hull City,2017,0,0
Adama Diomande,Hull City,2017,22,1
Calaum Jahraldo-Martin,Hull City,2017,0,3
Andrea Ranocchia,Hull City,2017,16,0
Kamil Grosicki,Hull City,2017,15,1
Alfred N'Diaye,Hull City,2017,15,0
Oumar Niasse,Hull City,2017,0,0
Omar Elabdellaoui,Hull City,2017,8,0
David Marshall,Hull City,2017,16,1
Lazar Markovic,Hull City,2017,0,0
Ryan Mason,Hull City,2017,0,1
Kasper Schmeichel,Leicester City,2017,30,3
Ben Hamer,Leicester City,2017,0,3
Mark Schwarzer,Leicester City,2017,0,3
Jonny Maddison,Leicester City,2017,0,2
Ritchie de Laet,Leicester City,2017,0,3
Wes Morgan,Leicester City,2017,27,3
Robert Huth,Leicester City,2017,0,1
Danny Simpson,Leicester City,2017,35,2
Liam Moore,Leicester City,2017,0,3
Marcin Wasilewski,Leicester City,2017,1,3
Christian Fuchs,Leicester City,2017,36,1
Yohan Benalouane,Leicester City,2017,0,2
Ben Chilwell,Leicester City,2017,12,2
Daniel Drinkwater,Leicester City,2017,29,3
Dean Hammond,Leicester City,2017,0,3
Matty James,Leicester City,2017,1,3
Andy King,Leicester City,2017,23,3
Marc Albrighton,Leicester City,2017,33,3
Daniel Amartey,Leicester City,2017,24,2
Jeffrey Schlupp,Leicester City,2017,4,3
Riyad Mahrez,Leicester City,2017,36,3
Gökhan Inler,Leicester City,2017,0,2
Andre Olukanmi,Leicester City,2017,0,2
Jamie Vardy,Leicester City,2017,35,3
Shinji Okazaki,Leicester City,2017,30,1
Demarai Gray,Leicester City,2017,30,2
Leonardo Ulloa,Leicester City,2017,16,3
Joseph Dodoo,Leicester City,2017,0,3
Ron-Robert Zieler,Leicester City,2017,9,1
Molla Wagué,Leicester City,2017,0,0
Nampalys Mendy,Leicester City,2017,4,1
Bartosz Kapustka,Leicester City,2017,0,1
Wilfred Ndidi,Leicester City,2017,17,1
Ahmed Musa,Leicester City,2017,0,1
Islam Slimani,Leicester City,2017,23,1
Simon Mignolet,Liverpool,2017,28,4
Adam Bogdan,Liverpool,2017,0,2
Danny Ward,Liverpool,2017,0,7
Nathaniel Clyne,Liverpool,2017,37,1
José Enrique,Liverpool,2017,0,6
Kolo Touré,Liverpool,2017,0,4
Dejan Lovren,Liverpool,2017,29,2
Joseph Gomez,Liverpool,2017,0,2
Mamadou Sakho,Liverpool,2017,0,4
Alberto Moreno,Liverpool,2017,12,2
Tiago Ilori,Liverpool,2017,0,4
Kevin Stewart,Liverpool,2017,0,2
Martin Skrtel,Liverpool,2017,0,10
Jon Flanagan,Liverpool,2017,0,9
Brad Smith,Liverpool,2017,0,5
Lloyd Jones,Liverpool,2017,0,5
Connor Randall,Liverpool,2017,0,2
Joe Maguire,Liverpool,2017,0,2
Daniel Cleary,Liverpool,2017,0,2
Conor Masterson,Liverpool,2017,0,2
Luis Alberto,Liverpool,2017,0,4
James Milner,Liverpool,2017,36,2
Philippe Coutinho,Liverpool,2017,31,5
Jordan Henderson,Liverpool,2017,24,6
Adam Lallana,Liverpool,2017,31,3
Lucas Leiva,Liverpool,2017,24,11
Emre Can,Liverpool,2017,32,3
Joe Allen,Liverpool,2017,0,5
Cameron Brannagan,Liverpool,2017,0,5
Jordon Ibe,Liverpool,2017,0,5
Ryan Kent,Liverpool,2017,0,2
Jordan Rossiter,Liverpool,2017,0,4
Lazar Markovic,Liverpool,2017,0,2
João Teixeira,Liverpool,2017,0,6
Sheyi Ojo,Liverpool,2017,0,3
Sergi Canos,Liverpool,2017,0,2
Pedro Chirivella,Liverpool,2017,0,2
Christian Benteke,Liverpool,2017,0,1
Roberto Firmino,Liverpool,2017,35,2
Daniel Sturridge,Liverpool,2017,20,5
Divock Origi,Liverpool,2017,34,3
Danny Ings,Liverpool,2017,0,2
Jerome Sinclair,Liverpool,2017,0,5
Joel Matip,Liverpool,2017,29,1
Marko Grujic,Liverpool,2017,0,2
Loris Karius,Liverpool,2017,10,1
Ragnar Klavan,Liverpool,2017,20,1
Georginio Wijnaldum,Liverpool,2017,36,1
Sadio Mané,Liverpool,2017,27,1
Trent Alexander-Arnold,Liverpool,2017,7,2
Joe Hart,Manchester City,2017,0,11
Willy Caballero,Manchester City,2017,17,3
Richard Wright,Manchester City,2017,0,5
Bacary Sagna,Manchester City,2017,17,3
Vincent Kompany,Manchester City,2017,11,9
Pablo Zabaleta,Manchester City,2017,20,9
Aleksandar Kolarov,Manchester City,2017,29,7
Eliaquim Mangala,Manchester City,2017,0,2
Gaël Clichy,Manchester City,2017,25,6
Martín Demichelis,Manchester City,2017,0,4
Nicolás Otamendi,Manchester City,2017,30,1
Tosin Adarabioyo,Manchester City,2017,0,2
Angeliño,Manchester City,2017,0,2
Cameron Humphreys-Grant,Manchester City,2017,0,5
Fernando,Manchester City,2017,15,3
Samir Nasri,Manchester City,2017,1,6
Jesús Navas,Manchester City,2017,24,4
Kevin De Bruyne,Manchester City,2017,36,1
Fabian Delph,Manchester City,2017,7,1
David Silva,Manchester City,2017,34,7
Fernandinho,Manchester City,2017,32,4
Yaya Touré,Manchester City,2017,25,7
Bersant Celina,Manchester City,2017,0,4
James Horsfield,Manchester City,2017,0,8
Brandon Barker,Manchester City,2017,0,2
George Glendon,Manchester City,2017,0,3
Aleix García,Manchester City,2017,0,2
Manu García,Manchester City,2017,0,3
Raheem Sterling,Manchester City,2017,33,1
Sergio Agüero,Manchester City,2017,31,6
Wilfried Bony,Manchester City,2017,0,3
David Faupala,Manchester City,2017,0,2
Kelechi Iheanacho,Manchester City,2017,20,3
Ilkay Gündogan,Manchester City,2017,10,1
Claudio Bravo,Manchester City,2017,22,1
John Stones,Manchester City,2017,0,1
Leroy Sané,Manchester City,2017,26,1
Gabriel Jesus,Manchester City,2017,10,1
Angus Gunn,Manchester City,2017,0,1
David de Gea,Manchester United,2017,35,6
Sergio Romero,Manchester United,2017,2,2
Joel Pereira,Manchester United,2017,0,2
Sam Johnstone,Manchester United,2017,0,6
Ro-Shaun Williams,Manchester United,2017,0,2
Phil Jones,Manchester United,2017,18,6
Marcos Rojo,Manchester United,2017,21,3
Chris Smalling,Manchester United,2017,18,7
Daley Blind,Manchester United,2017,23,2
Luke Shaw,Manchester United,2017,11,3
Antonio Valencia,Manchester United,2017,28,8
Guillermo Varela,Manchester United,2017,0,5
Paddy McNair,Manchester United,2017,0,3
Matteo Darmian,Manchester United,2017,18,2
Donald Love,Manchester United,2017,0,2
Axel Tuanzebe,Manchester United,2017,0,2
Cameron Borthwick-Jackson,Manchester United,2017,0,2
Timothy Fosu-Mensah,Manchester United,2017,4,2
Juan Mata,Manchester United,2017,25,4
Adnan Januzaj,Manchester United,2017,0,5
Michael Carrick,Manchester United,2017,23,11
Ashley Young,Manchester United,2017,12,6
Ander Herrera,Manchester United,2017,31,3
Nick Powell,Manchester United,2017,0,5
Marouane Fellaini,Manchester United,2017,28,4
Morgan Schneiderlin,Manchester United,2017,3,1
Bastian Schweinsteiger,Manchester United,2017,0,1
Jesse Lingard,Manchester United,2017,25,6
Regan Poole,Manchester United,2017,0,2
Andreas Pereira,Manchester United,2017,0,3
Sean Goss,Manchester United,2017,0,2
Joe Rothwell,Manchester United,2017,0,2
James Weir,Manchester United,2017,0,2
Joe Riley,Manchester United,2017,0,2
Memphis Depay,Manchester United,2017,4,1
Anthony Martial,Manchester United,2017,25,1
Wayne Rooney,Manchester United,2017,25,13
Marcus Rashford,Manchester United,2017,32,2
Will Keane,Manchester United,2017,0,7
Eric Bailly,Manchester United,2017,25,1
Paul Pogba,Manchester United,2017,30,4
Henrikh Mkhitaryan,Manchester United,2017,24,1
Zlatan Ibrahimovic,Manchester United,2017,28,1
Dimitrios Konstantopoulos,Middlesbrough,2017,0,1
Connor Ripley,Middlesbrough,2017,0,1
Tomás Mejías,Middlesbrough,2017,0,1
Michael Agazzi,Middlesbrough,2017,0,0
Damiá,Middlesbrough,2017,0,1
George Friend,Middlesbrough,2017,24,1
Daniel Ayala,Middlesbrough,2017,14,1
Ben Gibson,Middlesbrough,2017,38,1
Rhys Williams,Middlesbrough,2017,0,2
Alex Baptiste,Middlesbrough,2017,0,1
James Husband,Middlesbrough,2017,0,1
Dael Fry,Middlesbrough,2017,0,1
Tomas Kalas,Middlesbrough,2017,0,0
Adam Jackson,Middlesbrough,2017,0,1
Jonathan Woodgate,Middlesbrough,2017,0,2
Grant Leadbitter,Middlesbrough,2017,13,1
Adam Clayton,Middlesbrough,2017,34,1
Carlos De Pena,Middlesbrough,2017,0,1
Mustapha Carayol,Middlesbrough,2017,0,1
Julien de Sart,Middlesbrough,2017,0,1
Stewart Downing,Middlesbrough,2017,30,9
Adam Reach,Middlesbrough,2017,0,1
Nsue,Middlesbrough,2017,4,1
Albert Adomah,Middlesbrough,2017,2,1
Lewis Maloney,Middlesbrough,2017,0,1
Adam Forshaw,Middlesbrough,2017,34,1
Jordan Rhodes,Middlesbrough,2017,6,1
Cristhian Stuani,Middlesbrough,2017,0,1
David Nugent,Middlesbrough,2017,4,1
Calum Chambers,Middlesbrough,2017,1,0
Kelvin Davis,Southampton,2017,0,5
Paulo Gazzaniga,Southampton,2017,0,5
Fraser Forster,Southampton,2017,38,3
Cédric Soares,Southampton,2017,30,2
Maya Yoshida,Southampton,2017,23,5
Florin Gardos,Southampton,2017,0,2
José Fonte,Southampton,2017,17,5
Cuco Martina,Southampton,2017,9,1
Virgil van Dijk,Southampton,2017,21,2
Ryan Bertrand,Southampton,2017,0,0
Matt Targett,Southampton,2017,5,4
Jordy Clasie,Southampton,2017,16,1
Steven Davis,Southampton,2017,32,5
Dusan Tadic,Southampton,2017,33,3
Victor Wanyama,Southampton,2017,0,4
Oriol Romeu,Southampton,2017,35,2
James Ward-Prowse,Southampton,2017,30,5
Harrison Reed,Southampton,2017,3,4
Gastón Ramírez,Southampton,2017,0,5
Sam McQueen,Southampton,2017,0,5
Olufela Olomola,Southampton,2017,0,2
Shane Long,Southampton,2017,32,3
Jay Rodriguez,Southampton,2017,24,5
Graziano Pellè,Southampton,2017,0,3
Juanmi,Southampton,2017,0,1
Charlie Austin,Southampton,2017,15,2
Jack Stephens,Southampton,2017,17,7
Jérémy Pied,Southampton,2017,4,1
Sofiane Boufal,Southampton,2017,24,1
Nathan Redmond,Southampton,2017,37,1
Pierre-Emile Højbjerg,Southampton,2017,22,1
Josh Sims,Southampton,2017,7,3
Manolo Gabbiadini,Southampton,2017,11,1
Mouez Hassen,Southampton,2017,0,0
Martín Cáceres,Southampton,2017,1,1
Jack Butland,Stoke City,2017,5,5
Shay Given,Stoke City,2017,5,1
Jakob Haugaard,Stoke City,2017,0,2
Daniel Bachmann,Stoke City,2017,0,4
Phil Bardsley,Stoke City,2017,15,3
Erik Pieters,Stoke City,2017,36,4
Marc Muniesa,Stoke City,2017,10,4
Glen Johnson,Stoke City,2017,23,1
Ryan Shawcross,Stoke City,2017,35,9
Geoff Cameron,Stoke City,2017,19,5
Dionatan Teixeira,Stoke City,2017,0,3
Philipp Wollscheid,Stoke City,2017,2,2
Glenn Whelan,Stoke City,2017,30,9
Stephen Ireland,Stoke City,2017,0,4
Ibrahim Afellay,Stoke City,2017,12,2
Charlie Adam,Stoke City,2017,24,5
Steve Sidwell,Stoke City,2017,0,3
Giannelli Imbula,Stoke City,2017,12,2
Xherdan Shaqiri,Stoke City,2017,21,1
Moha,Stoke City,2017,0,2
Oliver Shenton,Stoke City,2017,0,3
Peter Odemwingie,Stoke City,2017,0,4
Marko Arnautovic,Stoke City,2017,32,4
Joselu,Stoke City,2017,0,1
Mame Biram Diouf,Stoke City,2017,27,3
Jonathan Walters,Stoke City,2017,23,7
Peter Crouch,Stoke City,2017,27,6
Bojan,Stoke City,2017,9,3
Wilfried Bony,Stoke City,2017,0,0
Joe Allen,Stoke City,2017,0,1
Ramadan Sobhi,Stoke City,2017,17,1
Saido Berahino,Stoke City,2017,4,1
Julien Ngoy,Stoke City,2017,5,1
Lee Grant,Stoke City,2017,15,0
Bruno Martins Indi,Stoke City,2017,35,0
Jordan Pickford,Sunderland,2017,29,6
Vito Mannone,Sunderland,2017,9,4
Max Stryjek,Sunderland,2017,0,3
Steve Harper,Sunderland,2017,0,2
Billy Jones,Sunderland,2017,27,3
Patrick van Aanholt,Sunderland,2017,21,3
Wes Brown,Sunderland,2017,0,6
Adam Matthews,Sunderland,2017,0,2
Emmanuel Eboué,Sunderland,2017,0,1
Younes Kaboul,Sunderland,2017,1,2
John O'Shea,Sunderland,2017,28,6
Lamine Koné,Sunderland,2017,30,2
Jan Kirchhoff,Sunderland,2017,7,2
Santiago Vergini,Sunderland,2017,0,1
Tom Beadling,Sunderland,2017,0,3
Thomas Robson,Sunderland,2017,0,3
Josh Robson,Sunderland,2017,0,2
Lee Cattermole,Sunderland,2017,8,8
Sebastian Larsson,Sunderland,2017,21,6
Jack Rodwell,Sunderland,2017,20,2
Jordi Gómez,Sunderland,2017,0,3
Yann M'Vila,Sunderland,2017,0,0
Wahbi Khazri,Sunderland,2017,21,2
Rees Greenwood,Sunderland,2017,0,2
George Honeyman,Sunderland,2017,0,3
Mikael Mandron,Sunderland,2017,0,5
Fabio Borini,Sunderland,2017,24,2
Jeremain Lens,Sunderland,2017,2,1
Jermain Defoe,Sunderland,2017,37,3
Danny Graham,Sunderland,2017,0,4
Steven Fletcher,Sunderland,2017,0,5
Duncan Watmore,Sunderland,2017,14,4
Joleon Lescott,Sunderland,2017,2,1
Javier Manquillo,Sunderland,2017,20,0
Lukasz Fabianski,Swansea City,2017,37,3
Kristoffer Nordfeldt,Swansea City,2017,1,2
Josh Vickers,Swansea City,2017,0,2
Jordi Amat,Swansea City,2017,17,4
Neil Taylor,Swansea City,2017,11,6
Ashley Williams,Swansea City,2017,0,6
Angel Rangel,Swansea City,2017,18,6
Kyle Naughton,Swansea City,2017,31,3
Kyle Bartley,Swansea City,2017,0,7
Federico Fernández,Swansea City,2017,27,3
Stephen Kingsley,Swansea City,2017,0,3
Joe Rodon,Swansea City,2017,0,2
Ki Sung-yueng,Swansea City,2017,23,5
Leon Britton,Swansea City,2017,16,6
Nathan Dyer,Swansea City,2017,8,6
Wayne Routledge,Swansea City,2017,27,6
Jefferson Montero,Swansea City,2017,13,3
Matt Grimes,Swansea City,2017,0,3
Gylfi Sigurdsson,Swansea City,2017,38,3
Jack Cork,Swansea City,2017,30,2
Daniel James,Swansea City,2017,0,2
Jay Fulton,Swansea City,2017,11,4
Alberto Paloschi,Swansea City,2017,0,2
Marvin Emnes,Swansea City,2017,0,3
Éder,Swansea City,2017,0,1
Bafétimbi Gomis,Swansea City,2017,0,3
Kenji Gorré,Swansea City,2017,0,3
Modou Barrow,Swansea City,2017,18,3
Leroy Fer,Swansea City,2017,34,1
Borja Bastón,Swansea City,2017,18,1
Martin Olsson,Swansea City,2017,15,1
Felipe Alfonso,Swansea City,2017,0,0
Jordan Ayew,Swansea City,2017,14,1
Mike van der Hoorn,Swansea City,2017,8,1
Alfie Mawson,Swansea City,2017,27,1
Fernando Llorente,Swansea City,2017,33,1
Hugo Lloris,Tottenham Hotspur,2017,34,5
Michel Vorm,Tottenham Hotspur,2017,5,3
Luke McGee,Tottenham Hotspur,2017,0,3
Kyle Walker,Tottenham Hotspur,2017,33,8
Danny Rose,Tottenham Hotspur,2017,18,10
Toby Alderweireld,Tottenham Hotspur,2017,30,1
Jan Vertonghen,Tottenham Hotspur,2017,33,5
Kieran Trippier,Tottenham Hotspur,2017,12,2
Federico Fazio,Tottenham Hotspur,2017,0,2
Kevin Wimmer,Tottenham Hotspur,2017,5,1
Ben Davies,Tottenham Hotspur,2017,23,3
Cameron Carter-Vickers,Tottenham Hotspur,2017,0,2
Kyle Walker-Peters,Tottenham Hotspur,2017,0,2
Nabil Bentaleb,Tottenham Hotspur,2017,0,4
