Player,Team,Season,Appearances,SeasonAtTeam
David Meyler,Sunderland,2010,10,2
Lorik Cana,Sunderland,2010,31,1
Andy Reid,Sunderland,2010,21,3
Lee Cattermole,Sunderland,2010,22,1
Adam Reed,Sunderland,2010,0,1
Fraizer Campbell,Sunderland,2010,31,1
Darren Bent,Sunderland,2010,38,1
Daryl Murphy,Sunderland,2010,3,4
Kenwyne Jones,Sunderland,2010,32,3
Oumare Tounkara,Sunderland,2010,0,1
David Healy,Sunderland,2010,3,2
Roy O'Donovan,Sunderland,2010,0,3
Martyn Waghorn,Sunderland,2010,0,3
Jordan Cook,Sunderland,2010,0,2
Benjani,Sunderland,2010,2,0
Ryan Noble,Sunderland,2010,0,1
David Dowson,Sunderland,2010,0,3
Russell Anderson,Sunderland,2010,0,3
Grant Leadbitter,Sunderland,2010,1,4
Danny Collins,Sunderland,2010,3,4
Carlos Edwards,Sunderland,2010,0,3
Paul McShane,Sunderland,2010,0,3
Anthony Stokes,Sunderland,2010,0,3
Lee Butcher,Tottenham Hotspur,2010,0,2
Ben Alnwick,Tottenham Hotspur,2010,1,4
Heurelho Gomes,Tottenham Hotspur,2010,31,2
Jimmy Walker,Tottenham Hotspur,2010,0,1
Carlo Cudicini,Tottenham Hotspur,2010,7,2
David Button,Tottenham Hotspur,2010,0,3
Oscar Jansson,Tottenham Hotspur,2010,0,4
Alan Hutton,Tottenham Hotspur,2010,8,3
Kyle Walker,Tottenham Hotspur,2010,2,1
Danny Rose,Tottenham Hotspur,2010,1,3
Younes Kaboul,Tottenham Hotspur,2010,19,2
Kyle Naughton,Tottenham Hotspur,2010,1,1
Sebastien Bassong,Tottenham Hotspur,2010,28,1
Michael Dawson,Tottenham Hotspur,2010,29,6
Vedran Corluka,Tottenham Hotspur,2010,29,2
Ledley King,Tottenham Hotspur,2010,20,12
Dorian Dervite,Tottenham Hotspur,2010,0,4
Benoit Assou-Ekotto,Tottenham Hotspur,2010,30,4
Steven Caulker,Tottenham Hotspur,2010,0,1
Jonathan Woodgate,Tottenham Hotspur,2010,3,3
Adam Smith,Tottenham Hotspur,2010,0,3
Calum Butcher,Tottenham Hotspur,2010,0,2
Ryan Fredericks,Tottenham Hotspur,2010,0,1
Adel Taarabt,Tottenham Hotspur,2010,0,3
Sam Cox,Tottenham Hotspur,2010,0,1
Tom Huddlestone,Tottenham Hotspur,2010,33,5
Aaron Lennon,Tottenham Hotspur,2010,22,5
Gareth Bale,Tottenham Hotspur,2010,23,3
Wilson Palacios,Tottenham Hotspur,2010,33,2
Luka Modric,Tottenham Hotspur,2010,25,2
David Bentley,Tottenham Hotspur,2010,15,2
Andros Townsend,Tottenham Hotspur,2010,0,2
Niko Kranjcar,Tottenham Hotspur,2010,4,1
Jermaine Jenas,Tottenham Hotspur,2010,19,5
Jamie O'Hara,Tottenham Hotspur,2010,2,5
Jake Livermore,Tottenham Hotspur,2010,1,4
Ryan Mason,Tottenham Hotspur,2010,0,2
John Bostock,Tottenham Hotspur,2010,0,2
Simon Dawkins,Tottenham Hotspur,2010,0,3
Dean Parrett,Tottenham Hotspur,2010,0,2
Roman Pavlyuchenko,Tottenham Hotspur,2010,16,2
Robbie Keane,Tottenham Hotspur,2010,20,8
Peter Crouch,Tottenham Hotspur,2010,38,3
Eidur Gudjohnsen,Tottenham Hotspur,2010,11,0
Giovani dos Santos,Tottenham Hotspur,2010,1,2
Jermain Defoe,Tottenham Hotspur,2010,34,7
Harry Kane,Tottenham Hotspur,2010,0,1
Paul-José M'Poku,Tottenham Hotspur,2010,0,2
Jonathan Obika,Tottenham Hotspur,2010,0,2
Troy Archibald-Henville,Tottenham Hotspur,2010,0,3
Tomas Pekhart,Tottenham Hotspur,2010,0,4
Kevin-Prince Boateng,Tottenham Hotspur,2010,0,3
Pascal Chimbonda,Tottenham Hotspur,2010,0,4
Yuri,Tottenham Hotspur,2010,0,2
Robert Green,West Ham United,2010,38,4
Peter Kurucz,West Ham United,2010,1,0
Marek Stech,West Ham United,2010,0,4
Jordan Spence,West Ham United,2010,1,2
Davide Ferrari,West Ham United,2010,0,0
Danny Gabbidon,West Ham United,2010,10,5
James Tomkins,West Ham United,2010,23,3
Matt Upson,West Ham United,2010,33,4
Julien Faubert,West Ham United,2010,33,3
Jonathan Spector,West Ham United,2010,27,4
Manuel da Costa,West Ham United,2010,15,1
Hérita Ilunga,West Ham United,2010,16,1
Fabio Daprelà,West Ham United,2010,7,1
Matt Fry,West Ham United,2010,0,1
Bondz N'Gala,West Ham United,2010,0,2
Kieron Dyer,West Ham United,2010,10,3
Scott Parker,West Ham United,2010,31,3
Jack Collison,West Ham United,2010,22,3
Luis Boa Morte,West Ham United,2010,1,4
Radoslav Kovac,West Ham United,2010,31,1
Mark Noble,West Ham United,2010,27,5
Valon Behrami,West Ham United,2010,27,2
Junior Stanislas,West Ham United,2010,26,2
Olly Lee,West Ham United,2010,0,1
Josh Payne,West Ham United,2010,0,2
Anthony Edgar,West Ham United,2010,0,1
Ahmed Abdullah,West Ham United,2010,0,1
Cristian Montaño,West Ham United,2010,0,1
Carlton Cole,West Ham United,2010,30,4
Ilan Araujo,West Ham United,2010,11,1
Guillermo Franco,West Ham United,2010,0,0
Mido,West Ham United,2010,9,0
Benni McCarthy,West Ham United,2010,14,1
Freddie Sears,West Ham United,2010,1,3
Frank Nouble,West Ham United,2010,8,1
Zavon Hines,West Ham United,2010,13,2
Alessandro Diamanti,West Ham United,2010,27,1
Calum Davenport,West Ham United,2010,0,4
Luis Jiménez,West Ham United,2010,11,1
Holmar Örn Eyjolfsson,West Ham United,2010,0,1
Dean Ashton,West Ham United,2010,0,5
Nigel Quashie,West Ham United,2010,0,4
Daniel Emmanuel,West Ham United,2010,0,3
James Collins,West Ham United,2010,3,5
Savio Nsereko,West Ham United,2010,0,2
Chris Kirkland,Wigan Athletic,2010,32,4
Mike Pollitt,Wigan Athletic,2010,4,5
Lee Nicholls,Wigan Athletic,2010,0,1
Richard Kingson,Wigan Athletic,2010,0,2
Vladimir Stojkovic,Wigan Athletic,2010,0,0
Dariusz Adamczuk,Wigan Athletic,2010,0,0
Steve Gohouri,Wigan Athletic,2010,5,1
Antonio Amaya,Wigan Athletic,2010,0,1
Gary Caldwell,Wigan Athletic,2010,0,0
Paul Scharner,Wigan Athletic,2010,38,5
Emmerson Boyce,Wigan Athletic,2010,24,4
Titus Bramble,Wigan Athletic,2010,35,3
Mario Melchiot,Wigan Athletic,2010,32,3
Roman Golobart,Wigan Athletic,2010,0,1
Jordan Mustoe,Wigan Athletic,2010,0,1
Maynor Figueroa,Wigan Athletic,2010,35,2
Cho Won-Hee,Wigan Athletic,2010,4,2
James McCarthy,Wigan Athletic,2010,20,1
Hendry Thomas,Wigan Athletic,2010,31,1
Ben Watson,Wigan Athletic,2010,5,2
Charles N'Zogbia,Wigan Athletic,2010,36,2
Jordi Gómez,Wigan Athletic,2010,23,1
Jason Koumas,Wigan Athletic,2010,8,3
Mohamed Diamé,Wigan Athletic,2010,34,1
Tomasz Cywka,Wigan Athletic,2010,0,4
Olivier Kapo,Wigan Athletic,2010,1,2
Tomasz Kupisz,Wigan Athletic,2010,0,4
Daniel de Ridder,Wigan Athletic,2010,0,2
Jonathon Routledge,Wigan Athletic,2010,0,2
Joe Holt,Wigan Athletic,2010,0,2
Victor Moses,Wigan Athletic,2010,14,1
Callum McManaman,Wigan Athletic,2010,0,2
Scott Sinclair,Wigan Athletic,2010,0,0
Jason Scotland,Wigan Athletic,2010,32,1
Marcelo Moreno,Wigan Athletic,2010,0,0
Hugo Rodallega,Wigan Athletic,2010,38,2
Rachid Bouaouzan,Wigan Athletic,2010,0,3
Erik Edman,Wigan Athletic,2010,3,3
Amr Zaki,Wigan Athletic,2010,0,1
Marlon King,Wigan Athletic,2010,3,3
Michael Brown,Wigan Athletic,2010,2,3
Wayne Hennessey,Wolverhampton Wanderers,2010,13,2
Marcus Hahnemann,Wolverhampton Wanderers,2010,25,1
Carl Ikeme,Wolverhampton Wanderers,2010,0,2
Matt Murray,Wolverhampton Wanderers,2010,0,2
George Elokobi,Wolverhampton Wanderers,2010,22,1
Richard Stearman,Wolverhampton Wanderers,2010,16,1
Jody Craddock,Wolverhampton Wanderers,2010,33,2
Danny Batth,Wolverhampton Wanderers,2010,0,1
Christophe Berra,Wolverhampton Wanderers,2010,32,1
Daniel Jones,Wolverhampton Wanderers,2010,0,1
Michael Mancienne,Wolverhampton Wanderers,2010,0,0
Jason Shackell,Wolverhampton Wanderers,2010,0,1
Ronald Zubar,Wolverhampton Wanderers,2010,23,1
Matthew Hill,Wolverhampton Wanderers,2010,2,1
Kevin Foley,Wolverhampton Wanderers,2010,25,1
John Dunleavy,Wolverhampton Wanderers,2010,0,1
Scott Malone,Wolverhampton Wanderers,2010,0,1
David Edwards,Wolverhampton Wanderers,2010,20,1
Michael Kightly,Wolverhampton Wanderers,2010,9,2
Karl Henry,Wolverhampton Wanderers,2010,34,1
David Davis,Wolverhampton Wanderers,2010,0,1
Stephen Ward,Wolverhampton Wanderers,2010,22,1
Andrew Surman,Wolverhampton Wanderers,2010,7,1
David Jones,Wolverhampton Wanderers,2010,20,1
Greg Halford,Wolverhampton Wanderers,2010,15,1
Matthew Jarvis,Wolverhampton Wanderers,2010,34,1
Nenad Milijas,Wolverhampton Wanderers,2010,19,1
Geoffrey Mujangi Bia,Wolverhampton Wanderers,2010,3,0
George Friend,Wolverhampton Wanderers,2010,1,1
Adlène Guédioura,Wolverhampton Wanderers,2010,14,1
Segundo Castillo,Wolverhampton Wanderers,2010,8,0
Kyle Bennett,Wolverhampton Wanderers,2010,0,1
Nathaniel Mendez-Laing,Wolverhampton Wanderers,2010,0,1
Sylvan Ebanks-Blake,Wolverhampton Wanderers,2010,23,1
Sam Vokes,Wolverhampton Wanderers,2010,5,1
Chris Iwelumo,Wolverhampton Wanderers,2010,15,1
Andy Keogh,Wolverhampton Wanderers,2010,13,1
Kevin Doyle,Wolverhampton Wanderers,2010,34,1
Stefan Maierhofer,Wolverhampton Wanderers,2010,8,1
Ashley Hemmings,Wolverhampton Wanderers,2010,0,1
James Spray,Wolverhampton Wanderers,2010,0,1
Mark Little,Wolverhampton Wanderers,2010,0,1
Bence Szabó,Wolverhampton Wanderers,2010,0,1
Nigel Quashie,Wolverhampton Wanderers,2010,0,1
Neill Collins,Wolverhampton Wanderers,2010,0,1
Darren Ward,Wolverhampton Wanderers,2010,0,1
Elliott Bennett,Wolverhampton Wanderers,2010,0,1
